,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ブラックタロー,牡3,55.0,幸,鈴木孝,栗東,2022106174,732,ホッコータルマエ ,デフィニール ,ブラックタイド ,0.061316714613728236,6,-0.21529688398449603,6,,
1,2,2,ウインドワンピース,牡5,58.0,藤懸,平田,栗東,2020103901,1138,ヴァンセンヌ ,シーデイライト ,ヘニーヒューズ Henny Hughes(米) ,-0.46505811742189923,9,-0.39734378797168096,9,,
2,3,3,ジーティーアメリカ,牡3,55.0,岩田康,吉岡,栗東,2022104654,5203,サートゥルナーリア  ,ウィキッドリーパーフェクト  Wickedly Perfect(米)  ,Congrats  (米)  ,0.6328986312492803,3,-0.01761509533180342,3,,
3,4,4,パーフェクト,牡3,54.0,☆吉村,松下,栗東,2022101504,1216,ヘニーヒューズ Henny Hughes(米) ,ラヴィアンフルール ,ステイゴールド ,-0.16637471187016153,8,-0.29404403664663603,8,,
4,5,5,テルアスワッド,牡3,55.0,酒井,須貝,栗東,2022105486,1034,ブリックスアンドモルタル Bricks and Mortar(米) ,ブルックデイル ,キングカメハメハ ,2.271706554912409,1,0.5491671491360447,1,,
5,6,6,シドニーホバート,牡3,55.0,松山,杉山佳,栗東,2022105506,1126,ストロングリターン ,ベガスナイト ,コロナドズクエスト Coronado's Quest(米) ,0.5024399768988088,4,-0.06273426265785474,4,,
6,6,7,カレンワッツアップ,牡4,58.0,角田和,小林,栗東,2021104321,1186,キズナ ,ホワットアスポット What a Spot(米) ,Arch (米) ,-2.46506256793834,10,-1.0890459667575874,10,,
7,7,8,テーオーマルコーニ,牡3,55.0,団野,奥村豊,栗東,2022102228,1180,コパノリッキー ,リーグルメアリー ,Afternoon Deelites ,-0.05467980581380946,7,-0.2554143176685028,7,,
8,7,9,ショウナンサエッタ,牡3,54.0,☆高杉,渡辺,栗東,2022101047,1213,オルフェーヴル ,ショウナンマオ ,ダイワメジャー ,0.6720937443780265,2,-0.004059452922151195,2,,
9,8,10,メイショウソウセキ,牡3,53.0,◇永島,松永幹,栗東,2022103255,1187,マジェスティックウォリアー Majestic Warrior(米) ,メイショウコブシ ,スペシャルウィーク ,-2.7298558146080123,11,-1.1806247957956484,11,,
10,8,11,ポイントネモ,牡3,55.0,菱田,大久保,栗東,2022101622,1144,アメリカンペイトリオット ,アクアリスト Aquarist(英) ,コロナドズクエスト Coronado's Quest(米) ,0.48365973476972324,5,-0.06922941540387037,5,,
