,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ビップディラン,牡4,58.0,松若,小椋,466(0),栗東,2022100382,1154,ミッキーグローリー,ビップシンドウ,ロードカナロア,-1.2809156496480705,15,-0.4860571076369785,4,,2,51.9,57.8,80.0,1
1,2,2,ベイリークロア,牡4,58.0,Ｍデムーロ,大久保,486(-4),栗東,2022104919,5212,エピファネイア,ディープジュエリー,ディープインパクト,-0.874830460343566,11,-0.365790030559966,9,,1,47.1,82.3,45.9,10
2,2,3,ワンダーイロネ,牝4,56.0,高倉,渡辺,466(+4),栗東,2022100200,1130,カリフォルニアクローム,ホッコーユニバース,アグネスタキオン,-0.4290871516177406,8,-0.2337777181707715,10,,13,46.5,43.4,46.4,7
3,3,4,ヴェストラン,牡5,58.0,藤懸,本田,448(+2),栗東,2021100695,1138,レインボーライン,アテナブルー,ジャングルポケット,0.0244655072800221,6,-0.0994525715689864,12,,15,43.9,42.7,44.6,12
4,3,5,エイヘンハールト,牡4,58.0,西村淳,高野,484(+8),栗東,2022105557,1171,ブリックスアンドモルタル,リバティハイツ,キングカメハメハ,-0.8552278640758126,10,-0.359984482812014,1,,5,80.4,50.8,60.6,2
5,4,6,メイショウビストロ,牡4,56.0,△田山,岡田,442(-2),栗東,2022103251,1220,カリフォルニアクローム,メイショウオワラ,ディープブリランテ,1.2922149796016669,2,0.2760068825499376,7,,7,49.2,48.5,48.5,6
6,4,7,スターペスショウマ,牡4,58.0,太宰,石橋,464(-8),栗東,2022106997,1037,リアルスティール,スターペスマリア,パイロ,-1.2343734376451292,14,-0.4722730644221075,15,,14,39.4,43.1,41.3,15
7,5,8,チリーゴールド,牝4,56.0,幸,飯田,428(+2),栗東,2022104905,732,オルフェーヴル,チリーシルバー,Malibu Moon,-1.03405499459684,12,-0.4129463165756834,5,,11,50.0,44.1,45.4,11
8,5,9,フェイトライン,牡4,58.0,坂井,斉藤崇,524(+2),栗東,2022104992,1163,サトノアラジン,フェイトカラー,サクラバクシンオー,0.4478945156742598,5,0.0259510888708598,2,,9,59.9,47.1,58.4,3
9,6,10,テレプシコーラ,牝4,56.0,国分優,坂口,426(0),栗東,2022100457,1125,ルーラーシップ,キスオンザグリーン,オルフェーヴル,0.6350290424896625,3,0.0813732592751146,11,,4,46.5,51.5,46.2,9
10,6,11,エイカイカッシーナ,牝4,56.0,北村友,藤原,438(-6),栗東,2022104940,1102,エピファネイア,ノーブルスコア,ディープインパクト,-1.0527363697008223,13,-0.4184790334506406,14,,12,40.3,43.6,41.8,14
11,7,12,サニーサルサ,牝4,54.0,◇永島,高橋康,476(+6),栗東,2022105407,1187,マインドユアビスケッツ,チカアレグレ,ハーツクライ,0.568584209824849,4,0.0616948124320898,8,,10,48.5,44.4,46.3,8
12,7,13,リガーレ,牡4,58.0,荻野極,池江,512(-12),栗東,2022104556,1160,キズナ,シスタリーラヴ,Bellamy Road,-0.031026744868153,7,-0.1158872782316743,6,,3,49.7,54.7,48.7,5
13,8,14,ムーンライトラガー,牝4,56.0,池添,大久保,432(0),栗東,2022104710,1032,オルフェーヴル,オープンウォーター,Include,-0.7639227433404795,9,-0.3329433587271656,3,,6,55.1,48.6,53.0,4
14,8,15,リトルスカーレット,牝4,56.0,鮫島駿,柴田,494(0),栗東,2022104779,1157,キズナ,コーラルプリンセス,クロフネ,1.431459207227533,1,0.3172457572921822,13,,8,41.7,47.5,42.9,13
