,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ドンデンガエシ,牡4,58.0,大野,尾関,美浦,2020103500,01096,ドレフォン Drefong(米) ,トゥザハピネス ,シンボリクリスエス ,-0.4154256826963618,9
1,1,2,バサラ,牝4,56.0,小林凌,伊藤圭,美浦,2020104129,01177,フリオーソ ,ハードデイズナイト ,サウスヴィグラス ,-2.2139860268822424,15
2,2,3,シークレットヴァウ,牡3,57.0,武藤,武藤,美浦,2021102413,01169,ディスクリートキャット Discreet Cat(米) ,ジェントルヴァウ ,Broken Vow ,1.0100853048290535,1
3,2,4,ピカリエ,牝5,56.0,伊藤,金成,美浦,2019104288,01119,エイシンヒカリ ,バンデリータ ,メイショウオウドウ ,-0.5464793815077861,10
4,3,5,ワークソング,牡3,57.0,松岡,牧浦,栗東,2021102462,01085,モーニン ,ハッピーラン ,フレンチデピュティ French Deputy(米) ,-0.004263334990513016,6
5,3,6,ヒストリアイ,セ3,57.0,鮫島駿,堀,美浦,2021110062,01157,Liam's Map ,Cara Bella ,Ghostzapper ,-0.9472477570082625,13
6,4,7,ニルアドミラリ,セ6,55.0,▲石神道,和田郎,美浦,2018110134,01209,Dialed In ,Into Reality ,Untuttable ,-0.2353580072151108,7
7,4,8,サザンステート,牡5,58.0,石橋脩,上原佑,美浦,2019101185,01077,アメリカンペイトリオット ,ディープサウス ,ディープインパクト ,-0.6157185119208659,11
8,5,9,アメリカンマーチ,牡3,57.0,ビュイック,池江,栗東,2021110136,05495,Cajun Breeze ,Goldminer's Dream ,Distorted Humor (米) ,0.2867606786542162,2
9,5,10,アイアムユウシュン,牡3,57.0,柴田善,奥平,美浦,2021103204,00641,ヘニーヒューズ Henny Hughes(米) ,アイアムネフライト ,アグネスタキオン ,0.2567775451153231,3
10,6,11,トモジャミ,牝4,52.0,★小林美,鈴木伸,美浦,2020105246,01206,ヘニーヒューズ Henny Hughes(米) ,ヤマノローラ ,スペシャルウィーク ,-0.2824527431740246,8
11,6,12,プルスウルトラ,牡6,58.0,嶋田,高橋文,美浦,2018106613,01134,ディスクリートキャット Discreet Cat(米) ,ローブドヴルール ,サウスヴィグラス ,-2.8658284849234623,16
12,7,13,ダラムキャッスル,牝4,56.0,野中,斎藤誠,美浦,2020101560,01158,ヘニーヒューズ Henny Hughes(米) ,シュンドルボン ,ハーツクライ ,-0.6497975690068789,12
13,7,14,グレタ,牝5,56.0,菊沢,清水英,美浦,2019102761,01161,ガルボ ,スカイグラフィティ ,ジャングルポケット ,0.05762235161770554,5
14,8,15,ショウナンアビアス,牡4,58.0,池添,加藤士,美浦,2020104597,01032,ドレフォン Drefong(米) ,ショウナンカサロ ,キングカメハメハ ,0.06594306722614299,4
15,8,16,マイネルディレクト,牡3,57.0,丹内,伊藤大,美浦,2021106805,01091,ロージズインメイ Roses in May(米) ,フライングメリッサ ,ダンスインザダーク ,-1.043730027843989,14
