,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,グリフォン,牝2,54.0,☆小沢,小椋,栗東,2022103899,01185,サートゥルナーリア ,レッドラフィーネ ,ハービンジャー Harbinger(英) ,-3.8942891336462804,9
1,2,2,エリカサンタモニカ,牝2,55.0,団野,茶木,栗東,2022103054,01180,アドマイヤマーズ ,シャマアウェイ Shamarway(米) ,Giant's Causeway (米) ,-1.3233219213511114,4
2,3,3,ジーティーパール,牝2,53.0,△高杉,石坂,栗東,2022105562,01213,シュヴァルグラン ,リードザウインド ,キンシャサノキセキ ,-3.884222297665191,8
3,4,4,タウングー,牝2,55.0,酒井,藤沢,栗東,2022102986,01034,バゴ Bago(仏) ,トーコーヴィオラ ,ディープインパクト ,-4.214379634154299,10
4,5,5,ブーディガ,牝2,55.0,西村淳,奥村豊,栗東,2022101429,01171,アルアイン ,タミーン Tameen(英) ,Shirocco ,0.35440865874230737,1
5,6,6,キントラダンサー,牝2,54.0,☆西塚,長谷川,栗東,2022104387,01200,キタサンブラック ,キントラ Kintra(米) ,Kingman (英) ,-1.347838928037681,5
6,7,7,ジャニーヌ,牝2,55.0,北村友,坂口,栗東,2022104808,01102,キズナ ,シャイントレイル ,ヴィクトワールピサ ,-2.2773513513350023,6
7,7,8,オリージネアリア,牝2,54.0,☆田口,吉村,栗東,2022101068,01208,ディスクリートキャット Discreet Cat(米) ,ナイトレイン ,ゴールドアリュール ,-0.032171759542939424,2
8,8,9,アニュレス,牝2,55.0,田中健,佐々木,栗東,2022104464,01114,デクラレーションオブウォー ,ラブフール ,ゼンノロブロイ ,-3.3719109179542297,7
9,8,10,アメリータ,牝2,53.0,△吉村,今野,栗東,2022103199,01216,アルアイン ,アメリカンドミンゴ ,Scat Daddy (米) ,-0.13814578834967065,3
