,0,1,2,3
202110010110,単勝,2,260,1
202110010110,複勝,2,160,1
202110010110,複勝,1,680,9
202110010110,複勝,13,4600,17
202110010110,枠連,1-1,3640,15
202110010110,馬連,1-2,3950,13
202110010110,ワイド,1-2,1280,10
202110010110,ワイド,2-13,12370,93
202110010110,ワイド,1-13,49740,137
202110010110,馬単,2→1,5060,15
202110010110,三連複,1-2-13,202920,379
202110010110,三連単,2→1→13,641780,1523
