,式別,馬番,配当,人気
0,単勝,8,350,1
1,複勝,8,140,1
2,複勝,7,150,2
3,複勝,14,190,4
4,枠連,5-5,650,3
5,馬連,7-8,640,1
6,ワイド,7-8,280,1
7,ワイド,8-14,490,4
8,ワイド,7-14,530,5
9,馬単,8→7,1340,2
10,3連複,7-8-14,1600,2
11,3連単,8→7→14,5970,4
