,式別,馬番,配当,人気
0,単勝,13,180,1
1,複勝,13,130,1
2,複勝,15,950,11
3,複勝,9,320,5
4,枠連,7-8,1950,9
5,馬連,13-15,4140,12
6,ワイド,13-15,1620,16
7,ワイド,9-13,890,8
8,ワイド,9-15,10580,77
9,馬単,13→15,4960,14
10,3連複,9-13-15,22400,72
11,3連単,13→15→9,90660,267
