,式別,馬番,配当,人気
0,単勝,9,410,2
1,複勝,9,190,2
2,複勝,4,980,11
3,複勝,16,320,4
4,枠連,2-5,6290,19
5,馬連,4-9,9920,28
6,ワイド,4-9,2910,27
7,ワイド,9-16,930,9
8,ワイド,4-16,5370,45
9,馬単,9→4,14620,42
10,3連複,4-9-16,31770,89
11,3連単,9→4→16,158120,418
