,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ダノンエアズロック,牡5,57.0,津村,堀,508(-4),美浦,2021105817,1092,モーリス,モシーン,Fastnet Rock,1.0560010099820236,1,0.10888002752474737,1,,
1,2,2,ランフォーヴァウ,牝4,54.0,石川,福永,452(-6),栗東,2022105291,1150,ロードカナロア,キネオダンサー,ディープインパクト,-1.1103604083600878,7,-1.324386076226402,7,,
2,3,3,タシット,牡7,57.0,三浦,中川,472(0),美浦,2019106335,1122,ブラックタイド,サトノラミア,ブライアンズタイム,-1.4500978543144025,11,-1.5491565883572687,11,,
3,3,4,カピリナ,牝5,57.0,横山典,田島,480(-2),美浦,2021104073,660,ダンカーク,ライトリーチューン,マンハッタンカフェ,-0.8529943609143197,5,-1.1541125341769298,5,,
4,4,5,リラボニート,牝5,56.0,戸崎圭,須貝,464(+2),栗東,2021103519,5386,スクリーンヒーロー,ネイティヴコード,アグネスデジタル,0.6835225881345205,2,-0.13755193525517717,2,,
5,4,6,ハクサンバード,牡6,57.0,小崎,高橋一,492(+6),栗東,2020100792,1152,ハクサンムーン,ハクサンサマー,サマーバード,-0.8316754012880335,4,-1.1400078968154599,4,,
6,5,7,ゾンニッヒ,牡8,59.0,荻野極,池江,484(0),栗東,2018101343,1160,ラブリーデイ,エンドレスノット,ディープインパクト,-1.2517811392621387,8,-1.4179501224900863,8,,
7,5,8,ファンダム,牡4,57.0,北村宏,辻,492(+22),美浦,2022105836,1043,サートゥルナーリア,ファナティック,ジャスタウェイ,-0.4726898208067619,3,-0.902502806536944,3,,
8,6,9,ゴンバデカーブース,牡5,57.0,佐々木,堀,480(+4),美浦,2021104825,1197,ブリックスアンドモルタル,アッフィラート,ディープインパクト,-2.4546524969031025,14,-2.213770584155851,14,,
9,6,10,アケルナルスター,牡7,57.0,丹内,清水英,482(0),美浦,2019105792,1091,トーセンラー,パリージョ,タイキシャトル,-1.2603085479365355,9,-1.4235918615380425,9,,
10,7,11,エエヤン,セ6,59.0,杉原,伊藤大,480(+10),美浦,2020105295,1135,シルバーステート,シルクヴィーナス,ティンバーカントリー,-1.418176807510356,10,-1.5280376033194412,10,,
11,7,12,ダイシンヤマト,牡6,57.0,吉田豊,戸田,522(+8),美浦,2020101967,733,ヤマカツエース,ダイシンパーティー,ブライアンズタイム,-0.9096595655949627,6,-1.1916022699353521,6,,
12,8,13,オニャンコポン,セ7,58.0,菅原明,小島,474(+12),美浦,2019104756,1179,エイシンフラッシュ,シャリオドール,ヴィクトワールピサ,-1.6929198255506461,13,-1.7098077602588095,13,,
13,8,14,シルトホルン,牡6,58.0,大野,新開,488(0),美浦,2020105424,1096,スクリーンヒーロー,シンメイミヤビ,Langfuhr,-1.5748627720265995,12,-1.6317011379324928,12,,
