,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ルーパステソーロ,牡7,58.0,幸,千葉,美浦,2018100995,00732,ゴールドシップ ,ハピネスフォーユー ,A.P. Indy ,-3.0282615934356363,10
1,2,2,シンヨモギネス,牡7,58.0,三浦,伊藤圭,美浦,2018103711,01122,ダノンレジェンド  ,グレースグランド  ,アドマイヤムーン  ,-0.48601643381505016,7
2,3,3,レッドリベルタ,牡4,57.0,戸崎圭,庄野,栗東,2021102436,05386,リアルスティール ,レッドディオーサ ,キングカメハメハ ,1.5984542695479789,2
3,4,4,ピジョンブラッド,牝6,56.0,酒井,荒川,栗東,2019100625,01034,パイロ Pyro(米) ,カスクドール ,ダンスインザダーク ,-2.7121520011040476,9
4,5,5,ジョータルマエ,セ5,58.0,鮫島良,河嶋,栗東,2020100771,01099,ホッコータルマエ ,ジョーイロンデル ,クロフネ ,0.3985184716892908,4
5,6,6,レーウィン,セ4,57.0,岩田康,上村,栗東,2021100734,05203,ヘニーヒューズ Henny Hughes(米) ,フジインザスカイ ,ディープスカイ ,1.6204626662763844,1
6,7,7,イモータルバード,牡4,57.0,坂井,栗田,美浦,2021100674,01163,レイデオロ ,アスカビレン ,ブラックタイド ,0.13790539620819336,5
7,7,8,ダディーズトリップ,牡9,58.0,団野,千田,栗東,2016100126,01180,ドリームジャーニー ,ヴードゥーレディ ,デインヒル Danehill(米) ,-0.18573858079239755,6
8,8,9,ヒルノデプラーツ,牡6,58.0,松山,北出,栗東,2019106573,01126,サトノアラジン ,アラピンタ Alapinta(英) ,Medicean ,1.549808400774081,3
9,8,10,ダブルジョーク,牡5,58.0,北村友,小林,栗東,2020110026,01102,Practical Joke (米) ,Double Date ,Rahy ,-2.126930817624032,8
