,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ノーティアス,牡6,60.0,江田勇,宗像,美浦,2019104908,01023,ハービンジャー Harbinger(英) ,ホーカーハリケーン ,ネオユニヴァース 
1,2,2,ウインエタンセル,牡5,60.0,小野寺,西園翔,栗東,2020105201,01123,ビーチパトロール Beach Patrol(米) ,コスモエルデスト ,ブラックホーク 
2,3,3,フルラインナップ,セ5,60.0,石神深,小島,美浦,2020104797,01059,Wootton Bassett (英) ,アトラクティヴレディ Attractive Lady(英) ,Teofilo 
3,4,4,タイセイシェダル,牡7,60.0,難波,高橋忠,栗東,2018103021,01066,マクフィ Makfi(英) ,ココモオレンジ ,キングカメハメハ 
4,5,5,コンテナワールド,牡4,57.0,▲井上,中竹,栗東,2021104924,01151,エピファネイア ,ユッカマウンテン ,アグネスタキオン 
5,5,6,ラズルダズル,牡8,60.0,中村,茶木,栗東,2017105602,01101,ルーラーシップ ,ラシンティランテ ,アグネスタキオン 
6,6,7,ダイスアローリング,牡4,59.0,上野,古賀,美浦,2021104861,01087,サトノダイヤモンド ,サンタエヴィータ ,Smart Strike (加) 
7,6,8,ニシノレバンテ,牡6,60.0,伴,栗田,美浦,2019102938,01149,イスラボニータ ,ワイキキブリーズ ,フレンチデピュティ French Deputy(米) 
8,7,9,メネラオス,牡4,59.0,森一,奥村豊,栗東,2021105840,01139,アジアエクスプレス ,ラトーナ ,Dansili 
9,7,10,グラヴィテ,牝7,58.0,小牧加,鮫島,栗東,2018103603,01196,ネオユニヴァース ,ファシネイト ,キングカメハメハ 
10,8,11,サニーオーシャン,セ7,60.0,草野,杉浦,美浦,2018103296,01113,ゼンノロブロイ ,ヨドノグレイス ,バゴ Bago(仏) 
11,8,12,ミヤジシャルマン,牡5,60.0,高田,宮地,栗東,2020101766,01046,エピファネイア ,アナザーワールド ,ディープインパクト 
