,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,キャンドルマス,牡4,58.0,菱田,小崎,栗東,2021101624,01144,パイロ Pyro(米) ,アプト ,アドマイヤムーン ,1.2820405881402515,1
1,2,2,ハッピーダンス,牝4,56.0,斎藤,茶木,栗東,2021105916,01178,イスラボニータ ,ワナダンス Wanna Dance(亜) ,The Leopard ,0.7050477573614337,3
2,3,3,ジェイエルバルカー,牡5,58.0,菊沢,小西,美浦,2020100131,01161,マジェスティックウォリアー Majestic Warrior(米) ,ホウライマリーン ,サウスヴィグラス ,-3.0857799995812183,13
3,3,4,グッドヴァイブス,牡4,58.0,佐々木,高柳瑞,美浦,2021101521,01197,シュヴァルグラン ,インドリヤ Indriya(米) ,Stormy Atlantic ,-1.0022751843898623,5
4,4,5,プラタルス,牡6,55.0,▲柴田裕,高橋文,美浦,2019103974,01212,ダンカーク Dunkirk(米) ,フレッチャロッサ ,アグネスデジタル ,-1.979322142065862,9
5,4,6,シャインヴィーナス,牝4,56.0,荻野極,伊坂,美浦,2021101279,01160,ラブリーデイ ,アイルゴーバック ,アッミラーレ ,-3.0344351139708214,12
6,5,7,ミスターディジェイ,牡4,58.0,古川吉,清水英,美浦,2021104617,01015,タリスマニック Talismanic(英) ,クリムゾンルージュ ,エンドスウィープ End Sweep(米) ,0.7857128672801478,2
7,5,8,シュークリーム,牝4,52.0,★小林美,西村,栗東,2021104404,01206,ファインニードル ,スポークスウーマン Spokeswoman(愛) ,Invincible Spirit (愛) ,-2.53058696585905,11
8,6,9,サベージラヴ,牝4,53.0,▲石田,伊藤圭,美浦,2021103748,01203,マジェスティックウォリアー Majestic Warrior(米) ,ピンクドッグウッド ,サウスヴィグラス ,-1.3707803508375407,8
9,6,10,プレアデスグループ,牝4,56.0,丹内,吉岡,栗東,2021104839,01091,サトノアラジン ,オリヒメ ,マジェスティックウォリアー Majestic Warrior(米) ,-1.062823842096817,7
10,7,11,ダズリングダンス,セ5,58.0,鮫島駿,小椋,栗東,2020105957,01157,タイセイレジェンド ,サンバダンサー ,アドマイヤマックス ,-3.309910196682443,14
11,7,12,フォートボヤール,牡4,56.0,△小林脩,辻,美浦,2021105907,01183,ミッキーアイル ,ローエキスキーズ ,Oasis Dream (英) ,-0.8302420923194802,4
12,8,13,スターチスブーケ,牝4,52.0,★河原田,清水久,栗東,2021110075,01204,Practical Joke (米) ,Sovereign Halo ,Haynesfield ,-1.9796222246921695,10
13,8,14,シンゼンシャイン,牡7,57.0,☆小沢,飯田,栗東,2018106865,01185,ミッキーアイル ,ハートマイハート ,キングカメハメハ ,-1.0137941442043503,6
