,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ピッコロイカリーノ,牝3,55.0,菅原明,西園翔,栗東,2022103067,1179,ダノンレジェンド ,アンプリペアード ,More Than Ready ,-1.1772389397436591,14,-0.5603986740027362,14,,
1,1,2,ニホンピロマーベル,牡3,54.0,▲川端,中尾,栗東,2022103861,1195,フェノーメノ ,ニホンピロヴィータ ,スニッツェル Snitzel(豪) ,1.0696494949209234,3,0.1525370291350733,3,,
2,2,3,ミュークチェルシー,牝3,55.0,吉田豊,稲垣,美浦,2022104452,733,カレンブラックヒル ,キモンオレンジ ,ダンスインザダーク ,2.224795443565529,1,0.5190638118708052,1,,
3,2,4,バルミラクル,牡3,57.0,鮫島良,河嶋,栗東,2022106177,1099,マクフィ Makfi(英) ,ミラクルクロス ,フジキセキ ,-0.40891583462994596,9,-0.31661043568593655,9,,
4,3,5,ミッキーティラミス,牝3,52.0,▲橋木,高橋亮,栗東,2022101500,1215,ミッキーアイル ,ミッキーアップル ,クロフネ ,-0.14376255488724077,8,-0.23247753570913754,8,,
5,3,6,アジュマン,牡3,57.0,西村淳,石坂,栗東,2022101241,1171,アルアイン ,ジレーネ ,キングカメハメハ ,0.3058397603795123,7,-0.08981912071091361,7,,
6,4,7,サンピエーリ,牡3,57.0,亀田,藤野,栗東,2022102867,1176,アジアエクスプレス ,モハンマディ ,ディープインパクト ,-0.7026136846515677,11,-0.4098005024399565,11,,
7,4,8,パヴィーア,牝3,55.0,北村友,田中克,栗東,2022110082,1102,Medaglia d'Oro ,Pavini ,Dubawi ,0.3296686294467439,6,-0.08225824173653694,6,,
8,5,9,レッドシュトラール,牡3,57.0,丸山,宮田,美浦,2022105156,1127,リアルインパクト ,レッドオリヴィア ,ジャングルポケット ,-0.6614153299850488,10,-0.39672830112405977,10,,
9,5,10,リュウノシャモニー,牝3,55.0,川須,伊坂,美浦,2022100023,1128,ホッコータルマエ ,ドリーボヌール ,ディープインパクト ,0.3936950446656048,5,-0.06194271709845401,5,,
10,6,11,デルマアポロニア,牝3,55.0,ルメール,蛯名正,美浦,2022105457,5339,オルフェーヴル ,ピュアマインド ,ティンバーカントリー Timber Country(米) ,1.3086482513709503,2,0.22837112211895486,2,,
11,6,12,リュウジンオー,牡3,57.0,団野,野中,栗東,2022103234,1180,ミッキーアイル ,ビリオネア ,タニノギムレット ,-0.8437629833160607,13,-0.45458704944348016,13,,
12,7,13,トーセンペネロペ,牝3,55.0,原田和,小野,美浦,2022110011,1143,Maximum Security (米) ,ハッシーナ ,Red Runner ,-1.3131150575284996,15,-0.6035120454002939,15,,
13,7,14,ロベルタインパクト,牝3,55.0,杉原,岩戸,美浦,2022100209,1135,シャンハイボビー Shanghai Bobby(米) ,リマンドインパクト ,ディープインパクト ,0.882610199217312,4,0.09318962686106541,4,,
14,8,15,エイシンキャロッツ,牡3,57.0,シュタルケ,小崎,栗東,2022100104,5115,コパノリッキー ,エーシンヴァーゴウ ,ファルブラヴ Falbrav(愛) ,-0.7155061772600375,12,-0.4138912788849341,12,,
15,8,16,ビリーヴアンドラン,牡3,57.0,小林脩,蛯名利,美浦,2022104251,1183,スマートファルコン ,メジャーメアリー ,ブライアンズタイム Brian's Time(米) ,-3.9842138035903134,16,-1.4510493032786005,16,,
