,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フルセンド,牝3,55.0,ルメール,福永,栗東,2022105391,5339,エピファネイア ,ゼラスキャット Zealous Cat(米) ,Storm Cat (米) ,-0.04059867520913614,8,-0.21998534270656708,8,,
1,2,2,マイネルラカイユ,牡3,57.0,丹内,天間,美浦,2022104538,1091,ジャスタウェイ ,コスモレティクルム ,ダノンシャンティ ,0.5880504155758843,5,-0.054297572433848085,5,,
2,3,3,クレスコドルフィン,牡3,57.0,角田和,長谷川,栗東,2022107299,1186,クレスコグランド ,ミヤビペルラ ,ロードカナロア ,1.6097580727881244,3,0.21498534879437944,3,,
3,4,4,ピエナアイル,牡3,53.0,★河原田,渡辺,栗東,2022101593,1204,ミッキーアイル ,セトノフラッパー ,タイキシャトル ,1.786110222852215,2,0.26146500645272686,2,,
4,5,5,ジェントルバローズ,牡3,57.0,西村淳,佐藤悠,栗東,2022100133,1171,ロジャーバローズ ,ショウナンカラット ,ブライアンズタイム Brian's Time(米) ,0.40308097631505646,6,-0.10304841675854327,6,,
5,5,6,エコロスパーダ,牡3,54.0,▲和田陽,大久保,栗東,2022105602,1223,リアルスティール ,ミスイヴァノヴィック Miss Ivanovic(愛) ,Captain Rio ,2.0803071499601797,1,0.3390040239875086,1,,
6,6,7,フロムザワールド,牡3,54.0,▲石神道,佐藤吉,美浦,2022106334,1209,サングレーザー ,トリニティハート ,マツリダゴッホ ,0.3954770469087435,7,-0.1050525206809237,7,,
7,6,8,ニシノプロテア,牡3,57.0,中井,武市,美浦,2022102707,1141,ルーラーシップ ,ニシノマナムスメ ,アグネスタキオン ,-0.6968480393601717,12,-0.39294748563004744,12,,
8,7,9,ボルダーオパール,牝3,55.0,吉田豊,高橋文,美浦,2022104634,733,シュヴァルグラン ,アーマイン Ermine(米) ,Exchange Rate ,-0.6905547285568696,11,-0.3912888104646539,11,,
9,7,10,グティ,セ3,57.0,岩田望,友道,栗東,2022105036,1174,アドマイヤマーズ ,ベルスリーブ ,シンボリクリスエス ,1.1610478059373674,4,0.09672254574134409,4,,
10,8,11,ロワゾブルーチヌ,牡3,54.0,▲川端,中尾,栗東,2022104140,1195,ジャスタウェイ ,ダノングラシアス ,マンハッタンカフェ ,-0.5909386303176662,10,-0.36503383063176964,10,,
11,8,12,レヴィストーン,牡3,56.0,☆西塚,小椋,栗東,2022105204,1200,ミッキーアイル ,アオゾラペダル ,ホワイトマズル White Muzzle(英) ,-0.32518656240479954,9,-0.29499178615372446,9,,
