,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,デスティニーホープ,牝3,55.0,荻野琢,松山,美浦,2022103625,1112,カリフォルニアクローム California Chrome(米) ,ヒストリアドリーム ,アドマイヤムーン ,-0.6512939420801775,10,-0.4617535074854837,10,,
1,2,2,ロミヒ,牝3,55.0,岩田望,伊藤圭,美浦,2022103741,1174,ヘニーヒューズ Henny Hughes(米) ,クイーンマンボ ,マンハッタンカフェ ,3.6510520967308175,1,1.026214245870281,1,,
2,3,3,フェアリーブルー,牝3,55.0,ルメール,西園翔,栗東,2022101180,5339,リオンディーズ ,ママズディッシュ ,クロフネ ,-0.3332213614832582,6,-0.3517480037706627,6,,
3,3,4,テーオーニルソン,牝3,55.0,団野,梅田,栗東,2022106401,1180,McKinzie (米) ,アメリカンレジェンド American Legend(米) ,American Pharoah (米) ,-0.4386405209674636,7,-0.38820725378991877,7,,
4,4,5,メルローズ,牝3,55.0,川須,笹田,栗東,2022106072,1128,カリフォルニアクローム California Chrome(米) ,ハイスピードカム ,スマートファルコン ,0.8726449245580197,2,0.06530123687669671,2,,
5,4,6,ヴァレスカ,牝3,54.0,☆西塚,佐藤悠,栗東,2022106958,1200,シルバーステート ,シレリアナ ,ネオユニヴァース ,-0.5187799530319415,8,-0.41592350199694184,8,,
6,5,7,トリュフチョコ,牝3,55.0,丹内,林,美浦,2022104675,1091,モーリス ,ヴェルザンディ ,アグネスタキオン ,-0.3220650813673739,5,-0.34788960072495423,5,,
7,5,8,ベルランザドール,牝3,55.0,杉原,西村,栗東,2022104409,1135,マインドユアビスケッツ Mind Your Biscuits(米) ,ブルームーンピサ ,クロフネ ,0.24887994033000901,4,-0.15042808239029795,4,,
8,6,9,ビガーサンライズ,牝3,52.0,▲和田陽,平田,栗東,2022102599,1223,ノーブルミッション Noble Mission(英) ,カシュカシュ ,アフリート Afleet(加) ,-1.573397045055211,14,-0.7806631605256945,14,,
9,6,10,ペイシャヴァルワン,牝3,55.0,小林脩,粕谷,美浦,2022102526,1183,オーヴァルエース ,ジオパークミューズ ,キングズベスト King's Best(米) ,-0.770726476500483,11,-0.5030592877076807,11,,
10,7,11,ストラニエーロ,牝3,55.0,西村淳,尾関,美浦,2022106613,1171,キズナ ,アニエラ ,Dubawi ,-0.9023537403935961,12,-0.5485826190177604,12,,
11,7,12,アルクドラ,牝3,52.0,▲柴田裕,石坂,栗東,2022105542,1212,アルアイン ,ラヴファンシフル ,ハービンジャー Harbinger(英) ,-0.537543736151164,9,-0.422412962389133,9,,
12,8,13,ゼットヒーロ,牝3,55.0,斎藤,吉田,栗東,2022100687,1178,カリフォルニアクローム California Chrome(米) ,ソロデビュー ,シンボリクリスエス ,-1.2437644737093916,13,-0.6666596303136353,13,,
13,8,14,セラドピラール,牝3,55.0,丸山,稲垣,美浦,2022105179,1127,シュヴァルグラン ,ロカ ,ハービンジャー Harbinger(英) ,0.5157351261536053,3,-0.05813613103647163,3,,
