,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,コハナ,牡4,56.0,◇永島,天間,美浦,2021100681,1187,マジェスティックウォリアー Majestic Warrior(米) ,サンティエ ,ステイゴールド ,-0.5479558244278324,12,-0.3537052128506504,12,,
1,2,2,サーティファイド,牡6,57.0,☆西塚,佐藤悠,栗東,2019105857,1200,マクフィ Makfi(英) ,チャームピクチャー ,ダンスインザダーク ,0.3282020326214874,5,-0.12278363216380439,5,,
2,2,3,フジフォンテ,セ6,58.0,国分恭,粕谷,美浦,2019105759,1124,ロージズインメイ Roses in May(米) ,シチリアーナ ,メイショウオウドウ ,0.9491549418587278,2,0.040875720063048425,2,,
3,3,4,クヴェレ,牡4,57.0,☆松本,鈴木孝,栗東,2021106940,1191,アルアイン ,ケージーサクランボ ,キングカメハメハ ,-1.076439820961958,14,-0.4929933090144587,14,,
4,3,5,メイショウクーガー,牡5,58.0,中井,中内田,栗東,2020106205,1141,メイショウボーラー ,メイショウゴウヒメ ,ジャングルポケット ,1.5092483254868776,1,0.1884948373705541,1,,
5,4,6,アンドゥーラ,牡4,55.0,▲田山,須貝,栗東,2021100480,1220,ドゥラメンテ ,アンジュドボヌール ,タイキシャトル ,-0.4655418325154834,10,-0.33198404796010794,10,,
6,4,7,ガルデルクラージュ,牡4,58.0,小沢,武英,栗東,2021105480,1185,ルーラーシップ ,ガルデルスリール ,ダイワメジャー ,0.7216183612738281,3,-0.019094188818094292,3,,
7,5,8,ラファミリア,牡4,58.0,西村淳,前川,栗東,2021105348,1171,レイデオロ ,アイムユアーズ ,ファルブラヴ Falbrav(愛) ,-0.38038453439841335,9,-0.3095398528530294,9,,
8,5,9,アイファーキャップ,牡4,58.0,菅原明,加藤公,栗東,2021107295,1179,アポロケンタッキー ,ピコット ,ハーツクライ ,0.13927082416036465,6,-0.1725786467812018,6,,
9,6,10,ベルノレイズ,牡4,55.0,▲川端,小林,栗東,2021104194,1195,シャンハイボビー Shanghai Bobby(米) ,ドナジュディス ,マンハッタンカフェ ,-0.6253614492264186,13,-0.37410636441110057,13,,
10,6,11,ザロック,セ4,55.0,▲石神道,武井,美浦,2021106845,1209,コパノリッキー ,インシスト ,シンボリクリスエス ,-0.5205881433353602,11,-0.3464921425953762,11,,
11,7,12,ホウオウベルクソン,牡4,58.0,シュタルケ,大竹,美浦,2021105767,5115,リアルスティール ,ベルワトリング Belle Watling(智) ,Dushyantor ,-0.09413072909428175,7,-0.23409433733705795,7,,
12,7,13,タキ,牡4,58.0,北村友,高橋一,栗東,2021101428,1102,ハーツクライ ,パスオブドリームズ Path of Dreams(米) ,Giant's Causeway (米) ,0.433932904680697,4,-0.09491703266136223,4,,
13,8,14,ディズレーリ,セ5,58.0,丹内,池上,美浦,2020103119,1091,エピファネイア ,レディシビル Lady Sybil(仏) ,Siyouni ,-0.24883112249346226,8,-0.27486742301927053,8,,
14,8,15,アレスエルピーダ,牡4,58.0,杉原,栗田,美浦,2021104541,1135,サトノアレス ,アンドモアアゲイン Andmoreagain(米) ,Distorted Humor (米) ,-1.316103938986413,15,-0.5561595712614349,15,,
