,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヨゾラノムコウニ,牡4,57.0,荻野極,小笠,美浦,2021104191,1160,ロジャーバローズ ,オールフラッグズフライング All Flags Flying(米) ,War Front ,0.910982789701526,3,0.10219222460229413,3,,
1,1,2,ミッドナイトラスタ,牝4,55.0,武豊,加藤征,美浦,2021110041,666,Night of Thunder (愛) ,Last Pearl ,Sepoy ,0.10036820972398551,8,-0.15501506109737162,8,,
2,2,3,ダノンスウィッチ,牡4,57.0,浜中,音無,栗東,2021105598,1115,American Pharoah (米) ,スウィッチインタイム Switch In Time(愛) ,Galileo (愛) ,0.8977402708599939,4,0.09799038514469204,4,,
3,2,4,トーホウキザン,牡5,58.0,永島,高橋康,栗東,2020101764,1187,トーホウジャッカル ,トーホウドルチェ ,サウスヴィグラス ,-0.1104961624135904,12,-0.22192213894659168,12,,
4,3,5,ジャスパーバローズ,牡5,58.0,川田,清水久,栗東,2020100665,1088,モーリス ,ファーレサルティ ,ダンスインザダーク ,0.9573893320010074,2,0.11691697922475237,2,,
5,3,6,アンジュフィールド,牝5,56.0,幸,矢作,栗東,2020101582,732,Justify (米) ,ノットナウキャロライン Not Now Carolyn(米) ,Tapit (米) ,0.012666293385213875,9,-0.18284280119646978,9,,
6,4,7,アイズ,牡4,57.0,吉田隼,菊沢,美浦,2021107154,1095,モーニン ,ハヤブサショコラ ,マンハッタンカフェ ,-0.06641115794517635,11,-0.2079340062143966,11,,
7,4,8,フライヤートゥルー,牡5,58.0,坂井,橋口,栗東,2020100297,1163,リアルスティール ,アンジュエ ,アグネスタキオン ,1.6724389977260643,1,0.34380160257644543,1,,
8,5,9,セントラルヴァレー,牡4,57.0,松山,栗田,美浦,2021110161,1126,Kantharos ,Indigo Gin ,Lemon Drop Kid ,-0.8522899638307292,14,-0.457292652781447,14,,
9,5,10,リジル,牝4,55.0,藤岡佑介,奥村豊,栗東,2021101457,1093,ダノンレジェンド ,ロイヤルスピリッツ ,ハーツクライ ,0.4755167732746056,5,-0.035980755339317015,5,,
10,6,11,エムズマインド,牡5,58.0,団野,荒川,栗東,2020101641,1180,マインドユアビスケッツ Mind Your Biscuits(米) ,ピエナアプローズ ,フジキセキ ,0.3724756509842132,6,-0.06867561185237589,6,,
11,6,12,ハリウッドブルース,牡4,57.0,北村友,浜田,栗東,2021104514,1102,カリフォルニアクローム California Chrome(米) ,ハニーパイ ,サウスヴィグラス ,-1.4580518057784018,15,-0.6495003467907352,15,,
12,7,13,アナスタシス,牝4,55.0,高杉,岡田,栗東,2021100493,1213,デクラレーションオブウォー ,リヴァイバル ,ワイルドラッシュ Wild Rush(米) ,0.16641601513638352,7,-0.13405815114762304,7,,
13,7,14,キタノズエッジ,牡4,57.0,池添,畑端,栗東,2021100505,1032,ジョーカプチーノ ,ファルファラ ,キングカメハメハ ,-2.7160862382595727,16,-1.0486735539938017,16,,
14,8,15,コーパスクリスティ,牡5,58.0,Ａルメート,中内田,栗東,2020103703,5659,エピファネイア ,レッドソンブレロ ,キングカメハメハ ,-0.15782052324612605,13,-0.23693811657377095,13,,
15,8,16,マホロバ,牡5,58.0,田口,和田郎,美浦,2020105732,1208,キズナ ,シアージュ ,Raven's Pass ,-0.03315418758306742,10,-0.19738159907946784,10,,
