,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ステラスプレンダー,牝4,55.0,松山,石坂,栗東,2021105604,1126,ロードカナロア ,スクールミストレス Schoolmistress(亜) ,Equal Stripes ,0.5577065395428542,8,-0.009902015558036655,8,,
1,1,2,ナムラルッコラ,牝4,55.0,国分優,大橋,栗東,2021100604,1125,トビーズコーナー Toby's Corner(米) ,ナムララピス ,キングヘイロー ,-0.9355226131520191,15,-0.4837022984284748,15,,
2,2,3,アートフォーム,牝4,53.0,◇永島,畑端,栗東,2021102433,1187,シュヴァルグラン ,ラテアート ,サクラバクシンオー ,-1.366210167818425,16,-0.6203590767008837,16,,
3,2,4,マキバシラ,牝5,53.0,▲橋木,畑端,栗東,2020100589,1215,ベストウォーリア ,ネイルドイット ,ワークフォース Workforce(英) ,0.2648479888744042,10,-0.10282577337331933,10,,
4,3,5,ラピダリア,牝4,55.0,団野,吉田,栗東,2021100652,1180,マジェスティックウォリアー Majestic Warrior(米) ,ベルクリア ,ヴァーミリアン ,-0.47391939485404055,14,-0.3372360075656298,14,,
5,3,6,ブライティアブエナ,牝4,55.0,幸,羽月,栗東,2021102469,732,シュヴァルグラン ,ブライティアパルス ,ダイタクリーヴァ ,0.7038799446158794,6,0.03647867594316021,6,,
6,4,7,クインズシャウラ,牝4,51.0,★河原田,野中,栗東,2021103837,1204,キンシャサノキセキ ,ケイアイエーデル ,トワイニング Twining(米) ,1.2906055483865118,2,0.22264618849952592,2,,
7,4,8,プウスカンドゥール,牝5,56.0,Ａルメート,坂口,栗東,2020104791,5659,シャンハイボビー Shanghai Bobby(米) ,トレノトマト ,デヒア Dehere(米) ,1.7256199603199827,1,0.3606758747367811,1,,
8,5,9,ロンシャンクイーン,牝5,53.0,▲鷲頭,野中,栗東,2020103274,1202,ミッキーアイル ,エノラ Enora(独) ,Noverre (米) ,0.07764673290888455,11,-0.16222456549446984,11,,
9,5,10,オアシスドール,牝4,53.0,△高杉,高柳大,栗東,2021103583,1213,キタサンブラック ,オアシスクイーン ,シニスターミニスター Sinister Minister(米) ,0.7795386916927299,4,0.06048512914020656,4,,
10,6,11,ドナアフロディテ,牝4,55.0,Ｍ．デムーロ,庄野,栗東,2021100794,5212,ドレフォン Drefong(米) ,ラブジュリエット ,フサイチコンコルド ,0.6052563437163998,7,0.0051854950408563045,7,,
11,6,12,アンジュグルーヴ,牝4,55.0,鮫島駿,安田,栗東,2021105613,1157,ニューイヤーズデイ ,スプレンダークラン ,ルーラーシップ ,0.9890713055486994,3,0.1269696412704267,3,,
12,7,13,ベレニーチェ,牝4,55.0,高倉,武英,栗東,2021100680,1130,ブラックタイド ,サダムフジコ ,クロフネ ,-0.27831371858249015,12,-0.2751705003517737,12,,
13,7,14,ランゲル,牝4,54.0,☆田口,鈴木孝,栗東,2021104512,1208,ルーラーシップ ,ディアエナ ,スニッツェル Snitzel(豪) ,0.2762364255712766,9,-0.09921223253218843,9,,
14,8,15,モンシェリ,牝4,53.0,△吉村,牧田,栗東,2021102399,1216,マクフィ Makfi(英) ,アスールダリア ,エスポワールシチー ,0.7110402509567725,5,0.0387506347805774,5,,
15,8,16,ジェニファー,牝4,55.0,西村淳,浜田,栗東,2021103932,1171,アニマルキングダム Animal Kingdom(米) ,スイングサンデー ,スペシャルウィーク ,-0.2995849213023132,13,-0.2819198340675386,13,,
