,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,サルタール,牡3,57.0,戸崎圭,小崎,栗東,2022106617,5386,マジェスティックウォリアー Majestic Warrior(米) ,イグレット ,Distorted Humor (米) ,0.6446710847446805,5,0.017691757334732397,5,,
1,1,2,サンマイメ,牡3,55.0,◇永島,角田,栗東,2022103878,1187,タワーオブロンドン ,タイムピース ,ルーラーシップ ,2.1898731644395673,1,0.507983003745341,1,,
2,2,3,タマモスノーダンス,牝3,52.0,川端海翼,緒方,栗東,2022104513,1195,サンダースノー Thunder Snow(愛) ,チャームダンス ,アフリート Afleet(加) ,-1.9654651589837082,16,-0.8105021527406339,16,,
3,2,4,ゲイルライダー,牡3,55.0,△高杉,牧浦,栗東,2022103684,1213,ドレフォン Drefong(米) ,プライムチョイス ,ロードカナロア ,-1.5508211078817566,15,-0.678935963888712,15,,
4,3,5,ボーヌロマネ,牡3,57.0,鮫島駿,橋口,栗東,2022102529,1157,マクフィ Makfi(英) ,リサプシュケ ,ワイルドラッシュ Wild Rush(米) ,-0.4376070759300327,12,-0.325714141047804,12,,
5,3,6,ダブルシルバー,牡3,57.0,Ｍデムーロ,小椋,栗東,2022101080,5212,シルバーステート ,シルバーフォー ,Majesticperfection (米) ,0.052052096379164,9,-0.17034572091516476,9,,
6,4,7,トモジャシック,牡3,57.0,国分恭,大根田,栗東,2022104293,1124,タリスマニック Talismanic(英) ,トモジャオール ,エンパイアメーカー Empire Maker(米) ,-0.28907766258056117,11,-0.27858589021466484,11,,
7,4,8,スマートイザナミ,牝3,55.0,幸,谷,栗東,2022102035,732,ルヴァンスレーヴ ,スマートダフネ ,スマートファルコン ,0.22167804798880092,7,-0.11652355724405687,7,,
8,5,9,リトルサムシング,牡3,57.0,団野,野中,栗東,2022105636,1180,リアルスティール ,フライングニンバス ,Awesome Again (加) ,1.0935449808281468,2,0.16011904557356596,2,,
9,5,10,ルヴァロワール,牡3,55.0,△吉村,河嶋,栗東,2022106755,1216,モズアスコット ,マツリカ ,エンパイアメーカー Empire Maker(米) ,0.6692979691538042,4,0.025505845867763263,4,,
10,6,11,テーオートムソン,牡3,57.0,藤岡佑,奥村豊,栗東,2022103210,1093,ダイワメジャー ,クライシスオブスピリット Crisis of Spirit(米) ,Vindication ,-1.2881766736783105,14,-0.595599118371494,14,,
11,6,12,アンノドミニ,牡3,57.0,Ａルメート,佐々木,栗東,2022106643,5659,ドレフォン Drefong(米) ,スパイクナード ,ハーツクライ ,0.11942759489114915,8,-0.14896753512505756,8,,
12,7,13,メイショウアイク,牡3,57.0,西村淳,石橋,栗東,2022103134,1171,パイロ Pyro(米) ,メイショウアズミノ ,ハーツクライ ,0.8920511934176776,3,0.09618524592906885,3,,
13,7,14,ホウショウマリス,牝3,55.0,武豊,河内,栗東,2022103047,666,ドレフォン Drefong(米) ,アグネスダリム ,ゴールドアリュール ,-1.124767061196414,13,-0.5437493935801297,13,,
14,8,15,オメガショータイム,牡3,57.0,坂井,松永幹,栗東,2022106537,1163,レイデオロ ,ファミーユボヌール ,マンハッタンカフェ ,0.02022627309266674,10,-0.18044402635509896,10,,
15,8,16,モズケイスター,牡3,57.0,池添,高柳大,栗東,2022102127,1032,モズアスコット ,モズレディーモー ,Uncle Mo (米) ,0.6140568044951153,6,0.007977873423518148,6,,
