,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ルセルマンダムール,牡3,57.0,西村淳,松永幹,栗東,2022105726,1171,アドマイヤマーズ ,メダリアダムール Medaglia d'Amour(米) ,Medaglia d'Oro ,0.8961940164836514,9,0.026917252985622746,9,,
1,1,2,ジーティーアメリカ,牡3,57.0,藤岡佑介,吉岡,栗東,2022104654,1093,サートゥルナーリア ,ウィキッドリーパーフェクト Wickedly Perfect(米) ,Congrats (米) ,1.5415015614641425,4,0.19699555236638686,4,,
2,2,3,エイユーファイヤー,牡3,57.0,中井,森田,栗東,2022102710,1141,ナダル Nadal(米) ,ノーブルサンズ ,ゴールドアリュール ,0.13966178894821638,12,-0.17247560346991123,12,,
3,2,4,ロングロングロング,牡3,54.0,川端海翼,角田,栗東,2022103916,1195,ルヴァンスレーヴ ,ホザンナ ,ダイワメジャー ,-0.6527313300494803,15,-0.38132001443092367,15,,
4,3,5,ハルフロンティア,牡3,57.0,松山,池添,栗東,2022104724,1126,レイデオロ ,カンデラ ,ダイワメジャー ,1.380039713194307,6,0.15444040671186207,6,,
5,3,6,フロンティエール,牡3,57.0,団野,池添,栗東,2022105012,1180,キズナ ,ブレステイキングルック Breathtaking Look(英) ,Bated Breath ,1.6412646183589086,2,0.22328926486001843,2,,
6,4,7,テルアスワッド,牡3,57.0,坂井,須貝,栗東,2022105486,1163,ブリックスアンドモルタル Bricks and Mortar(米) ,ブルックデイル ,キングカメハメハ ,1.636969588892739,3,0.2221572599530891,3,,
7,4,8,タイセイルシエル,牡3,57.0,国分優,松下,栗東,2022103281,1125,レイデオロ ,アヴェクトワ ,チチカステナンゴ Chichicastenango(仏) ,0.6453494214016842,10,-0.0391957538624332,10,,
8,5,9,メイショウスゴウデ,牡3,57.0,高倉,渡辺,栗東,2022102548,1130,ダノンレジェンド ,プラッキーエリーナ ,マヤノトップガン ,-0.2973987444811889,13,-0.2876679839562887,13,,
9,5,10,パワーアイガー,牡3,56.0,☆田口,大橋,栗東,2022101585,1208,ノーブルミッション Noble Mission(英) ,マヤブリリアント ,メイショウボーラー ,1.5136288276687413,5,0.18964936960455678,5,,
10,6,11,オーレアミスト,牡3,57.0,武豊,友道,栗東,2022104841,666,ゴールドドリーム ,ジンジャーミスト ,Bernardini (米) ,1.2669420945836376,7,0.1246322155835553,7,,
11,6,12,ジョウショーポプリ,牝3,54.0,☆松本,新谷,栗東,2022100838,1191,バゴ Bago(仏) ,ラクリモーサ ,ウォーエンブレム War Emblem(米) ,0.3371507944736599,11,-0.12042508202872582,11,,
12,7,13,アファリン,牝3,55.0,鮫島駿,新谷,栗東,2022110065,1157,Justify (米) ,Rusty Slipper ,Lemon Drop Kid ,1.6778969798691326,1,0.23294414925804385,1,,
13,7,14,ランドプリメーロ,牡3,57.0,幸,安達,栗東,2022106735,732,Saxon Warrior (安平町) ,バーベードス Barbados(仏) ,Dalakhani ,1.069651293085787,8,0.07263393311618271,8,,
14,8,15,サンズ,牡3,57.0,川又,牧田,栗東,2022103378,1166,アメリカンペイトリオット ,パンジェンシー ,フレンチデピュティ French Deputy(米) ,-0.5200710515957633,14,-0.3463558570608608,14,,
15,8,16,タガノビギニング,牡3,55.0,△吉村,中村,栗東,2022106565,1216,レーヴミストラル ,タガノミューチャン ,ハーツクライ ,-1.4048091590975567,16,-0.5795388624227613,16,,
