,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ホウオウラスカーズ,牝7,52.0,木幡巧,高木,美浦,2018103535,01162,ディープインパクト  ,ビーコンターン  Beacon Tarn(英)  ,Shamardal  (米)  ,-0.41425069822145794,10
1,1,2,アスコルティアーモ,牝5,53.0,津村,林,美浦,2020103195,01092,キタサンブラック  ,アスコルティ  ,Danehill Dancer  (愛)  ,0.08327207097798492,7
2,2,3,ドロップオブライト,牝6,56.0,松若,福永,栗東,2019105806,01154,トーセンラー  ,プレシャスドロップ  ,フレンチデピュティ  French Deputy(米)  ,0.3867001251807711,5
3,2,4,ダイシンヤマト,牡5,56.0,岩田康,戸田,美浦,2020101967,05203,ヤマカツエース  ,ダイシンパーティー  ,ブライアンズタイム  Brian's Time(米)  ,1.1379608281791989,2
4,3,5,ニシノスーベニア,牡6,56.0,大野,上原博,美浦,2019101408,01096,ハービンジャー  Harbinger(英)  ,リップル  ,アグネスタキオン  ,1.649153249380007,1
5,3,6,アサヒ,牡6,54.0,菊沢,金成,美浦,2019105482,01161,カレンブラックヒル  ,ライクザウインド  ,デインヒル  Danehill(米)  ,-1.264698215148111,14
6,4,7,コントラポスト,牡5,56.0,丸山元気,菊沢,美浦,2020102740,01127,ルーラーシップ  ,アカンサス  ,フジキセキ  ,-0.241473012579181,9
7,4,8,シヴァース,牡4,56.0,内田博,友道,栗東,2021105423,00422,モーリス  ,ヴィブロス  ,ディープインパクト  ,0.5882453281640897,4
8,5,9,ジューンオレンジ,牝5,54.0,富田,長谷川,栗東,2020100909,01168,ジャスタウェイ  ,アドマイヤサブリナ  ,シンボリクリスエス  ,0.08461543083782266,6
9,5,10,カラマティアノス,牡3,55.0,石川,奥村武,美浦,2022104896,01150,レイデオロ  ,ダンサール  ,ハーツクライ  ,0.025318389363706745,8
10,6,11,エリカエクスプレス,牝3,54.0,戸崎圭,杉山晴,栗東,2022103205,05386,エピファネイア  ,エンタイスド  Enticed(愛)  ,Galileo  (愛)  ,-1.3601818618674208,15
11,6,12,キタウイング,牝5,51.0,丸田,小島,美浦,2020106967,01117,ダノンバラード  ,キタノリツメイ  ,アイルハヴアナザー  I'll Have Another(米)  ,0.6271208660341595,3
12,7,13,ムーンプローブ,牝5,50.0,横山琉,宮地,栗東,2020102564,01192,モーリス  ,スマイリングムーン  ,フジキセキ  ,-2.2506889190454142,16
13,7,14,タイムトゥヘヴン,牡7,56.5,柴田善,戸田,美浦,2018100184,00641,ロードカナロア  ,キストゥヘヴン  ,アドマイヤベガ  ,-0.7322666446382992,11
14,8,15,タシット,牡6,56.0,菅原明,中川,美浦,2019106335,01179,ブラックタイド  ,サトノラミア  ,ブライアンズタイム  Brian's Time(米)  ,-1.085112140807042,13
15,8,16,タガノエルピーダ,牝4,54.0,団野,斉藤崇,栗東,2021106550,01180,キズナ  ,タガノレヴェントン  ,キングカメハメハ  ,-0.7381023055033477,12
