,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ガラク,牝3,53.0,荻野極,伊坂,美浦,2022104093,01160,ディーマジェスティ  ,サクラメジャー  ,ダイワメジャー  ,-3.9310068515315444,11
1,2,2,ゴーゴータカシ,牡3,55.0,岩田康,武井,美浦,2022102135,05203,モーリス  ,ビップベリンダ  ,ハーツクライ  ,2.0793365234048142,1
2,3,3,ニシノコマチムスメ,牝4,56.0,杉原,松山,美浦,2021107253,01135,ルーラーシップ  ,ニシノハナムスメ  ,ディープインパクト  ,-0.9718303263710761,6
3,4,4,クラウドセイル,牡5,58.0,石川,堀内,美浦,2020102552,01150,シルバーステート  ,クリッパールート  ,シンボリクリスエス  ,-3.6256749387560454,10
4,5,5,レッドアーバイン,牡5,58.0,武藤,手塚久,美浦,2020110123,01169,Kingman  (英)  ,Speedy Boarding  ,Shamardal  (米)  ,-2.7657308700855703,8
5,6,6,シャドウメテオ,牝3,53.0,戸崎圭,金成,美浦,2022105454,05386,オルフェーヴル  ,パールシャドウ  ,クロフネ  ,0.0918711444103592,3
6,6,7,トレベルオール,牡4,58.0,大野,辻,美浦,2021102203,01096,オルフェーヴル  ,トレサンセール  ,Rip Van Winkle  (愛)  ,-2.1097462332681522,7
7,7,8,プリムツァール,牝3,53.0,津村,蛯名正,美浦,2022105501,01092,イスラボニータ  ,プレミアステップス  Premier Steps(愛)  ,Footstepsinthesand  (英)  ,-3.3726565357903184,9
8,7,9,イージーブリージー,牝4,56.0,菊沢,伊坂,美浦,2021105035,01161,トーセンラー  ,コージーロージー  Cozi Rosie(米)  ,Pleasantly Perfect  (米)  ,-0.5450692808807033,5
9,8,10,レイヤードレッド,牡3,55.0,嶋田,手塚久,美浦,2022103310,01134,フィエールマン  ,エキナシア  ,スニッツェル  Snitzel(豪)  ,1.2476356740645944,2
10,8,11,ジャスティンガルフ,牡4,58.0,菅原明,茶木,栗東,2021103255,01179,エピファネイア  ,ポールポジションII  Pole Position(英)  ,Pivotal  ,-0.34786364438667283,4
