,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ヒロノビックバン,牡3,56.0,▲土田,蛯名利,428(0),美浦,2022106482,01198,トゥザワールド,サツキユニヴァース,ネオユニヴァース
1,2,2,トーアマリシテン,セ4,60.0,石神深,小島,456(+8),美浦,2021105335,01059,ビーチパトロール,トーアヒミコ,クロフネ
2,3,3,テーオーリカード,セ5,60.0,小野寺,高柳大,486(-2),栗東,2020106884,01123,パイロ,ナナイロボタン,ネオユニヴァース
3,4,4,シュハリ,牡5,60.0,大江圭,粕谷,466(+8),美浦,2020105031,01120,カレンブラックヒル,キシャリ,Kris
4,5,5,アスクオンディープ,セ6,60.0,小牧加,前川,492(+2),栗東,2019101612,01196,ディープインパクト,カラズマッチポイント,Curlin
5,6,6,サトノトルネード,牡5,60.0,上野,国枝,524(-8),美浦,2020103463,01087,ハーツクライ,タイタンクイーン,Tiznow
6,6,7,ナックエルドラド,牡3,58.0,江田勇,小野,504(+10),美浦,2022106304,01023,マインドユアビスケッツ,エリンズハープ,ネオユニヴァース
7,7,8,スラーヴァ,牡4,57.0,▲坂口,高橋文,498(+14),美浦,2021103916,01211,シャンハイボビー,ポリアフ,キングカメハメハ
8,7,9,ゴールデンルーキー,牡4,60.0,草野,粕谷,482(+4),美浦,2021110146,01113,Catholic Boy,Gold N Shaft,Mineshaft
9,8,10,ディベルティスマン,牡3,58.0,伴,菊沢,516(0),美浦,2022104000,01149,キズナ,レディオブキャメロット,モンジュー
10,8,11,コパノヴィンセント,牡3,58.0,難波剛健,上原博,564(+10),美浦,2022107047,01066,コパノリッキー,ヴェアリアスローズ,スターリングローズ
