,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クールフィールド,牝2,55.0,石橋脩,矢野,440(0),美浦,2023100280,01077,フォーウィールドライブ  Four Wheel Drive(米)  ,クールユリア  ,ケイムホーム  Came Home(米)  ,-3.4183836492400808,13
1,1,2,ラブデウザ,牝2,52.0,▲水沼,加藤和,396(+6),美浦,2023109094,01201,リアルスティール  ,ボンニデー  ,キングカメハメハ  ,1.0610537289875481,2
2,2,3,フロリスタン,牝2,55.0,原田和,松山,480(+4),美浦,2023109013,01143,スマートファルコン  ,ベルモントエルメス  ,ティンバーカントリー  Timber Country(米)  ,-2.0364623645730213,6
3,2,4,ルーナディサングエ,牡2,56.0,菅原隆,天間,452(-2),美浦,2023103013,01129,リアルスティール  ,ブラッディムーン  ,アドマイヤムーン  ,0.8503426404490937,3
4,3,5,コパノカーター,牡2,56.0,杉原,大和田,486(+6),美浦,2023102321,01135,タニノフランケル  ,スパイオブラヴ  ,フレンチデピュティ  French Deputy(米)  ,-2.5834094584095495,10
5,3,6,ファストワーカー,牝2,55.0,丹内,伊藤大,498(+2),美浦,2023100239,01091,ニューイヤーズデイ  ,エバーシャイニング  ,ゼンノロブロイ  ,0.6667737643233546,4
6,4,7,マリンディーゼル,牡2,56.0,岩部,南田,514(-4),美浦,2023102158,00726,マクフィ  Makfi(英)  ,ゲッカビジン  ,ヨハネスブルグ  Johannesburg(米)  ,-3.055156171025449,12
7,4,8,ツァレヴナ,牝2,55.0,佐々木,野中,450(-12),栗東,2023105677,01197,フィレンツェファイア  ,ミティル  ,Verrazano  ,-2.3924257093065115,7
8,5,9,サトミノアカリ,牝2,52.0,▲小林美,鈴木伸,474(0),美浦,2023103139,01206,シャンハイボビー  Shanghai Bobby(米)  ,デヒアバーズ  ,デヒア  Dehere(米)  ,-2.7588332430218316,11
9,5,10,イーアンベ,牡2,56.0,吉田隼,和田雄,464(-2),美浦,2023100461,01095,アジアエクスプレス  ,オーネットサクセス  ,アドマイヤボス  ,0.033046434492073964,5
10,6,11,ビップムーラン,牝2,55.0,戸崎圭,田島,460(-6),美浦,2023100095,05386,アルアイン  ,ココナッツパルム  ,フレンチデピュティ  French Deputy(米)  ,-2.408056921464196,8
11,6,12,カンタベリービーム,牡2,56.0,小林凌,石栗,436(+4),美浦,2023101471,01177,エポカドーロ  ,ライジングネクスト  ,マイネルセレクト  ,1.065037497312567,1
12,7,13,トモエナゲ,牡2,56.0,小林脩,青木,464(0),美浦,2023105542,01183,ベストウォーリア  ,キョウモバライロ  ,フリオーソ  ,-3.8745070690332497,16
13,7,14,アイファーローレル,牝2,52.0,▲石田,根本,426(+14),美浦,2023100075,01203,サンライズソア  ,アイファーアピール  ,シルポート  ,-2.459598942645737,9
14,8,15,シーキングザバース,牝2,52.0,▲遠藤,村田,448(+16),美浦,2023109091,01218,ビッグアーサー  ,シーキングオアシス  ,Seeking the Gold  ,-3.5385199244765597,14
15,8,16,マジッククッキー,牡2,53.0,▲上里,加藤士,486(+4),美浦,2023105092,01217,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ジョリーアップ  ,バトルプラン  Battle Plan(米)  ,-3.672314780711382,15
