,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カーラデマドレ,牝3,54.0,ルメール,宮田,482(+8),美浦,2022104912,05339,ドレフォン  Drefong(米)  ,ディアデラマドレ  ,キングカメハメハ  ,-0.9757691772413617,11
1,1,2,グランコネクシオン,牝4,54.0,△長浜,畠山,448(+8),美浦,2021105123,01214,ハーツクライ  ,チャリティーライン  Charity Line(愛)  ,Manduro  (独)  ,-0.8644713705409038,10
2,2,3,エーデル,牝4,56.0,丹内,金成,468(+6),美浦,2021105321,01091,デクラレーションオブウォー  ,ブルザンインディゴ  ,フジキセキ  ,-1.5449483171423057,13
3,2,4,ラヴアンドライク,牝3,54.0,原,稲垣,490(+20),美浦,2022104570,01184,カリフォルニアクローム  California Chrome(米)  ,レッドエレノア  ,ハーツクライ  ,-0.44259931906816374,6
4,3,5,ラルガメンテ,牝3,54.0,内田博,尾関,462(+12),美浦,2022105982,00422,ドゥラメンテ  ,メジロツボネ  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-0.5342431535222244,8
5,3,6,ミランカ,牝4,56.0,菊沢,岩戸,462(-2),美浦,2021101002,01161,ホッコータルマエ  ,スリーサンハーツ  ,ハーツクライ  ,-1.2321925329944778,12
6,4,7,スペシャリスト,牝5,56.0,横山琉,高橋文,474(0),美浦,2020101572,01192,ヘニーヒューズ  Henny Hughes(米)  ,スペシャルピース  ,スペシャルウィーク  ,-2.3177378653409644,14
7,4,8,フイノマジワリ,牝4,56.0,木幡初,竹内,448(+8),美浦,2021101415,01153,ジャスタウェイ  ,ターキー  ,Sinndar  (愛)  ,-0.7579068819333543,9
8,5,9,メリーサウンド,牝3,54.0,三浦,小笠,458(+12),美浦,2022105516,01122,オルフェーヴル  ,マサノミネルバ  ,ラムタラ  Lammtarra(米)  ,0.19909306563579796,2
9,5,10,ノンスタンダルド,牝3,54.0,戸崎圭,嘉藤,498(-4),美浦,2022103511,05386,ナダル  Nadal(米)  ,クレーデリンテ  ,ダイワメジャー  ,-0.3605701274895877,5
10,6,11,ノーブルノワール,牝3,54.0,石川,林,446(-2),美浦,2022106542,01150,リオンディーズ  ,テルヌーラ  ,ディープインパクト  ,-2.6459797774177005,15
11,6,12,タマモカンパネラ,牝3,50.0,★谷原,伊藤圭,510(+12),美浦,2022104512,01219,ナダル  Nadal(米)  ,タマモボレロ  ,ハーツクライ  ,-0.13126954013417583,3
12,7,13,エポカスピーガ,牝3,54.0,松岡,田中剛,492(+10),美浦,2022101532,01085,エポカドーロ  ,インドリヤ  Indriya(米)  ,Stormy Atlantic  ,-0.48831666428498544,7
13,7,14,コルヴィル,牝4,56.0,黛,柄崎,494(+4),美浦,2021104511,01109,Omaha Beach  (米)  ,ティザチック  Tiz a Chick(米)  ,Tiznow  ,-2.79623981122651,16
14,8,15,パイシャオピン,牝3,54.0,横山武,鈴木伸,466(+6),美浦,2022103371,01170,ホッコータルマエ  ,パイクーニャン  ,フレンチデピュティ  French Deputy(米)  ,-0.19947785906095827,4
15,8,16,ラーナローザ,牝3,54.0,荻野極,畠山,502(0),美浦,2022102785,01160,ドレフォン  Drefong(米)  ,ラーナアズーラ  ,パイロ  Pyro(米)  ,0.4339676698571044,1
