,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,トーセンクリステル,牝2,55.0,木幡巧,杉浦,美浦,2023105359,01162,ダイワメジャー  ,マローネメタリコ  ,ヘニーヒューズ  Henny Hughes(米)  ,-2.0513575491052114,7
1,2,2,ニシノガンリキ,牡2,55.0,服部茂,杉浦,美浦,2023104598,05286,インディチャンプ  ,アイチャン  Ai Chan(愛)  ,Dream Ahead  ,-1.0155025341946067,4
2,3,3,マーゴットミスト,牡2,55.0,鮫島駿,杉山佳,栗東,2023101632,01157,ビッグアーサー  ,フジワンキララ  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-1.5896304397408045,5
3,4,4,ココソラーレ,牝2,53.0,△鷲頭,天間,美浦,2023109031,01202,セイウンコウセイ  ,ニシノプレジール  ,オルフェーヴル  ,0.22559963685328088,1
4,5,5,ハチハチローズ,牝2,52.0,▲橋木,松永康,美浦,2023103000,01215,ルヴァンスレーヴ  ,レッドモアナ  ,ジャスタウェイ  ,0.011965338597837612,2
5,6,6,マスキュラー,牡2,55.0,松岡,高橋一,栗東,2023100688,01085,トゥザワールド  ,メジロカトリーヌ  ,メジロライアン  ,-0.17736025607371184,3
6,7,7,サンタカリス,牝2,55.0,古川吉,秋山,栗東,2023100986,01015,マテラスカイ  ,センターグランタス  ,アグネスタキオン  ,-2.6949539151980573,8
7,7,8,ウチュウノセカイ,牡2,55.0,丹内,青木,美浦,2023106665,01091,タワーオブロンドン  ,リッチクレマチス  ,ローレルゲレイロ  ,-2.019599801665892,6
8,8,9,ライトアズフェザー,牝2,52.0,▲柴田裕,千葉,美浦,2023106063,01212,アルアイン  ,ベッラヴォルタ  ,ヴィクトワールピサ  ,-6.02609288776744,10
9,8,10,ハルヒメ,牝2,52.0,▲小林美,矢嶋,美浦,2023103400,01206,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ゴルトキルシェ  ,ステイゴールド  ,-4.146081660014846,9
