,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウインネモフィラ,牝5,56.0,木幡巧,奥平,美浦,2020105205,01162,ゴールドシップ  ,コスモネモシン  ,ゼンノロブロイ  ,1.9108395259093862,2
1,2,2,シュバルツマサムネ,牡3,55.0,北村友,杉山佳,栗東,2022104887,01102,マインドユアビスケッツ  Mind Your Biscuits(米)  ,タンザニアブラック  ,モーリス  ,-2.515658503892317,7
2,3,3,ウォーターハウス,セ5,58.0,鷲頭,井上,栗東,2020102664,01202,ロードカナロア  ,ショウナンパンドラ  ,ディープインパクト  ,-3.904383969125748,13
3,3,4,フィーリウス,牡3,55.0,丹内,手塚久,美浦,2022105175,01091,キタサンブラック  ,レーヴドゥラメール  ,ロードカナロア  ,-4.09387054859094,14
4,4,5,パープルクラウド,牡5,58.0,川又,吉村,栗東,2020104553,01166,ドゥラメンテ  ,パープル  Purple(愛)  ,Galileo  (愛)  ,-2.7357966084483767,8
5,4,6,ウインマクシマム,牡4,58.0,松岡,畠山,美浦,2021106211,01085,キタサンブラック  ,コスモアクセス  ,ロージズインメイ  Roses in May(米)  ,-3.2561519728481425,10
6,5,7,レクスノヴァス,牡3,55.0,横山和,上村,栗東,2022107282,01140,キタサンブラック  ,ウルティマミューズ  ,キングカメハメハ  ,-3.0914815354866008,9
7,5,8,ヴァイザーバルコ,セ5,58.0,古川吉,水野,美浦,2020106694,01015,ゴールドシップ  ,カレイメモワール  ,アドマイヤムーン  ,-3.380719810229969,11
8,6,9,アルベリック,牡4,58.0,柴田裕,中竹,栗東,2021101554,01212,エイシンヒカリ  ,エイシンウィキ  ,キングカメハメハ  ,-1.9966789983333184,5
9,6,10,シテフローラル,セ7,58.0,キング,堀,美浦,2018105086,05643,ディープインパクト  ,ジョコンダII  Jioconda(愛)  ,Rossini  ,1.0345072563498614,3
10,7,11,ナチュラルリバー,牡5,58.0,斎藤,宮地,栗東,2020102559,01178,ルーラーシップ  ,シナノネージュ  ,フレンチデピュティ  French Deputy(米)  ,-2.3297536370235563,6
11,7,12,レイピカケ,牝4,56.0,藤岡佑,野中,栗東,2021106904,01093,ハービンジャー  Harbinger(英)  ,シンデレラ  ,ハーツクライ  ,2.935754910755969,1
12,8,13,ダンツファイター,牡3,55.0,武豊,蛯名正,美浦,2022102982,00666,ニューイヤーズデイ  ,ダブルファンタジー  ,ジャイアントレッカー  Giant Wrecker(米)  ,-3.6304808451903656,12
13,8,14,ライフセービング,牡4,58.0,鮫島駿,宮,栗東,2021105285,01157,ビーチパトロール  Beach Patrol(米)  ,レインダンス  ,ダンスインザダーク  ,-0.01242142855481556,4
