,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,コンヴィヴィアル,牡2,55.0,池添,河嶋,,22.6,9,栗東,2024108223,1032,Charlatan,London Mist,Afleet Alex,0.7932536911894733,4,-0.0179564212870377,14,-0.9448213578834184,16,-0.077872104904232,4,0.0700153530379667,0.092109976666075
1,1,2,メイショウラリマー,牡2,55.0,太宰,本田,,15.0,6,栗東,2024102532,1037,ビッグアーサー,アクアブルーハート,エンパイアメーカー,0.182137378842018,6,-0.0012064770602329,10,-0.2268783256917809,10,-0.1257141718298492,5,0.0667445389325217,0.0667797330829044
2,2,3,プライムウィザード,牡2,55.0,国分恭,中尾,,45.2,15,栗東,2024102623,1124,チュウワウィザード,サウンドウェーブ,シンボリクリスエス,-0.6995870211907699,11,0.0038498082746363,9,-0.3837423707217144,13,-0.1866833584197396,8,0.0627967483079988,0.0294616469483401
3,2,4,オメガマサヤ,牡2,55.0,斎藤,安田,,13.3,5,栗東,2024105905,1178,オメガパフューム,スターズバース,タートルボウル,-0.9303962087668556,16,-0.0295273843242156,16,-0.7699586432537631,15,-0.2980823731772653,13,0.0561768235133301,0.0252793942269669
4,3,5,サンライズブレイド,牡2,53.0,△柴田裕,羽月,,36.1,13,栗東,2024101204,1212,イスラボニータ,オーパスメーカー,エンパイアメーカー,-0.9050445119395036,14,-0.0140876858819808,13,-0.042343825136992,6,-0.1535298320966173,6,0.0649135782543447,0.0177291326768772
5,3,6,ハレムスビ,牡2,53.0,◇今村,寺島,,6.1,2,栗東,2024101736,1193,ダノンレジェンド,オムスビ,オレハマッテルゼ,0.1861749236244378,5,0.0182393249784064,6,-0.1955968357612151,9,-0.1578963174802168,7,0.0646307519914397,0.0690824824995563
6,4,7,アメリカンステラ,牡2,55.0,川田,中内田,,16.4,7,栗東,2024108309,1088,Into Mischief,Victim of Love,Speightstown,2.360920655256464,1,-0.0191489633420863,15,-0.2706254868570363,11,-0.0505870194547479,3,0.0719520289632177,0.1635422034683373
7,4,8,ロードスピアヘッド,牡2,54.0,☆田山,清水久,,7.2,3,栗東,2024105272,1220,ロードカナロア,アルセナーレ,クロフネ,1.0599531710537524,3,0.0228054404672451,4,-0.1668901732101012,8,-0.2301163791757697,10,0.0601276782926987,0.1144795424278361
8,5,9,メイショウシガニー,牝2,55.0,角田和,角田,,24.1,10,栗東,2024102301,1186,モーリス,メイショウタチマチ,スペシャルウィーク,-0.2907213865446258,9,0.0221559896654424,5,0.581087450959653,4,-0.2318284037939012,11,0.0600248262949284,0.051369025448388
9,5,10,スペクトリオン,牡2,55.0,西塚,茶木,,51.6,16,栗東,2024104196,1200,デクラレーションオブウォー,アマービレ,キズナ,-0.9143741540321502,15,-0.0016231579203061,11,-0.3329466377829987,12,-0.1911526900933985,9,0.0625167150586554,0.0196893561915197
10,6,11,イグニアスロック,牡2,55.0,吉村,新谷,,18.0,8,栗東,2024106244,1216,マインドユアビスケッツ,オージャイト,キングカメハメハ,-0.8403036057832541,13,0.0147519165368225,7,0.6830305097043083,3,-0.2380154942407776,12,0.0596545937776627,0.0260180778245082
11,6,12,ファーストステイト,牝2,55.0,北村友,坂口,,2.8,1,栗東,2024106740,1102,オルフェーヴル,レディデラウェア,アメリカンファラオ,-0.046305529519991,7,0.0260556610970358,3,-0.1523361706278519,7,-0.6538829943799234,16,0.0393581731658778,0.0834746663536305
12,7,13,テムスターオー,牡2,55.0,Ｍデムーロ,小椋,,25.8,11,栗東,2024104923,5212,シニスターミニスター,アラピンタ,Medicean,1.6384860199946674,2,0.0286460560397693,1,0.7140081072605396,2,-0.3509520163410083,14,0.0532839220555857,0.1483994068508987
13,7,14,ノヴァアクレイム,牡2,55.0,松本,中竹,,30.1,12,栗東,2024108210,1191,Practical Joke,Nicole H,Mr. Greeley,-0.1184323636553036,8,0.0142234527385587,8,-0.5393238691370145,14,0.1333214520471362,1,0.0864795616110282,0.0329776459668663
14,8,15,ツーエムブレード,牡2,55.0,松若,東田,,36.1,14,栗東,2024105672,1154,デクラレーションオブウォー,アルマユディト,ヨハネスブルグ,-0.6517111275359481,10,-0.0120493675827071,12,0.5408287617329441,5,-0.0253342012417376,2,0.0737921568915485,0.0207068939791951
15,8,16,ヤマニンガルブ,牡2,55.0,田口,前川,,12.0,4,栗東,2024103428,1208,ルヴァンスレーヴ,ヤマニンヌヌース,ディープインパクト,-0.8240499309924105,12,0.0268553736636574,2,0.7293398164084037,1,-0.4651719156359892,15,0.0475325498511945,0.0389008153880996
