,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ドナチャージ,牝2,55.0,杉原,栗田,,16.4,7,美浦,2024101353,1135,ウィルテイクチャージ,ドナルチア,Malibu Moon,-0.2081347406451526,5,-0.153588020412154,8,0.0235372610111741,4,-0.8012865838376425,7,0.0404549119968652,0.0527117360940838
1,1,2,エコロブラン,牝2,55.0,津村,中舘,,4.6,2,美浦,2024105831,1092,ミスチヴィアスアレックス,グラッブユアダイヤ,ゴールドアリュール,0.763659564672709,4,0.2238451088291015,3,0.0235372610111741,4,0.1619536888218148,4,0.10599886034404,0.1357997268864533
2,2,3,リングスター,牝2,53.0,△石田,秋本,,72.9,13,美浦,2024102009,1203,カリフォルニアクローム,シェンクリング,パイロ,-0.7075859293517626,14,-0.2492933164169219,9,-0.063180055197421,14,-2.461094186470792,15,0.007693535780821,0.0090841087146266
3,2,4,ノーブルミント,牝2,55.0,木幡初,粕谷,,7.8,5,美浦,2024100566,1153,デクラレーションオブウォー,パルメ,ハーツクライ,-0.4538308031376325,9,-0.4513151267409774,12,0.0235372610111741,4,-1.5311869552418662,10,0.0194975281991913,0.0360909184067601
4,3,5,プリンセスロッティ,牝2,52.0,▲佐藤,伊藤圭,,24.3,9,美浦,2024107347,1207,タワーオブロンドン,プリンセスプリンセス,ディスクリートキャット,-0.4820158131905103,10,-0.6628936813255941,15,0.0097692152845303,9,-1.2342052888227055,9,0.0262395906818255,0.0250380746446898
5,3,6,ニシノドリーマー,牝2,55.0,野中,竹内,--,999.9,16,美浦,2024105198,1158,ゴールドドリーム,モクレン,Galileo,-0.6830752328075889,13,-0.3061926794479184,11,-0.063180055197421,14,-2.3451945943532366,14,0.0086389414626034,0.0118875131844224
6,4,7,マリノエスプレッソ,牝2,55.0,田辺,村田,,5.1,3,美浦,2024100292,1075,マテラスカイ,マリノエクスプレス,フリオーソ,1.2131023185306886,3,0.3973861907969263,2,0.0235372610111741,4,0.8944886557526563,1,0.2205144684998967,0.090024538048323
7,4,8,ベアベルヴォワ,牝2,52.0,▲遠藤,杉浦,,51.0,10,美浦,2024107164,1218,ニューイヤーズデイ,ベルヴォワ,ディープインパクト,-0.7629767619071985,16,-0.1170000110049611,6,-0.063180055197421,14,-3.3668918498306706,16,0.0031098758442475,0.0051959687978604
8,5,9,ノヴァフォルス,牝2,52.0,▲上里,本間,,127.6,15,美浦,2024103281,1217,スマートファルコン,ジェントルフォース,ルーラーシップ,-0.7284410882284269,15,-0.0732406949518793,5,-0.063180055197421,14,-2.3317931768342173,13,0.0087554947694404,0.0048324390146566
9,5,10,アオイスミレ,牝2,55.0,鮫島駿,加藤征,,22.1,8,美浦,2024106414,1157,アルバート,スミレ,ダイワメジャー,-0.4456904506606362,8,-0.5037158350499717,13,0.0097692152845303,9,-1.0446244841323626,8,0.0317169161051081,0.0251165639068988
10,6,11,ジェミニディウ,牝2,55.0,丹内,伊藤圭,,5.2,4,美浦,2024101513,1091,マジェスティックウォリアー,ハッピーウェーブ,ゴールドアリュール,1.7666134362636692,2,0.0644600478260782,4,0.0235372610111741,4,0.7153577247980344,3,0.18434930940389,0.2108469443763354
11,6,12,ノーブルパラス,牝2,55.0,菊沢,上原博,,63.8,12,美浦,2024102707,1161,ルーラーシップ,シャインオンアテナ,ディープブリランテ,-0.258755304685318,7,-0.2987165140225331,10,0.0235372610111741,4,-0.5838019623712161,6,0.0502832837767673,0.0351411573960559
12,7,13,ワレモコウ,牝2,55.0,岩田望,小笠,,4.5,1,美浦,2024102061,1174,タワーオブロンドン,アンナトルテ,エンパイアメーカー,2.4796201194877354,1,0.5463762949388868,1,0.0235372610111741,4,0.8336573602877582,2,0.2075001399335112,0.296747551344472
13,7,14,ウマッター,牝2,52.0,▲水沼,加藤和,,72.9,14,美浦,2024103928,1201,カレンブラックヒル,ジェットフォイル,タイムパラドックス,-0.6375525983811624,12,-0.1475516228717986,7,-0.0032870386899464,11,-1.8773197165191795,12,0.0137929133822812,0.0136960408312833
14,8,15,シュネルアステリア,牝2,55.0,木幡巧,牧,,56.7,11,美浦,2024106790,1162,アメリカンペイトリオット,バアゼルザウバー,シンボリクリスエス,-0.6231601780862833,11,-0.8076422816322563,16,-0.0032870386899464,11,-1.674681885420784,11,0.0168911998663409,0.0127990157928126
15,8,16,パルセノスミハ,牝2,55.0,佐々木,菊川,,14.5,6,美浦,2024104736,1197,ヘニーヒューズ,リニューワブル,Bernardini,-0.2317765378731308,6,-0.6460036441978546,14,0.0235372610111741,4,-0.5021181074356114,5,0.0545630299531697,0.0349877025602652
