,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ダンツシタン,牡3,55.0,太宰,本田,,12.4,3,栗東,2023104848,1037,パイロ,マリスレーン,ストリートセンス,1.011103088636488,3,-0.0012061814104227,7,-0.2180854346449737,4,-0.203025470824502,2,0.0955471916448169,0.1507538856915159
1,2,2,ゴッドエスパーダ,牡4,58.0,角田和,角田,,16.3,4,栗東,2022106186,1186,レイデオロ,キョウワゼノビア,ハーツクライ,0.5238184232129122,4,-0.0247974901489535,10,-0.8793139432114889,12,-0.2394873804817389,4,0.0921261072215841,0.1157964629224687
2,3,3,リアライズグリント,牡3,55.0,北村友,矢作,,34.5,6,栗東,2023103720,1102,キタサンブラック,マドラスチェック,Malibu Moon,0.418712432416198,5,-0.0089747772098086,8,-0.6638589003290729,10,-0.2606941727564881,5,0.0901929781836135,0.1094514512554841
3,4,4,ラフエイジアン,セ6,58.0,田口,中舘,,69.1,11,美浦,2020104738,1208,アジアエクスプレス,アラピンタ,Medicean,-0.9249264814289062,11,0.0100889694392445,5,-0.5767810294057372,8,-0.3538268345430176,7,0.0821723536389094,0.0116471660957002
4,5,5,ジャイアンバローズ,牡3,55.0,川田,池江,,21.4,5,栗東,2023100922,1088,クリソベリル,サトノアイビス,Bodemeister,1.0521229970550672,2,-0.0104395557548975,9,-0.2689470075852843,5,-0.091182165662595,1,0.1068540178683386,0.1426777846723275
5,5,6,マテンロウブレイブ,牡4,58.0,横山典,高橋亮,,5.3,2,栗東,2022105021,660,ナダル,プリモンディアル,ディープインパクト,0.365420128163112,6,0.0083939085785308,6,-0.7778992826262009,11,-0.3849953234688577,8,0.0796506682489061,0.1157964629224687
6,6,7,バッケンレコード,牡4,58.0,川須,秋山,,77.8,12,栗東,2022102516,1128,オルフェーヴル,ホウショウアマネ,Unbridled's Song,-0.892235686521066,10,-0.0537437884329726,12,-0.6483557357543546,9,-0.5560593031108333,10,0.0671270066423656,0.029267237881503
7,6,8,メイショウコガシラ,牡6,58.0,高倉,本田,,47.8,9,栗東,2020100979,1130,メイショウボーラー,マイラッキー,Elusive Quality,-0.7201067962677524,7,0.0201085974197325,2,-0.0978427105783607,1,-0.2091840203062593,3,0.0949605677674256,0.0149905364758918
8,7,9,マンオブザマッチ,牡4,58.0,斎藤,高橋忠,,38.9,8,栗東,2022101677,1178,ファインニードル,パテントジョイ,Pivotal,-0.7685775444102737,8,0.020861887567248,1,-0.44592023791398,7,-0.2629224577497405,6,0.0899922262731303,0.0161413251346471
9,7,10,ショウナンバンライ,牡3,55.0,池添,松下,,1.3,1,栗東,2023107036,1032,オルフェーヴル,シュガーショック,Candy Ride,1.8832012721911149,1,0.0145470493476963,4,-0.1392587122226981,3,-0.4740017349112806,9,0.0728675940918772,0.2421198770197074
10,8,11,ポルポラジール,牡5,58.0,田山,新谷,,34.5,7,栗東,2021102993,1220,シニスターミニスター,タオヤメ,ルーラーシップ,-1.176498569252976,12,0.0192613692403988,3,-0.1159915467001358,2,-0.5859891353515883,11,0.0651476748825572,0.0088580442812088
11,8,12,タマモキャリコ,セ5,58.0,吉村,宮地,,51.8,10,栗東,2021103197,1216,シニスターミニスター,ナーゴナーゴハツエ,ネオユニヴァース,-0.7720332637939145,9,-0.0442792848795361,11,-0.3930565869506572,6,-0.6137875362554673,12,0.0633616135364751,0.0424997656470763
