,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,アマルフィー,牡4,58.0,城戸,荒川,栗東,2021106081,01147,ビーチパトロール Beach Patrol(米) ,テイクザスカイ ,ゴールドアリュール 
1,1,2,サンダーバース,牡4,57.0,☆高杉,高柳大,栗東,2021103582,01213,サンダースノー Thunder Snow(愛) ,エヴォリューション ,リキアイサイレンス 
2,2,3,ピカリ,牝4,56.0,西村淳,森秀,栗東,2021110137,01171,Twirling Candy ,Laudation ,Congrats (米) 
3,2,4,テイエムタリスマ,牡4,58.0,幸,木原,栗東,2021109043,00732,タリスマニック  Talismanic(英)  ,ノンストップ  ,オルフェーヴル  
4,3,5,ゼンカイパイロ,牡4,56.0,△吉村,千田,栗東,2021100337,01216,パイロ Pyro(米) ,ツウカイヤスナム ,カリスタグローリ 
5,3,6,ソーニャシュニク,牝4,53.0,▲今村,武井,美浦,2021106923,01193,サンダースノー Thunder Snow(愛) ,テイルオブゴールド ,オルフェーヴル 
6,4,7,トロピカルヒーロー,牡5,58.0,古川吉,根本,美浦,2020104960,01015,ビッグアーサー ,トロピカルガーデン ,ハイアーゲーム 
7,4,8,タイセイブロウ,牡4,58.0,和田竜,平田,栗東,2021104101,01018,キンシャサノキセキ ,ギブユースマイル ,エンパイアメーカー Empire Maker(米) 
8,5,9,ニホンピロトッティ,牝4,56.0,菱田,緒方,栗東,2021104210,01144,ディスクリートキャット Discreet Cat(米) ,ニホンピロディール ,サイレントディール 
9,5,10,タミゼ,牝4,56.0,荻野琢,平田,栗東,2021100650,01112,リオンディーズ ,フレンチトースト ,フレンチデピュティ French Deputy(米) 
10,6,11,エブライト,牝4,56.0,長岡,橋口,栗東,2021101443,01142,ヘニーヒューズ Henny Hughes(米) ,マートンパーク ,フレンチデピュティ French Deputy(米) 
11,6,12,ロードドミニオン,セ8,58.0,川須,畑端,栗東,2017103656,01128,ロードカナロア ,サウンドオブハート ,アグネスタキオン 
12,7,13,メイショウハッブル,牡4,58.0,浜中,石橋,栗東,2021102550,01115,グレーターロンドン ,メイショウルナ ,スタチューオブリバティ Statue of Liberty(米) 
13,7,14,モーデン,牡7,58.0,水口,藤沢,栗東,2018100442,01133,シニスターミニスター Sinister Minister(米) ,ラッキーマンボ ,スズカマンボ 
14,8,15,サリーピルエット,牡5,58.0,国分優,鈴木伸,美浦,2020100462,01125,Bernardini (米) ,Smoke Signals ,ストリートセンス Street Sense(米) 
15,8,16,エコロネオ,牡4,58.0,団野,森秀,栗東,2021110131,01180,,,
