,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,トーアライデン,牡5,58.0,秋山稔,河嶋,栗東,2020103168,01181,マインドユアビスケッツ Mind Your Biscuits(米) ,ジョーヌダンブル ,アグネスデジタル ,-3.441721376020351,16
1,1,2,ニシノコウフク,牝5,56.0,菊沢,伊藤大,美浦,2020105496,01161,サトノクラウン ,ニシノマメフク ,スペシャルウィーク ,-0.43307336653872325,5
2,2,3,グランドゴールド,牡6,58.0,角田和,羽月,栗東,2019105908,01186,ジャスタウェイ ,グランドウイズダム ,キングカメハメハ ,-0.6064734415848019,6
3,2,4,ウインアクトゥール,牡4,57.0,黛,栗田,美浦,2021107085,01109,ゴールドアクター ,ポートドラルーン ,チチカステナンゴ Chichicastenango(仏) ,-1.8358397935429989,12
4,3,5,マイネルオーシャン,牡4,57.0,杉原,鹿戸,美浦,2021106766,01135,ゴールドシップ ,アメリオラシオン ,ルーラーシップ ,1.3526162282136514,1
5,3,6,サクセスドレーク,牡6,58.0,小沢,野中,栗東,2019101190,01185,ドゥラメンテ ,ビービーバーレル ,パイロ Pyro(米) ,-1.078280897922977,8
6,4,7,キャントウェイト,牡4,57.0,丹内,萱野,美浦,2021102800,01091,ゴールドシップ ,マイネランデブー ,アグネスデジタル ,-1.297703124258175,9
7,4,8,サダムオプシス,牡4,57.0,永島,平田,栗東,2021105474,01187,ルーラーシップ ,カレンオプシス ,サムライハート ,-0.39419903856329414,4
8,5,9,スズカハービン,牡5,58.0,松若,高橋忠,栗東,2020106654,01154,ハービンジャー Harbinger(英) ,スズカローラン ,サンデーサイレンス Sunday Silence(米) ,-1.907265722479774,13
9,5,10,モズマーヴェリック,牡4,57.0,国分恭,牧浦,栗東,2021100225,01124,リアルスティール ,シーソルティキッス ,キングカメハメハ ,-1.3125636504595837,10
10,6,11,クレバーテースト,セ6,58.0,吉田隼,武幸,栗東,2019107025,01095,オルフェーヴル ,クレバースプリント ,サクラバクシンオー ,-0.6465466987443322,7
11,6,12,タイラーテソーロ,牡6,58.0,佐々木,栗田,美浦,2019102384,01197,ゴールドシップ ,ノウ Know(米) ,Street Cry (愛) ,-1.994181009572882,14
12,7,13,フロムナウオン,牡5,58.0,丸山,手塚,美浦,2020103205,01127,モーリス ,アドマイヤキュート ,キングカメハメハ ,0.8393796658634207,2
13,7,14,ビップジーニー,牡4,57.0,荻野極,松下,栗東,2021105812,01160,サトノアラジン ,ムーンライトダンス Moonlight Dance(愛) ,Sinndar (愛) ,-1.796675205401134,11
14,8,15,インテグレイト,牡4,57.0,藤岡佑,四位,栗東,2021107044,01093,キタサンブラック ,エイシンキルデア A Shin Kildare(米) ,Kitten's Joy (米) ,-2.341787441092815,15
15,8,16,イングランドアイズ,牝5,56.0,岩田康,安田,栗東,2020110085,05203,Kingman (英) ,ヌーヴォレコルト ,ハーツクライ ,-0.30010507911228756,3
