,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ベイストラトラ,牡3,56.0,☆高杉,鮫島,栗東,2022102990,01213,ロジャーバローズ ,ハワイアンローズ ,キングカメハメハ 
1,2,2,ノイエムジーク,牡3,57.0,岩田望,須貝,栗東,2022105707,01174,ジャスタウェイ ,ターフェルムジーク ,ノヴェリスト Novellist(愛) 
2,3,3,スーパージョック,牡3,57.0,坂井,佐々木,栗東,2022103733,01163,デクラレーションオブウォー ,イチリュウ ,キングヘイロー 
3,4,4,モズシューター,牡3,57.0,Ｍデムーロ,飯田,栗東,2022102852,05212,モズアスコット ,モズフリムカナイデ ,クロフネ 
4,5,5,ウエスタンレーヴ,牡3,57.0,鮫島駿,矢作,栗東,2022104660,01157,ロードカナロア ,ウエスタンマンデラ ,ネオユニヴァース 
5,5,6,グレートジーンズ,牡3,57.0,菱田,音無,栗東,2022102947,01144,マクフィ Makfi(英) ,アドマイヤカンナ ,ブライアンズタイム Brian's Time(米) 
6,6,7,ブレゲアン,牡3,57.0,田辺,田村,美浦,2022106951,01075,シルバーステート ,アンシャンテルール ,キングヘイロー 
7,6,8,エイユーファイヤー,牡3,57.0,中井,森田,栗東,2022102710,01141,ナダル Nadal(米) ,ノーブルサンズ ,ゴールドアリュール 
8,7,9,ドウジギリ,牡3,57.0,松山,西園正,栗東,2022106891,01126,トランセンド ,スウィートピカンテ ,パイロ Pyro(米) 
9,7,10,ゴールドプレミアム,牡3,57.0,幸,大橋,栗東,2022103447,00732,ゴールドドリーム ,ヤマイチシキブ ,ブライアンズタイム Brian's Time(米) 
10,8,11,トーアグッドラック,牡3,54.0,▲橋木,村山,栗東,2022105906,01215,コパノリッキー ,メイプルキャンディ ,Candy Ride 
11,8,12,アナポリス,牡3,57.0,古川吉,浜田,栗東,2022100049,01015,アメリカンペイトリオット ,オトヒメII Otohime(愛) ,Pivotal 
