,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ラピダリア,牝4,56.0,松山,吉田,栗東,2021100652,01126,マジェスティックウォリアー Majestic Warrior(米) ,ベルクリア ,ヴァーミリアン 
1,2,2,イリスアスール,牝4,56.0,Ａルメート,角田,栗東,2021103493,05659,イスラボニータ ,クイックメール ,タイキシャトル 
2,2,3,ドナアフロディテ,牝4,56.0,Ｍデムーロ,庄野,栗東,2021100794,05212,ドレフォン Drefong(米) ,ラブジュリエット ,フサイチコンコルド 
3,3,4,ドナウパール,牝5,56.0,団野,斉藤崇,栗東,2020103509,01180,エピファネイア ,ドナウブルー ,ディープインパクト 
4,3,5,ルミナスボディ,牝4,56.0,中井,坂口,栗東,2021100133,01141,ニューイヤーズデイ ,ヴィーヴル ,ディープインパクト 
5,4,6,ロンシャンクイーン,牝5,56.0,坂井,野中,栗東,2020103274,01163,ミッキーアイル ,エノラ Enora(独) ,Noverre (米) 
6,4,7,ヴェロクオーレ,牝4,54.0,△吉村,石坂,栗東,2021101397,01216,ドゥラメンテ ,サトノジョリー ,Bernardini (米) 
7,5,8,ルミッキ,牝4,56.0,菱田,橋口,栗東,2021104911,01144,ルーラーシップ ,フェイブルネージュ ,ディープインパクト 
8,5,9,ベレニーチェ,牝4,56.0,高倉,武英,栗東,2021100680,01130,ブラックタイド ,サダムフジコ ,クロフネ 
9,6,10,ルクスノア,牝4,56.0,池添,平田,栗東,2021105529,01032,オルフェーヴル ,サトノアリシア ,ハービンジャー Harbinger(英) 
10,6,11,ランスオブプライム,牝4,56.0,城戸,奥村豊,栗東,2021104426,01147,エピファネイア ,マイティティー ,エンパイアメーカー Empire Maker(米) 
11,7,12,チェイスザウェイ,牝5,56.0,田辺,伊藤圭,美浦,2020104111,01075,ジャスタウェイ ,ゴールドチェイス ,アドマイヤムーン 
12,7,13,ホウオウジュビリー,牝5,56.0,幸,西田,美浦,2020103710,00732,リアルスティール ,レトII Leto(米) ,Diesis 
13,8,14,アポロハクジャ,牝7,56.0,藤懸,的場,美浦,2018100170,01138,アポロソニック ,ツクバビューティ ,ゼンノロブロイ 
14,8,15,アンナバローズ,牝4,56.0,岩田望,辻野,栗東,2021103291,01174,ロジャーバローズ ,ロック Rocques(仏) ,Lawman 
