,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,キタサンモンドー,牡3,57.0,松山,橋口,栗東,2022103672,01126,キタサンブラック ,ダイリュウビーナス ,ディープスカイ 
1,2,2,パーフェクト,牡3,55.0,△吉村,松下,栗東,2022101504,01216,ヘニーヒューズ Henny Hughes(米) ,ラヴィアンフルール ,ステイゴールド 
2,3,3,トルストイ,牡3,57.0,団野,杉山晴,栗東,2022104834,01180,サートゥルナーリア ,ジェラシー ,ハービンジャー Harbinger(英) 
3,4,4,インターステラ,牡3,57.0,北村友,中舘,美浦,2022103576,01102,ダノンバラード ,ラステラ ,サッカーボーイ 
4,5,5,ロロノア,牡3,57.0,古川吉,昆,栗東,2022101152,01015,レッドベルジュール ,サンドグロース Sand Grouse(英) ,Mr. Greeley 
5,6,6,フクキタテーラー,牝3,55.0,菱田,河内,栗東,2022104292,01144,ルヴァンスレーヴ ,デュアルウィールド ,アイルハヴアナザー I'll Have Another(米) 
6,6,7,ノーザトゥルース,牝3,52.0,▲橋木,村山,栗東,2022102414,01215,パイロ Pyro(米) ,デュナミス ,ストリートセンス Street Sense(米) 
7,7,8,リアルサファリ,牝3,55.0,西村淳,小崎,栗東,2022104787,01171,リアルスティール ,サファリミス Safari Miss(亜) ,Not For Sale 
8,7,9,メイショウフソウ,牡3,57.0,城戸,荒川,栗東,2022100438,01147,メイショウサムソン ,デンコウデア ,スペシャルウィーク 
9,8,10,オーレアミスト,牡3,57.0,岩田望,友道,栗東,2022104841,01174,ゴールドドリーム ,ジンジャーミスト ,Bernardini (米) 
10,8,11,トーラスキング,牡3,57.0,国分優,庄野,栗東,2022101475,01125,スワーヴリチャード ,ピシーズクイーン ,アグネスデジタル 
