,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ヴィヴィッシモ,牡5,58.0,Ｍデムーロ,松永幹,栗東,2020102637,05212,ジャスタウェイ ,エスティタート ,ドリームジャーニー 
1,2,2,クラウドクラスター,牡6,55.0,▲今村,和田雄,美浦,2019101888,01193,アドマイヤムーン ,スプリングレイン ,Dubai Millennium (英) 
2,3,3,スカイサーベイ,牡4,57.0,坂井,池添,栗東,2021105427,01163,キタサンブラック ,ヴィルジニア ,Galileo (愛) 
3,4,4,モアニ,牝4,52.0,▲橋木,高橋康,栗東,2021103449,01215,ジャスタウェイ ,ポートキャンベル ,ルーラーシップ 
4,5,5,クラウンパント,牝4,55.0,国分優,加藤和,美浦,2021105270,01125,リーチザクラウン ,ラントゥザリード ,タニノギムレット 
5,6,6,バガン,牡7,56.0,△吉村,宮地,栗東,2018106354,01216,バゴ Bago(仏) ,トーコーユズキ ,ディープインパクト 
6,6,7,アウローラシエル,牡5,58.0,中井,森田,栗東,2020101781,01141,アメリカンペイトリオット ,ヤヤラーラ ,ゼンノロブロイ 
7,7,8,コルレオニス,牡4,57.0,川田,友道,栗東,2021105704,01088,レイデオロ ,ヒストリックスター ,ファルブラヴ Falbrav(愛) 
8,7,9,オーサムユニバンス,牡4,57.0,藤懸,平田,栗東,2021105687,01138,レイデオロ ,ハッピーユニバンス ,ジャングルポケット 
9,8,10,トゥルーサクセサー,牡4,57.0,団野,高木,美浦,2021103537,01180,モーリス ,ブロンズテーラー ,ロージズインメイ Roses in May(米) 
10,8,11,ファーヴェント,牡4,57.0,松山,藤原,栗東,2021104893,01126,ハーツクライ ,トータルヒート ,Street Cry (愛) 
