,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,インヴォーグ,牝3,55.0,川田,福永,栗東,2022104145,01088,ロードカナロア ,トレンドハンター ,マンハッタンカフェ 
1,1,2,ソレエスピアージャ,牝3,55.0,武豊,松永幹,栗東,2022105216,00666,キタサンブラック ,アマルフィコースト ,ダイワメジャー 
2,2,3,クリフウォーク,牝3,55.0,北村友,池添,栗東,2022104650,01102,Kingman (英) ,イーヴンソー Even So(愛) ,Camelot (英) 
3,2,4,アークシャルダーム,牝3,55.0,岩田望,友道,栗東,2022105286,01174,ブリックスアンドモルタル Bricks and Mortar(米) ,カルティカ Kartica(英) ,Rainbow Quest (米) 
4,3,5,マジックローズ,牝3,55.0,Ａルメート,中内田,栗東,2022100622,05659,キズナ ,エンジェルフェイス ,キングカメハメハ 
5,3,6,オーサムシャドウ,牝3,55.0,団野,斉藤崇,栗東,2022105349,01180,ドレフォン Drefong(米) ,シャドウストリーム ,サンデーサイレンス Sunday Silence(米) 
6,4,7,パスコード,牝3,53.0,△吉村,高柳大,栗東,2022104738,01216,ブリックスアンドモルタル Bricks and Mortar(米) ,キープシークレット ,ダイワメジャー 
7,4,8,ベビーズブレス,牝3,54.0,☆高杉,千田,栗東,2022106351,01213,アドマイヤマーズ ,レディーガリレオ ,Galileo (愛) 
8,5,9,ウインロゼライト,牝3,55.0,松山,寺島,栗東,2022106212,01126,リアルスティール ,ウインガーネット ,ヴィクトワールピサ 
9,5,10,ミストラルフェザー,牝3,55.0,幸,茶木,栗東,2022104707,00732,モーリス ,オーサムフェザー Awesome Feather(米) ,Awesome of Course 
10,6,11,クインズパフェ,牝3,55.0,藤懸,藤野,栗東,2022106591,01138,ディスクリートキャット Discreet Cat(米) ,フライアゲイン Fly Again(米) ,Fusaichi Pegasus 
11,6,12,アメリータ,牝3,55.0,鮫島駿,今野,栗東,2022103199,01157,アルアイン ,アメリカンドミンゴ ,Scat Daddy (米) 
12,7,13,ドライヴサンライズ,牝3,55.0,Ｍデムーロ,茶木,栗東,2022102188,05212,フォーウィールドライブ Four Wheel Drive(米) ,アルファライズ ,エイシンフラッシュ 
13,7,14,ヴィーショラ,牝3,55.0,高倉,北出,栗東,2022101070,01130,グァンチャーレ ,ビエンナーレ ,ステイゴールド 
14,7,15,ルクスジニア,牝3,55.0,池添,平田,栗東,2022104784,01032,キズナ ,サトノアリシア ,ハービンジャー Harbinger(英) 
15,8,16,ヴァイスクレー,牝3,55.0,西村淳,奥村豊,栗東,2022105010,01171,ミッキーアイル ,ブルーメンクローネ ,キングカメハメハ 
16,8,17,クルールローザンヌ,牝3,55.0,菱田,橋口,栗東,2022103907,01144,モーリス ,サブトゥエンティ ,キングカメハメハ 
17,8,18,ドゥラルーナ,牝3,55.0,浜中,清水久,栗東,2022101725,01115,ドゥラメンテ ,エリザベスムーン ,ダンスインザダーク 
