,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,エコロアイ,牝5,56.0,西村淳,森秀,栗東,2020110137,01171,Shackleford ,Key Is to Win ,Dixie Union (米) 
1,2,2,ジュストコル,牡7,58.0,Ｍデムーロ,大久保,栗東,2018110001,05212,Shalaa ,ジュマイエル Jemayel(愛) ,Lope de Vega 
2,3,3,エンヤラヴフェイス,牡4,58.0,岩田望,森田,栗東,2021101737,01174,エイシンヒカリ ,タイキアプローズ ,Devil's Bag 
3,4,4,リンドラゴ,牡6,58.0,北村友,杉山佳,栗東,2019101200,01102,ミッキーアイル ,ワイオラ Wyola(米) ,Sadler's Wells (米) 
4,4,5,マルカラピッド,牝5,56.0,荻野琢,今野,栗東,2020102776,01112,マインドユアビスケッツ Mind Your Biscuits(米) ,ヴェルメンティーノ ,ダイワメジャー 
5,5,6,アロットドリーム,牝5,56.0,太宰,本田,栗東,2020106611,01037,ディスクリートキャット Discreet Cat(米) ,ブロッケン ,ワイルドラッシュ Wild Rush(米) 
6,5,7,スマートアイ,牝5,56.0,武豊,寺島,栗東,2020106877,00666,ヘニーヒューズ Henny Hughes(米) ,スマートオーシャン ,Mr. Greeley 
7,6,8,ダイリュウホマレ,牝5,56.0,菱田,橋口,栗東,2020104046,01144,ヘニーヒューズ Henny Hughes(米) ,ダイリュウビーナス ,ディープスカイ 
8,6,9,オーガスタスカイ,牝6,56.0,団野,斉藤崇,栗東,2019105161,01180,ロードカナロア ,クィーンズバーン ,スペシャルウィーク 
9,7,10,ベンダバリラビア,牡5,58.0,今村,寺島,栗東,2020101968,01193,アジアエクスプレス ,エーシンラクーン ,ジャングルポケット 
10,7,11,ペプチドヤマト,牡6,58.0,松山,武英,栗東,2019103605,01126,ドレフォン Drefong(米) ,ペプチドルビー ,コロナドズクエスト Coronado's Quest(米) 
11,8,12,カミーロ,牡5,58.0,幸,石橋,栗東,2020102027,00732,リオンディーズ ,ノースキャット ,ディープスカイ 
12,8,13,フラップシグナス,牡6,58.0,吉村,千田,栗東,2019104660,01216,ローエングリン ,ウララカ ,ワイルドラッシュ Wild Rush(米) 
