,式別,馬番,配当,人気
0,単勝,15,140,1
1,複勝,15,110,2
2,複勝,12,150,3
3,複勝,4,110,1
4,枠連,7-8,450,2
5,馬連,12-15,500,2
6,ワイド,12-15,210,2
7,ワイド,4-15,150,1
8,ワイド,4-12,390,5
9,馬単,15→12,610,2
10,3連複,4-12-15,540,1
11,3連単,15→12→4,1650,3
