,式別,馬番,配当,人気
0,単勝,12,270,1
1,複勝,12,160,1
2,複勝,13,260,6
3,複勝,15,240,5
4,枠連,6-7,1950,9
5,馬連,12-13,2160,9
6,ワイド,12-13,750,9
7,ワイド,12-15,530,6
8,ワイド,13-15,1380,16
9,馬単,12→13,3570,15
10,3連複,12-13-15,5300,17
11,3連単,12→13→15,23230,77
