,式別,馬番,配当,人気
0,単勝,9,820,4
1,複勝,9,150,4
2,複勝,15,130,2
3,複勝,4,110,1
4,枠連,5-8,2140,7
5,馬連,9-15,2020,8
6,ワイド,9-15,500,6
7,ワイド,4-9,260,3
8,ワイド,4-15,220,1
9,馬単,9→15,4530,16
10,3連複,4-9-15,860,2
11,3連単,9→15→4,10940,36
