,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ユハンヌス,牡5,58.0,西塚,大久保,栗東,2020110039,01200,Frankel ,ミッドサマーフェア ,タニノギムレット ,-1.138819130954925,5
1,2,2,ルミノメテオール,牝5,56.0,シュタルケ,金成,美浦,2020104332,05115,エピファネイア ,クイーンナイサー ,フォーティナイナー Forty Niner(米) ,-3.100110678209854,10
2,3,3,サクセスアイ,牝5,56.0,池添,北出,栗東,2020105354,01032,ミッキーアイル ,サクセスアイニー ,ジャングルポケット ,0.18133670706871002,2
3,4,4,ナムラアトム,牡4,58.0,菱田,長谷川,栗東,2021102888,01144,リアルインパクト ,サンクイーンII Sun Queen(米) ,Storm Cat (米) ,0.9684504135039415,1
4,5,5,メイショウフンケイ,牡7,58.0,吉村,高橋亮,栗東,2018106552,01216,ダイワメジャー ,メイショウスズラン ,キングカメハメハ ,-2.4156398344201224,8
5,6,6,グランデサラス,牡5,58.0,高杉,池添,栗東,2020105089,01213,エピファネイア ,シャッセロール ,クロフネ ,-2.8321937225660982,9
6,6,7,ガロンヌ,牡4,58.0,団野,上村,栗東,2021100494,01180,モーリス ,リヴィエール ,ハーツクライ ,-0.9967450884626975,4
7,7,8,ラブコメディ,牝4,56.0,小崎,寺島,栗東,2021110087,01152,No Nay Never ,Sweet Charity ,Myboycharlie ,-1.6582584706975343,6
8,7,9,シークレットキー,牡4,58.0,田口,井上,栗東,2021105489,01208,ドレフォン Drefong(米) ,キープシークレット ,ダイワメジャー ,-2.353748235839143,7
9,8,10,ウインスノーライト,牡5,58.0,長岡,杉山晴,栗東,2020105198,01142,エイシンヒカリ ,エーシンマリポーサ ,Pulpit ,0.17510861743162204,3
10,8,11,ダークエクリプス,牡6,58.0,松若,今野,栗東,2019106739,01154,ドゥラメンテ ,スターズインハーアイズ Stars In Her Eyes(愛) ,Woodman ,-4.67128590043527,11
