,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ニシノジーク,牡4,58.0,黛,奥平,美浦,2021107062,1109,リーチザクラウン ,エテ ,Congrats (米) ,-1.3689555852049344,15,-0.6212301951973168,15,,
1,1,2,ウイントールキン,牡4,55.0,▲柴田裕,天間,美浦,2021101525,1212,ドレフォン Drefong(米) ,シンボリバーグ ,ダイワメジャー ,1.1425619827397706,2,0.17567209671060996,2,,
2,2,3,クレイヴィンオナー,牡4,58.0,岩田康,嘉藤,美浦,2021104576,5203,ヘニーヒューズ Henny Hughes(米) ,スターリーウインド ,ゼンノロブロイ ,0.15204732408625518,7,-0.13861732404599725,7,,
3,2,4,プリンスノット,牡5,58.0,西村淳,小椋,栗東,2020102881,1171,パドトロワ ,シンデレラロマンス ,Elusive Quality ,-0.04121022442451711,9,-0.19993777240852786,9,,
4,3,5,グラティアスミノル,牡4,58.0,秋山稔,北出,栗東,2021104424,1181,スピリッツミノル ,プリンセスカナ ,ワイルドラッシュ Wild Rush(米) ,-2.3346729852936052,16,-0.9276514678527225,16,,
5,3,6,モナコブル,牡4,58.0,北村友一,岩戸,美浦,2021109096,1102,ニューイヤーズデイ ,メイチャリティ ,ネオユニヴァース ,0.050542262885499914,8,-0.1708247897406657,8,,
6,4,7,エンツォ,牡4,58.0,岩田望,田村,美浦,2021105076,1174,ニューイヤーズデイ ,ジュエルオブナイル ,デュランダル ,-0.12819174406279185,10,-0.22753693127489402,10,,
7,4,8,トルーマンテソーロ,牡6,58.0,丹内,菊川,美浦,2019102082,1091,トーセンジョーダン ,マキアージュシチー ,ダイワメジャー ,0.4559675712711177,5,-0.04218369975841557,5,,
8,5,9,ベンダバール,牡4,58.0,国分恭,牧浦,栗東,2021101077,1124,ドレフォン Drefong(米) ,ラヴアズギフト ,Tiznow ,0.7831060617346438,3,0.06161705248359426,3,,
9,5,10,メッエフアパラ,牡4,58.0,武豊,辻,美浦,2021106066,666,エスポワールシチー ,ビーナストリック ,キングヘイロー ,0.3575082456401945,6,-0.0734247562640251,6,,
10,6,11,タリスマン,牡4,58.0,伊藤,金成,美浦,2021104618,1119,タリスマニック Talismanic(英) ,クロエチャン ,スパイキュール ,-0.7451181084610221,12,-0.4232871183339871,12,,
11,6,12,ポークテソーロ,牡4,58.0,松山,千葉,美浦,2021102279,1126,イスラボニータ ,ノウ Know(米) ,Street Cry (愛) ,-0.9654887218003936,13,-0.4932105180667685,13,,
12,7,13,リュクススティール,セ5,56.0,◇永島,高柳瑞,美浦,2020102944,1187,リアルスティール ,チェリークォーツ ,ワークフォース Workforce(英) ,-1.006082249187897,14,-0.5060908082246436,14,,
13,7,14,ブライテストドーン,セ5,58.0,斎藤,田島,美浦,2020102956,1178,マインドユアビスケッツ Mind Your Biscuits(米) ,デザートオブムーン ,ゼンノロブロイ ,0.4815458811931722,4,-0.03406772475582094,4,,
14,8,15,ウインラウダ,牡4,58.0,石川,梅田,栗東,2021106206,1150,マクフィ Makfi(英) ,ウインミレーユ ,ステイゴールド ,-0.49968522113794617,11,-0.345411481343163,11,,
15,8,16,アスキステソーロ,牡5,58.0,小崎綾也,千葉,美浦,2020104924,1152,ドゥラメンテ ,メイデイローズ May Day Rose(米) ,Rockport Harbor ,1.9339277934437016,1,0.4267717650293233,1,,
