,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ペイシャケイプ,牡3,57.0,永島,高橋康,栗東,2022104219,1187,シャンハイボビー Shanghai Bobby(米) ,ペイシャフローレス ,ヴィクトワールピサ ,0.4375079070532416,5,-0.04804093480659185,5,,
1,2,2,ストップヤーニング,牡3,57.0,石川,羽月,栗東,2022107306,1150,サンダースノー Thunder Snow(愛) ,アルトゥーナ ,ハーツクライ ,0.19498576028836723,6,-0.12499299640555497,6,,
2,3,3,マテンロウコマンド,牡3,57.0,松山,長谷川,栗東,2022103622,1126,ドレフォン Drefong(米) ,ダイアナヘイロー ,キングヘイロー ,-0.20790153563799338,10,-0.2528287772904341,10,,
3,4,4,フレッシュラン,牝3,55.0,丹内,尾形,美浦,2022102995,1091,ホッコータルマエ ,フレッシュスマイル ,サウスヴィグラス ,0.034445042551014646,7,-0.17593242344453658,7,,
4,5,5,モカラマーズ,牡3,57.0,岩田望,高柳大,栗東,2022103609,1174,アドマイヤマーズ ,オアシスクイーン ,シニスターミニスター Sinister Minister(米) ,-0.45748704520785194,11,-0.3320220376290403,11,,
5,5,6,トリリオンボーイ,牡3,57.0,吉田隼,武井,美浦,2022102493,1095,マクフィ Makfi(英) ,フィメールモナーク ,ルーラーシップ ,0.017605709696891705,8,-0.1812755287912504,8,,
6,6,7,ポールセン,牡3,57.0,斎藤,斎藤誠,美浦,2022110140,1178,Into Mischief ,Separationofpowers ,Candy Ride ,-0.06035453600147942,9,-0.2060122454551829,9,,
7,6,8,カネショウレジェン,牡3,57.0,横山琉,稲垣,美浦,2022102790,1192,ダノンレジェンド ,マスターコーク ,フレンチデピュティ French Deputy(米) ,0.6349053791009776,2,0.014593107614382771,2,,
8,7,9,コパノヴィンセント,牡3,57.0,武豊,上原博,美浦,2022107047,666,コパノリッキー ,ヴェアリアスローズ ,スターリングローズ ,0.6254426495712823,3,0.011590591945702782,3,,
9,7,10,アパッシメント,牡3,57.0,西村淳也,堀,美浦,2022104732,1171,ロードカナロア ,キャレモンショコラ ,サクラバクシンオー ,0.539661531474174,4,-0.015627680578646577,4,,
10,8,11,ハグ,牡3,57.0,シュタルケ,藤岡,栗東,2022106925,5115,Justify (米) ,フリートバーティー Fleet Bertie(米) ,Afleet Alex ,1.4699895553801343,1,0.2795645744703752,1,,
11,8,12,アレスグート,牡3,57.0,川須,牧,美浦,2022101095,1128,マインドユアビスケッツ Mind Your Biscuits(米) ,ホワイトポピー ,スウェプトオーヴァーボード Swept Overboard(米) ,-0.7617707992413744,12,-0.4285710023165931,12,,
