,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,パルクリチュード,牝6,56.0,西村淳,松永幹,458(-10),栗東,2020103361,1171,Gun Runner,グローバルビューティ,Global Hunter,0.3955521294392351,6,-0.10452452309319618,6,,
1,2,2,ピクシレーション,牝6,56.0,菊沢,菊沢,496(+2),美浦,2020102868,1161,ハーツクライ,シアードラマ,Burning Roma,0.6784046363625875,5,0.048184608968204604,5,,
2,3,3,ジューンエオス,牝4,56.0,高倉,武英,488(0),栗東,2022110069,1130,Constitution,Lights of Medina,エスケンデレヤ,0.6826290358561602,4,0.050465318399282415,4,,
3,4,4,ダカラフェスティヴ,牝4,56.0,戸崎圭,奥平,470(0),美浦,2022104378,5386,ミッキーグローリー,ジェイケイカルミア,キングカメハメハ,1.096876133639477,3,0.2741130259961841,3,,
4,4,5,クインズショコラ,牝4,56.0,岩田望,新谷,500(0),栗東,2022100159,1174,Tiz the Law,アーチョコレート,Candy Ride,0.04184063881289072,9,-0.2954896848350024,9,,
5,5,6,テーオールビー,牝5,56.0,石橋脩,宮,460(-6),栗東,2021109027,1077,サンダースノー,レディロックバンド,マンハッタンカフェ,-0.8426681358666737,12,-0.7730267897778673,12,,
6,5,7,エイシンナデシコ,牝4,56.0,原,田中剛,438(-4),美浦,2022103355,1184,タリスマニック,エーシンエムディー,キングカメハメハ,0.043061999428752704,8,-0.29483028491802443,8,,
7,6,8,サイモンブーケ,牝6,56.0,津村,梅田,508(-4),栗東,2020102317,1092,ダイワメジャー,サイモンガーランド,ロージズインメイ,-1.008064740935123,13,-0.8623226997934342,13,,
8,6,9,ロフティストーリー,牝4,56.0,田辺,久保田,512(+10),美浦,2022105738,1075,マインドユアビスケッツ,ロフティーエイム,サンデーサイレンス,-0.03957282683112763,10,-0.33944396974426677,10,,
9,7,10,メイショウポペット,牝6,56.0,岩田康,角田,498(-6),栗東,2020106896,5203,ヴィクトワールピサ,マリエット,Uncle Mo,-0.747543715086593,11,-0.7216701025305948,11,,
10,7,11,ルージュアベリア,牝5,56.0,ルメール,加藤士,486(+2),美浦,2021105058,5339,キズナ,シアードラマ,Burning Roma,1.1732342671630551,2,0.3153379895754319,2,,
11,8,12,リバートゥルー,牝6,56.0,吉田豊,久保田,470(+4),美浦,2020102703,733,レッドファルクス,フルオブグレース,ヴィクトワールピサ,1.2009296821398319,1,0.3302904566021074,1,,
12,8,13,エリカサファイア,牝5,56.0,佐々木,堀,514(+6),美浦,2021103732,1197,キズナ,ディーズプラネット,クロフネ,0.30200402554794104,7,-0.1550301732167088,7,,
