,race_type,course_len,ground_state,class,avg_time
0,芝,1000,全,all,55495
1,芝,1000,良,all,55230
2,芝,1000,稍重,all,56082
3,芝,1000,重,all,56581
4,芝,1000,不,all,56933
5,芝,1000,全,未勝利,55933
6,芝,1000,良,未勝利,55728
7,芝,1000,稍重,未勝利,56433
8,芝,1000,重,未勝利,58000
9,芝,1000,不,未勝利,
10,芝,1000,全,新馬,
11,芝,1000,良,新馬,
12,芝,1000,稍重,新馬,
13,芝,1000,重,新馬,
14,芝,1000,不,新馬,
15,芝,1000,全,1勝クラス,55474
16,芝,1000,良,1勝クラス,55200
17,芝,1000,稍重,1勝クラス,56320
18,芝,1000,重,1勝クラス,56580
19,芝,1000,不,1勝クラス,
20,芝,1000,全,2勝クラス,55300
21,芝,1000,良,2勝クラス,54988
22,芝,1000,稍重,2勝クラス,55650
23,芝,1000,重,2勝クラス,56950
24,芝,1000,不,2勝クラス,56600
25,芝,1000,全,3勝クラス,55316
26,芝,1000,良,3勝クラス,55062
27,芝,1000,稍重,3勝クラス,55050
28,芝,1000,重,3勝クラス,56300
29,芝,1000,不,3勝クラス,56900
30,芝,1000,全,オープン,55122
31,芝,1000,良,オープン,54700
32,芝,1000,稍重,オープン,55650
33,芝,1000,重,オープン,55700
34,芝,1000,不,オープン,57300
35,芝,1200,全,all,69736
36,芝,1200,良,all,69539
37,芝,1200,稍重,all,70155
38,芝,1200,重,all,70790
39,芝,1200,不,all,
40,芝,1200,全,未勝利,69835
41,芝,1200,良,未勝利,69660
42,芝,1200,稍重,未勝利,70157
43,芝,1200,重,未勝利,71300
44,芝,1200,不,未勝利,
45,芝,1200,全,新馬,70636
46,芝,1200,良,新馬,70533
47,芝,1200,稍重,新馬,70800
48,芝,1200,重,新馬,71400
49,芝,1200,不,新馬,
50,芝,1200,全,1勝クラス,69642
51,芝,1200,良,1勝クラス,69333
52,芝,1200,稍重,1勝クラス,70187
53,芝,1200,重,1勝クラス,70966
54,芝,1200,不,1勝クラス,
55,芝,1200,全,2勝クラス,69423
56,芝,1200,良,2勝クラス,69292
57,芝,1200,稍重,2勝クラス,69900
58,芝,1200,重,2勝クラス,70300
59,芝,1200,不,2勝クラス,
60,芝,1200,全,3勝クラス,69087
61,芝,1200,良,3勝クラス,68680
62,芝,1200,稍重,3勝クラス,69950
63,芝,1200,重,3勝クラス,69400
64,芝,1200,不,3勝クラス,
65,芝,1200,全,オープン,
66,芝,1200,良,オープン,
67,芝,1200,稍重,オープン,
68,芝,1200,重,オープン,
69,芝,1200,不,オープン,
70,芝,1400,全,all,82126
71,芝,1400,良,all,81850
72,芝,1400,稍重,all,82752
73,芝,1400,重,all,83480
74,芝,1400,不,all,83975
75,芝,1400,全,未勝利,82439
76,芝,1400,良,未勝利,82171
77,芝,1400,稍重,未勝利,82833
78,芝,1400,重,未勝利,83980
79,芝,1400,不,未勝利,
80,芝,1400,全,新馬,83213
81,芝,1400,良,新馬,83020
82,芝,1400,稍重,新馬,83725
83,芝,1400,重,新馬,
84,芝,1400,不,新馬,85800
85,芝,1400,全,1勝クラス,82177
86,芝,1400,良,1勝クラス,81737
87,芝,1400,稍重,1勝クラス,82816
88,芝,1400,重,1勝クラス,83233
89,芝,1400,不,1勝クラス,83366
90,芝,1400,全,2勝クラス,80907
91,芝,1400,良,2勝クラス,80772
92,芝,1400,稍重,2勝クラス,81650
93,芝,1400,重,2勝クラス,
94,芝,1400,不,2勝クラス,
95,芝,1400,全,3勝クラス,79828
