,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,レーヌシェーヌ,牝2,55.0,柴田大,畠山,468(0),美浦,2023110057,1009,Kameko  (米)  2017 黒鹿毛  [血統][産駒]  Sadler's Wells系,Missy O' Gwaun  2008 [血統][産駒]  FNo.[1-l],キングズベスト  King's Best(米)  1997 鹿毛  [血統][産駒],-0.35094533733977595,8,-0.10649933036115629,8,,
1,2,2,オメガヒストリー,牡2,56.0,団野,安田,496(0),栗東,2023105245,1180,イスラボニータ  2011 黒鹿毛  [血統][産駒]  Halo系,ニュープロヴィデンス  New Providence(英)  2012 栗毛  [血統][産駒]  FNo.[4-n],Bahamian Bounty  1994 栗毛  [血統][産駒],-0.5403457861861057,9,-0.12593589875515238,9,,
2,3,3,ダノンマスタング,牡2,56.0,プーシャン,田中博,466(0),美浦,2023110093,5678,Not This Time  2014 黒鹿毛  [血統][産駒]  Storm Bird系,In a Jif  2010 鹿毛  [血統][産駒]  FNo.[13-c],Saintly Look  2000 黒鹿毛  [血統][産駒],-0.3366448936190752,7,-0.10503179660326425,7,,
3,4,4,アマイクチヅケ,牝2,55.0,原田和,松永康,438(0),美浦,2023105156,1143,ゴールドシップ  2009 芦毛  [血統][産駒]  Halo系,ツル  2014 鹿毛  [血統][産駒]  FNo.[1-k],コンデュイット  Conduit(愛)  2005 栗毛  [血統][産駒],0.8284270808883852,3,0.014529699973839202,3,,
4,5,5,イントゥディープ,牡2,53.0,▲遠藤,萱野,422(0),美浦,2023106771,1218,サトノジェネシス  2016 鹿毛  [血統][産駒]  Halo系,フジノビューティ  2015 黒鹿毛  [血統][産駒]  FNo.[14-f],ホワイトマズル  White Muzzle(英)  1990 鹿毛  [血統][産駒],-0.0797524334662314,5,-0.07866909312459497,5,,
5,5,6,ベルウッドバイオ,牡2,56.0,吉田豊,高橋文,484(0),美浦,2023104069,733,ダノンスマッシュ  2015 鹿毛  [血統][産駒]  Mr. Prospector系,コウエイオトメ  2008 鹿毛  [血統][産駒]  FNo.[4-r],ハーツクライ  2001 鹿毛  [血統][産駒],1.1058973530987768,2,0.04300413050432679,2,,
6,6,7,イデアクリスタル,牝2,55.0,横山和,小西,480(0),美浦,2023102033,1140,ホークビル  Hawkbill(米)  2013 栗毛  [血統][産駒]  Sadler's Wells系,トゥルヴァーユ  2010 芦毛  [血統][産駒]  FNo.[10-d],ダイワメジャー  2001 栗毛  [血統][産駒],2.4363530659512525,1,0.1795375633211681,1,,
7,6,8,ホウショウリュウ,牡2,56.0,杉原,本間,462(0),美浦,2023101598,1135,アメリカンペイトリオット  2013 鹿毛  [血統][産駒]  Danzig系,ローズカスケイド  2014 鹿毛  [血統][産駒]  FNo.[1-w],シンボリクリスエス  1999 黒鹿毛  [血統][産駒],-1.101466690396704,12,-0.18351899794220355,12,,
8,7,9,エムノビアンカ,牝2,55.0,北村宏,古賀,520(0),美浦,2023104757,1043,マクフィ  Makfi(英)  2007 鹿毛  [血統][産駒]  Mr. Prospector系,ラストマイア  2015 栗毛  [血統][産駒]  FNo.[1-c],ローエングリン  1999 栗毛  [血統][産駒],-0.33003886969289936,6,-0.10435387616202144,6,,
9,7,10,マテンロウネイビー,牡2,56.0,横山典,松永幹,464(0),栗東,2023105153,660,ヴァンセンヌ  2009 鹿毛  [血統][産駒]  Halo系,ショウナンアオバ  2007 鹿毛  [血統][産駒]  FNo.[16-h],キングカメハメハ  2001 鹿毛  [血統][産駒],-0.69122031584488,10,-0.1414188774518081,10,,
10,8,11,オニノウタゲ,牝2,55.0,マーカンド,尾関,460(0),美浦,2023102525,5626,キセキ  2014 黒鹿毛  [血統][産駒]  Mr. Prospector系,イルドロール  2006 栗毛  [血統][産駒]  FNo.[11],ゴールドアリュール  1999 栗毛  [血統][産駒],-0.03535034723278815,4,-0.07411248203328416,4,,
11,8,12,リピ,牝2,55.0,三浦,西園翔,440(0),栗東,2023101313,1122,ロードカナロア  2008 鹿毛  [血統][産駒]  Mr. Prospector系,イースターアイランド  Easter Island(米)  2014 栗毛  [血統][産駒]  FNo.[2-n],Giant's Causeway  (米)  1997 栗毛  [血統][産駒],-0.904912826159955,11,-0.16334833494424295,11,,
