,式別,馬番,配当,人気
0,単勝,15,260,1
1,複勝,15,170,2
2,複勝,11,560,9
3,複勝,9,470,6
4,枠連,6-8,2390,11
5,馬連,11-15,4360,16
6,ワイド,11-15,1430,16
7,ワイド,9-15,1690,21
8,ワイド,9-11,8100,60
9,馬単,15→11,5050,19
10,3連複,9-11-15,42140,110
11,3連単,15→11→9,119440,344
