,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コッチャン,牡3,57.0,木幡初,武市,美浦,2022100190,01153,オルフェーヴル  ,ノボプレシャス  ,ゴールドアリュール  ,-0.48192609752392196,9
1,1,2,サイモングリット,牡3,57.0,原,勢司,美浦,2022101509,01184,アルアイン  ,ジャーメイン  ,アドマイヤムーン  ,-3.21464306561295,17
2,2,3,チェンジオブハート,牡3,57.0,岩田望,田中博,美浦,2022101631,01174,ハービンジャー  Harbinger(英)  ,ウーマンズハート  ,ハーツクライ  ,0.8672178350167301,5
3,2,4,スマイルデイズ,牝3,55.0,横山琉,辻,美浦,2022105704,01192,スワーヴリチャード  ,スマイルワールド  ,キングカメハメハ  ,-0.04413586982164387,8
4,3,5,フーイナム,牡3,57.0,丸山,森一,美浦,2022105545,01127,モーリス  ,ラグナグ  ,ハービンジャー  Harbinger(英)  ,0.15972780886522464,7
5,3,6,ディベルティスマン,牡3,57.0,戸崎圭,菊沢,美浦,2022104000,05386,キズナ  ,レディオブキャメロット  Lady of Camelot(愛)  ,Montjeu  (愛)  ,0.8732051135756232,4
6,4,7,バレエコア,牝3,55.0,荻野極,鈴木慎,美浦,2022104951,01160,ブリックスアンドモルタル  Bricks and Mortar(米)  ,バウンスシャッセ  ,ゼンノロブロイ  ,-3.556543693092548,18
7,4,8,プリンセスロロ,牝3,55.0,吉田豊,戸田,美浦,2022105499,00733,ストロングリターン  ,プリンセスルシータ  ,サンデーサイレンス  Sunday Silence(米)  ,0.4313134361977318,6
8,5,9,スピアッジャローザ,牝3,55.0,菊沢,蛯名利,美浦,2022103537,01161,ビーチパトロール  Beach Patrol(米)  ,ナンヨーユナ  ,ジャングルポケット  ,-1.1863098260298355,11
9,5,10,ウインバーテックス,牡3,54.0,▲石神道,清水英,美浦,2022103014,01209,ウインブライト  ,キュルミナン  ,シンボリクリスエス  ,-2.6142548752292214,16
10,6,11,コンサートマスター,牡3,57.0,菅原明,黒岩,美浦,2022104595,01179,サトノダイヤモンド  ,アスコルティ  ,Danehill Dancer  (愛)  ,-1.5877156403177852,14
11,6,12,マイネルトラオム,牡3,57.0,津村,深山,美浦,2022100979,01092,ノヴェリスト  Novellist(愛)  ,アップルティー  ,サンデーサイレンス  Sunday Silence(米)  ,-1.5573472531273391,13
12,7,13,キョウエイグッド,牡3,57.0,木幡巧,千葉,美浦,2022104362,01162,トーセンラー  ,キョウエイトリガー  ,イーグルカフェ  ,-2.0686720041587585,15
13,7,14,サルーポルティ,牝3,53.0,◇今村,国枝,美浦,2022105828,01193,モーリス  ,パララサルー  ,ディープインパクト  ,1.9364473696456643,1
14,7,15,ストラスモアローズ,牝3,55.0,大野,堀,美浦,2022105735,01096,キズナ  ,レジーナドーロ  ,キングカメハメハ  ,1.0511594548296077,2
15,8,16,フィーユチャン,牝3,55.0,坂井,斎藤誠,美浦,2022105314,01163,モーリス  ,ココフィーユ  ,ロードカナロア  ,-0.5552903747431472,10
16,8,17,ミヤビアミーラ,牝3,55.0,野中,小島,美浦,2022103896,01158,サートゥルナーリア  ,ミヤビキラメキ  ,ハーツクライ  ,-1.3850197314487487,12
17,8,18,ユキノホワイト,牝3,52.0,▲上里,小野,美浦,2022104519,01217,ウインブライト  ,ユキノサンブライト  ,ブラックタイド  ,0.9107941629029638,3
