,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オーケーグリット,牡2,56.0,石川,相沢,460(0),美浦,2023101880,01150,ハービンジャー  Harbinger(英)  ,ヒアーズトウショウ  ,フジキセキ  ,-2.12358718465279,16
1,1,2,アルカディアカフェ,牡2,56.0,レーン,堀,452(0),美浦,2023110061,05585,Into Mischief  ,Mary's Follies  ,More Than Ready  ,-0.5636521540384998,3
2,2,3,ドナシュネル,牝2,55.0,荻野極,栗田,436(-2),美浦,2023110050,01160,Wootton Bassett  (英)  ,Chiffon  ,Galileo  (愛)  ,-0.7161845697571462,5
3,2,4,アメリカンロマン,牡2,52.0,★谷原,伊藤圭,460(0),美浦,2023100801,01219,カリフォルニアクローム  California Chrome(米)  ,クラウンロマン  ,カネヒキリ  ,-0.7161845697571462,5
4,3,5,ウリズンベー,牡2,56.0,岩田康,萩原,468(-4),美浦,2023103709,05203,ルヴァンスレーヴ  ,ヌチバナ  ,キングカメハメハ  ,-1.2261777000000937,11
5,3,6,リアライズタキオン,牡2,56.0,津村,手塚久,464(0),美浦,2023105224,01092,ルヴァンスレーヴ  ,タイムハンドラー  ,ディープブリランテ  ,-1.2612916640062586,12
6,4,7,ファイアリービート,牡2,56.0,大野,鈴木慎,446(-2),美浦,2023101135,01096,パイロ  Pyro(米)  ,チャチャチャ  ,ダイワメジャー  ,-1.386265319790923,13
7,4,8,ピードモント,牡2,56.0,内田博,武井,482(-2),美浦,2023107348,00422,キズナ  ,レディデラウェア  Lady Delaware(米)  ,American Pharoah  (米)  ,-1.202841493937872,10
8,5,9,スフェーンテソーロ,牝2,55.0,木幡巧,牧,480(-10),美浦,2023100121,01162,フィレンツェファイア  ,ルレシャンテ  ,ヴィクトワールピサ  ,-0.7425799173472805,7
9,5,10,ブルースパーダ,牡2,56.0,原,矢野,488(+6),美浦,2023105413,01184,ゴールドドリーム  ,ブルーチッパー  ,ボーナスフィーバー  ,-0.8549301138009138,8
10,6,11,ナフセッド,牡2,56.0,菅原明,中川,460(0),美浦,2023103294,01179,アドマイヤマーズ  ,ホームタイム  Hometime(英)  ,Dubai Destination  ,-0.6092056637418055,4
11,6,12,アラクラン,牡2,56.0,北村宏,田村,498(-8),美浦,2023107086,01043,リアルスティール  ,セルキス  Selkis(独)  ,Monsun  ,-0.3697951187741091,1
12,7,13,シンシア,牝2,55.0,菊沢,蛯名正,452(0),美浦,2023102227,01161,クリソベリル  ,ダンスウィズミー  ,ディープインパクト  ,-1.1493448142870915,9
13,7,14,オーパパ,牡2,56.0,横山武,斎藤誠,478(-4),美浦,2023103915,01170,アメリカンペイトリオット  ,アンシャンテ  ,エピファネイア  ,-0.40884519121091134,2
14,8,15,アオイミズホ,牡2,56.0,戸崎圭,古賀,524(+6),美浦,2023101814,05386,ビーチパトロール  Beach Patrol(米)  ,アオイサンシャイン  ,ダイワメジャー  ,-1.594935311343336,15
15,8,16,クアッドフォルツァ,牡2,53.0,▲佐藤,伊藤圭,470(+2),美浦,2023101301,01207,ゴールドドリーム  ,ビフォーダーク  ,キングカメハメハ  ,-1.5044340894324242,14
