,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サトノラポール,セ3,56.0,荻野極,鹿戸,468(+6),美浦,2022104786,01160,サートゥルナーリア  ,サトノユリア  ,ディープインパクト  ,-1.704931136190003,12
1,2,2,ツーネサーン,牡4,58.0,菅原明,矢作,510(+6),栗東,2021105584,01179,Frankel  ,ジェットセッティング  Jet Setting(愛)  ,Fast Company  ,2.841878438761864,1
2,2,3,ゴールドジェスター,セ3,56.0,岩部,中川,446(0),美浦,2022106846,00726,シルバーステート  ,ゴールドシスター  ,スクリーンヒーロー  ,-0.480640414946709,6
3,3,4,バニーラビット,牡3,56.0,津村,武幸,480(-16),栗東,2022104929,01092,アドマイヤマーズ  ,トレジャリング  Treasuring(英)  ,Havana Gold  ,-1.3694301255703532,10
4,3,5,ツインピークス,牝3,54.0,横山和生,千葉,490(0),美浦,2022104179,01140,ミスターメロディ  ,ミルフィアタッチ  ,キングカメハメハ  ,-1.067028266152828,9
5,4,6,チョングク,牡3,56.0,嶋田,南田,490(-4),美浦,2022104533,01134,ディープブリランテ  ,オフェーリアシチー  ,アドマイヤコジーン  ,-2.5403924701560725,14
6,4,7,ベストミーエヴァー,牝4,56.0,ルメール,国枝,516(+2),美浦,2021105670,05339,No Nay Never  ,デルフィニアII  Delphinia(愛)  ,Galileo  (愛)  ,-0.024146998054996982,4
7,5,8,マリアイリダータ,牝3,54.0,戸崎圭,田中博,442(+6),美浦,2022105064,05386,ドゥラメンテ  ,マルケッサ  ,オルフェーヴル  ,-0.1742140294299578,5
8,5,9,ラブリーウィザード,牝3,54.0,横山琉,小笠,448(-2),美浦,2022106654,01192,トランセンド  ,ピンウィール  ,キングカメハメハ  ,-2.679631631569804,15
9,6,10,タルタロス,牡4,58.0,黛,天間,464(+6),美浦,2021103150,01109,ハービンジャー  Harbinger(英)  ,タイヨウノコ  ,エンパイアメーカー  Empire Maker(米)  ,0.5478150394731905,2
10,6,11,ケイツークローン,セ5,58.0,菊沢,清水英,476(0),美浦,2020103160,01161,ラブリーデイ  ,コンゴウビジン  ,ケイムホーム  Came Home(米)  ,-1.5042052571192817,11
11,7,12,ロジウムエポック,牡5,55.0,遠藤汰月,村田,486(+8),美浦,2020104986,01218,サトノクラウン  ,レイナカスターニャ  ,キングカメハメハ  ,0.05056325369302558,3
12,7,13,スモーキーゴッド,牡3,56.0,大野,萩原,448(-6),美浦,2022104592,01096,シルバーステート  ,アガルタ  ,キングカメハメハ  ,-2.319271148951028,13
13,8,14,ジーティーダーリン,牡3,56.0,プーシャン,田中克,502(-2),栗東,2022105710,05678,サートゥルナーリア  ,ディアマイダーリン  ,ハーツクライ  ,-1.046941149422959,8
14,8,15,エーティータキオン,牡5,58.0,的場,的場,438(+3),美浦,2020101677,01108,デクラレーションオブウォー  ,アドマイヤオウカ  ,シンボリクリスエス  ,-0.5520273281849283,7
