,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カズプレスト,牡6,55.0,津村,高柳大,524(+10),栗東,2019102869,01092,カレンブラックヒル  ,シーザシー  ,Lemon Drop Kid  ,-0.010092435924096942,7
1,1,2,オウギノカナメ,牡5,55.0,菅原明,高木,484(0),美浦,2020106873,01179,キタサンブラック  ,ジェラスガール  Jealous Girl(米)  ,Petionville  ,-0.6310067717084861,10
2,2,3,サルヴァトーレ,牡5,55.0,荻野極,和田郎,484(0),美浦,2020100301,01160,キズナ  ,セレブラール  ,ボストンハーバー  Boston Harbor(米)  ,0.8046520281127523,3
3,2,4,ソニックスター,セ4,56.0,三浦,木村,548(0),美浦,2021110060,01122,Into Mischief  ,Carolina Bertie  ,Speightstown  (米)  ,-1.099027545952712,13
4,3,5,ポールセン,牡3,55.0,横山武,斎藤誠,486(+10),美浦,2022110140,01170,Into Mischief  ,Separationofpowers  ,Candy Ride  ,1.2605442653131957,1
5,3,6,ペプチドソレイユ,牡5,55.0,古川吉,武英,498(+14),栗東,2020102095,01015,コパノリッキー  ,ペプチドヴィーナス  ,ワークフォース  Workforce(英)  ,-0.20281243433515897,8
6,4,7,カラマティアノス,牡3,55.0,石川,奥村武,476(+6),美浦,2022104896,01150,レイデオロ  ,ダンサール  ,ハーツクライ  ,0.5143367139045811,5
7,4,8,ジェイパームス,セ5,56.0,大野,堀,508(-2),美浦,2020103331,01096,ジャスタウェイ  ,キラーグレイシス  Killer Graces(米)  ,Congaree  ,0.3446508113131944,6
8,5,9,ショウナンライシン,牡5,56.0,柴田善,大竹,496(-2),美浦,2020103148,00641,エスケンデレヤ  ,ショウナンバーキン  ,フジキセキ  ,-1.169038292901252,14
9,5,10,レガーロデルシエロ,牡4,56.0,レーン,栗田,516(-10),美浦,2021105661,05585,ロードカナロア  ,デアレガーロ  ,マンハッタンカフェ  ,-0.42660870287357056,9
10,6,11,アルムラトゥール,牡5,54.0,菊沢,西園翔,490(-2),栗東,2020105545,01161,コパノリッキー  ,チャーリーズ  ,キングカメハメハ  ,-0.798050037652605,11
11,6,12,ユティタム,牡5,57.0,横山和,須貝,516(+4),栗東,2020102891,01140,Justify  (米)  ,ジペッサ  Zipessa(米)  ,City Zip  (米)  ,-1.4749114239872105,16
12,7,13,バトルクライ,牡6,58.5,戸崎圭,高木,506(+6),美浦,2019103879,05386,イスラボニータ  ,ディアコメット  ,キングカメハメハ  ,-0.9943181202127066,12
13,7,14,アスクドゥラメンテ,牡6,54.0,内田博,藤原,538(+8),栗東,2019105400,00422,ドゥラメンテ  ,プラウドスペル  Proud Spell(米)  ,Proud Citizen  ,-1.1826688208919984,15
14,8,15,トロヴァトーレ,牡4,58.5,ルメール,鹿戸,504(+10),美浦,2021105557,05339,レイデオロ  ,シャルマント  ,エンパイアメーカー  Empire Maker(米)  ,0.5634814268189497,4
15,8,16,アッシュルバニパル,牡4,56.0,プーシャン,田中博,524(+18),美浦,2021110128,05678,Arrogate  (米)  ,Georgie's Angel  ,Bellamy Road  ,0.9699226946399089,2
