,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アイザックバローズ,牡5,58.0,和田竜,友道,484(-6),栗東,2020101548,01018,ドゥラメンテ  ,カーリンホーク  Curlin Hawk(米)  ,Curlin  (米)  ,3.0701091821605746,2
1,2,2,ジェットマグナム,牡3,56.0,丹内,安達,500(+6),栗東,2022100084,01091,ヘンリーバローズ  ,ビビットオレンジ  ,ルーラーシップ  ,-0.4112179275701258,12
2,3,3,バルティカ,牡3,56.0,北村友,高橋亮,456(+4),栗東,2022105018,01102,ルーラーシップ  ,プラトリーナ  ,ディープインパクト  ,-0.20667926635983305,11
3,4,4,ステラクラウン,牝4,56.0,岩田望,上村,500(-2),栗東,2021101454,01174,ルーラーシップ  ,レッドステラーノ  ,アグネスタキオン  ,1.0595021820874297,8
4,5,5,ハッピーアズラリー,牝5,56.0,斎藤,安田,462(-4),栗東,2020101121,01178,ラブリーデイ  ,エンドレスノット  ,ディープインパクト  ,-0.03206618967779097,10
5,5,6,キタサンハナビラ,牝3,54.0,団野,斉藤崇,460(+10),栗東,2022104914,01180,キタサンブラック  ,ディステイン  Distain(英)  ,Champs Elysees  ,2.824087742553103,3
6,6,7,トッピボーン,牡3,56.0,武豊,笹田,472(+8),栗東,2022104397,00666,リアルスティール  ,チカノワール  ,ハービンジャー  Harbinger(英)  ,1.4777714506714026,7
7,6,8,バガン,牡7,58.0,高杉,宮地,478(0),栗東,2018106354,01213,バゴ  Bago(仏)  ,トーコーユズキ  ,ディープインパクト  ,2.2787088762422103,5
8,7,9,メディテラニアン,牡3,56.0,Ｃデムーロ,池江,460(0),栗東,2022105068,05473,サートゥルナーリア  ,ミカリーニョ  ,ハーツクライ  ,2.1223782465388163,6
9,7,10,エコロディノス,牡3,56.0,池添,大久保,486(-2),栗東,2022105073,01032,キタサンブラック  ,ミスティックリップス  Mystic Lips(独)  ,ジェネラス  Generous(愛)  ,2.4497031840962635,4
10,8,11,ラレーヌデリス,牝5,56.0,亀田,安田,476(+4),栗東,2020103696,01176,エピファネイア  ,レイリオン  ,ダイワメジャー  ,3.507257435122138,1
11,8,12,ダンツエスプリ,牡6,58.0,松本,本田,492(+4),栗東,2019106399,01191,ゴールドシップ  ,ワスレナグサ  ,アグネスデジタル  ,0.7612114265526051,9
