,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
201907010101,1,3,5,ティボリドライヴ,牝3,51.0,西村淳也,0:1:57.1,nan,5.2,3.0,480,[西] 田所秀孝,1800,晴,ダート,良,2019年01月19日,未勝利,2016102227,01171,1-1-2-2,38.5
201907010101,2,5,8,ベルキューズ,牝3,54.0,黛弘人,0:1:57.1,クビ,4.5,2.0,486,[東] 武井亮,1800,晴,ダート,良,2019年01月19日,未勝利,2016100908,01109,14-15-1-1,38.7
201907010101,3,4,6,アポロモーリアン,牝3,52.0,横山武史,0:1:57.7,3.1/2,18.8,7.0,454,[東] 鈴木伸尋,1800,晴,ダート,良,2019年01月19日,未勝利,2016103290,01170,2-2-2-2,39.1
201907010101,4,4,7,プリカジュール,牝3,54.0,鮫島克駿,0:1:58.5,5,3.7,1.0,506,[西] 寺島良,1800,晴,ダート,良,2019年01月19日,未勝利,2016100603,01157,4-4-4-4,39.6
201907010101,5,1,1,ヤンチャヒメ,牝3,54.0,小崎綾也,0:1:58.6,1/2,7.5,5.0,494,[西] 安田隆行,1800,晴,ダート,良,2019年01月19日,未勝利,2016104725,01152,9-9-12-10,39.0
201907010101,6,2,2,エンゼルサンライズ,牝3,54.0,菱田裕二,0:1:58.8,1,83.4,12.0,430,[西] 石坂正,1800,晴,ダート,良,2019年01月19日,未勝利,2016101675,01144,4-4-4-4,39.8
201907010101,7,3,4,ロズ,牝3,54.0,松若風馬,0:1:59.1,2,10.6,6.0,438,[西] 坂口正則,1800,晴,ダート,良,2019年01月19日,未勝利,2016101244,01154,14-13-14-13,39.1
201907010101,8,6,11,ビケット,牝3,52.0,富田暁,0:1:59.3,1.1/4,5.9,4.0,424,[西] 高柳大輔,1800,晴,ダート,良,2019年01月19日,未勝利,2016100325,01168,3-3-4-7,40.4
201907010101,9,5,9,リトルフォレスト,牝3,54.0,古川吉洋,0:1:59.4,1/2,90.0,13.0,478,[西] 武英智,1800,晴,ダート,良,2019年01月19日,未勝利,2016105037,01015,12-12-9-10,40.1
201907010101,10,6,10,ペイシャラメント,牝3,54.0,丸田恭介,0:1:59.5,1/2,53.5,9.0,418,[東] 蛯名利弘,1800,晴,ダート,良,2019年01月19日,未勝利,2016101768,01117,6-6-8-8,40.3
201907010101,11,8,14,ソレイケヤッコ,牝3,54.0,津村明秀,0:1:59.6,3/4,28.4,8.0,496,[東] 奥平雅士,1800,晴,ダート,良,2019年01月19日,未勝利,2016105469,01092,9-9-4-6,40.7
201907010101,12,8,15,シゲルリシアキセキ,牝3,52.0,森裕太朗,0:1:59.7,クビ,123.1,14.0,456,[東] 和田雄二,1800,晴,ダート,良,2019年01月19日,未勝利,2016102563,01165,12-13-15-15,39.5
201907010101,13,7,13,パーフェクトワン,牝3,51.0,木幡育也,0:2:00.0,2,66.3,10.0,440,[東] 古賀慎明,1800,晴,ダート,良,2019年01月19日,未勝利,2016104239,01167,9-11-12-12,40.4
201907010101,14,2,3,キシュウソレイユ,牝3,53.0,川又賢治,0:2:00.0,アタマ,168.6,15.0,454,[東] 本間忍,1800,晴,ダート,良,2019年01月19日,未勝利,2016100393,01166,6-6-9-8,40.7
201907010101,15,7,12,エルデリュミエール,牝3,54.0,中井裕二,0:2:00.3,1.1/2,77.9,11.0,468,[西] 湯窪幸雄,1800,晴,ダート,良,2019年01月19日,未勝利,2016105881,01141,6-6-9-14,40.9
201907010102,1,4,8,コパノカーリング,牡3,54.0,森裕太朗,0:1:27.5,nan,10.6,5.0,460,[西] 村山明,1400,晴,ダート,良,2019年01月19日,未勝利,2016100419,01165,12-13,37.8
201907010102,2,7,13,サンライズハイアー,牡3,53.0,西村淳也,0:1:27.6,3/4,5.8,4.0,478,[西] 羽月友彦,1400,晴,ダート,良,2019年01月19日,未勝利,2016105316,01171,4-3,38.5
201907010102,3,6,12,ロンリーウェイ,牡3,55.0,井上敏樹,0:1:27.6,ハナ,14.5,7.0,472,[東] 田島俊明,1400,晴,ダート,良,2019年01月19日,未勝利,2016100422,01151,13-13,37.8
201907010102,4,3,6,セイドアモール,牝3,54.0,伴啓太,0:1:27.6,アタマ,17.0,9.0,474,[東] 武市康男,1400,晴,ダート,良,2019年01月19日,未勝利,2016102323,01149,1-1,39.2
201907010102,5,2,3,ショーヒデキラ,牡3,54.0,横山武史,0:1:27.8,1.1/4,5.0,2.0,478,[東] 鈴木伸尋,1400,晴,ダート,良,2019年01月19日,未勝利,2016102080,01170,9-9,38.3
201907010102,6,5,10,グッドヴィジョン,牝3,52.0,富田暁,0:1:28.1,1.1/2,4.0,1.0,506,[西] 佐々木晶,1400,晴,ダート,良,2019年01月19日,未勝利,2016101293,01168,3-3,39.3
201907010102,7,8,16,ルルド,牡3,56.0,鮫島克駿,0:1:28.4,2,5.2,3.0,428,[西] 杉山晴紀,1400,晴,ダート,良,2019年01月19日,未勝利,2016101228,01157,9-9,38.8
201907010102,8,1,1,クレイヴ,牡3,56.0,松若風馬,0:1:28.5,クビ,13.0,6.0,500,[西] 牧浦充徳,1400,晴,ダート,良,2019年01月19日,未勝利,2016103319,01154,8-9,39.1
201907010102,9,3,5,トミケンルーア,セ3,56.0,長岡禎仁,0:1:28.5,クビ,15.2,8.0,450,[東] 竹内正洋,1400,晴,ダート,良,2019年01月19日,未勝利,2016106510,01142,15-15,38.6
201907010102,10,2,4,ルンルンクオリティ,牝3,54.0,城戸義政,0:1:28.7,1.1/4,32.9,10.0,486,[西] 荒川義之,1400,晴,ダート,良,2019年01月19日,未勝利,2016102418,01147,2-2,40.1
201907010102,11,6,11,ゲンパチファインド,牡3,53.0,木幡育也,0:1:28.7,アタマ,200.6,14.0,478,[東] 萱野浩二,1400,晴,ダート,良,2019年01月19日,未勝利,2016101206,01167,13-12,38.9
201907010102,12,1,2,クリノカリビアン,牝3,51.0,服部寿希,0:1:29.1,2.1/2,220.2,15.0,428,[東] 高橋義博,1400,晴,ダート,良,2019年01月19日,未勝利,2016100165,01172,4-5,40.0
201907010102,13,7,14,テイエムムーンダン,牡3,56.0,中井裕二,0:1:29.1,アタマ,169.6,13.0,460,[西] 飯田雄三,1400,晴,ダート,良,2019年01月19日,未勝利,2016101023,01141,9-5,39.5
201907010102,14,8,15,メイクアノイズ,牝3,54.0,原田和真,0:1:29.1,ハナ,263.5,16.0,448,[東] 林徹,1400,晴,ダート,良,2019年01月19日,未勝利,2016100888,01143,6-5,39.8
201907010102,15,4,7,メイケイペガトップ,牡3,56.0,小崎綾也,0:1:29.2,1/2,87.7,12.0,462,[西] 木原一良,1400,晴,ダート,良,2019年01月19日,未勝利,2016105801,01152,16-15,39.2
201907010102,16,5,9,タイセイハーモニー,牝3,53.0,川又賢治,0:1:29.3,クビ,65.8,11.0,440,[東] 栗田徹,1400,晴,ダート,良,2019年01月19日,未勝利,2016106035,01166,6-5,40.0
201907010103,1,1,2,イーサンパンサー,牡3,56.0,古川吉洋,0:1:13.5,nan,1.7,1.0,466,[西] 昆貢,1200,晴,ダート,良,2019年01月19日,未勝利,2016102534,01015,4-3,37.4
201907010103,2,4,7,トップソリスト,牝3,54.0,鮫島克駿,0:1:14.1,3.1/2,4.4,2.0,446,[西] 中竹和也,1200,晴,ダート,良,2019年01月19日,未勝利,2016110068,01157,2-2,38.3
201907010103,3,8,15,ヒロノトウリョウ,牡3,55.0,義英真,0:1:14.4,2,36.2,6.0,474,[西] 田所秀孝,1200,晴,ダート,良,2019年01月19日,未勝利,2016100507,01155,9-8,37.9
201907010103,4,2,3,シャインベスト,牝3,54.0,柴山雄一,0:1:14.7,2,48.0,8.0,430,[東] 青木孝文,1200,晴,ダート,良,2019年01月19日,未勝利,2016102868,05243,4-5,38.6
201907010103,5,4,8,ダイリュウボーラー,牡3,56.0,藤岡康太,0:1:14.7,クビ,12.7,5.0,426,[西] 橋口慎介,1200,晴,ダート,良,2019年01月19日,未勝利,2016100671,01116,2-3,38.8
201907010103,6,6,12,キョウエイメサイア,牝3,54.0,丸山元気,0:1:14.8,クビ,8.1,4.0,440,[東] 伊藤伸一,1200,晴,ダート,良,2019年01月19日,未勝利,2016103522,01127,1-1,39.2
201907010103,7,3,6,モズソノママ,牡3,56.0,松若風馬,0:1:15.2,2.1/2,7.1,3.0,484,[西] 音無秀孝,1200,晴,ダート,良,2019年01月19日,未勝利,2016102448,01154,7-8,38.8
201907010103,8,5,10,デュアリティ,牝3,54.0,丸田恭介,0:1:15.2,クビ,38.6,7.0,498,[東] 高橋義博,1200,晴,ダート,良,2019年01月19日,未勝利,2016102389,01117,15-14,37.0
201907010103,9,5,9,ヒカルフラッシュ,牡3,56.0,長岡禎仁,0:1:15.3,クビ,144.5,12.0,470,[東] 柄崎孝,1200,晴,ダート,良,2019年01月19日,未勝利,2016106481,01142,9-10,38.8
201907010103,10,7,13,タイムファクター,牡3,55.0,川又賢治,0:1:15.3,クビ,102.8,10.0,476,[東] 武藤善則,1200,晴,ダート,良,2019年01月19日,未勝利,2016101573,01166,9-10,38.7
201907010103,11,7,14,ケンブリッジウィズ,牝3,53.0,井上敏樹,0:1:15.4,クビ,406.7,16.0,414,[東] 石栗龍彦,1200,晴,ダート,良,2019年01月19日,未勝利,2016102390,01151,14-14,37.4
201907010103,12,1,1,ケイツールフィヤ,牝3,51.0,木幡育也,0:1:15.5,3/4,112.6,11.0,446,[東] 大江原哲,1200,晴,ダート,良,2019年01月19日,未勝利,2016102268,01167,7-5,39.1
201907010103,13,8,16,エーティースイセイ,牡3,54.0,富田暁,0:1:15.8,1.3/4,213.2,13.0,450,[西] 木原一良,1200,晴,ダート,良,2019年01月19日,未勝利,2016101716,01168,12-12,39.0
201907010103,14,2,4,スミレヴィオレッタ,牝3,51.0,西村淳也,0:1:16.7,5,362.5,15.0,474,[東] 石栗龍彦,1200,晴,ダート,良,2019年01月19日,未勝利,2016102237,01171,13-12,39.7
201907010103,15,6,11,オールドロマン,牝3,54.0,菱田裕二,0:1:17.6,5,99.1,9.0,434,[東] 松永康利,1200,晴,ダート,良,2019年01月19日,未勝利,2016106220,01144,4-7,41.5
201907010103,16,3,5,キリシマダイキチ,牡3,56.0,中谷雄太,0:1:22.4,大,351.1,14.0,458,[東] 石毛善彦,1200,晴,ダート,良,2019年01月19日,未勝利,2016109136,01038,16-16,42.2
201907010104,1,7,12,レッドライジェル,セ7,60.0,五十嵐雄,0:3:21.2,nan,5.3,2.0,440,[東] 藤沢和雄,3000,晴,障害,良,2019年01月19日,未勝利,2012104625,01069,7-4-6-6,13.4
201907010104,2,4,6,ベストドリーム,牡8,60.0,大庭和弥,0:3:21.2,ハナ,63.1,10.0,478,[東] 松山将樹,3000,晴,障害,良,2019年01月19日,未勝利,2011100715,01061,4-4-5-5,13.4
201907010104,3,6,9,ロードショー,牡4,59.0,原田和真,0:3:21.3,1/2,64.7,11.0,484,[東] 和田雄二,3000,晴,障害,良,2019年01月19日,未勝利,2015103863,01143,7-9-4-3,13.4
201907010104,4,4,5,ハイドロフォイル,セ6,60.0,高田潤,0:3:21.9,3.1/2,8.7,6.0,492,[西] 武幸四郎,3000,晴,障害,良,2019年01月19日,未勝利,2013106184,01046,9-10-9-9,13.5
201907010104,5,7,11,ダノンシーザー,牡7,60.0,白浜雄造,0:3:21.9,アタマ,3.8,1.0,480,[西] 安田翔伍,3000,晴,障害,良,2019年01月19日,未勝利,2012104098,01035,2-2-2-3,13.5
201907010104,6,2,2,キングリオ,牡7,60.0,西谷誠,0:3:22.5,3.1/2,15.1,7.0,518,[東] 久保田貴,3000,晴,障害,良,2019年01月19日,未勝利,2012104539,01005,9-6-7-7,13.5
201907010104,7,5,7,シゲルメジロザメ,牝6,58.0,植野貴也,0:3:22.7,1.1/4,5.7,4.0,456,[西] 高橋康之,3000,晴,障害,良,2019年01月19日,未勝利,2013106333,00727,2-2-2-2,13.5
201907010104,8,3,4,ビレッジソング,牝8,58.0,蓑島靖典,0:3:22.7,ハナ,88.6,13.0,446,[東] 加藤和宏,3000,晴,障害,良,2019年01月19日,未勝利,2011100063,01068,14-13-12-10,13.5
201907010104,9,6,10,タイセイアプローズ,牡7,60.0,平沢健治,0:3:22.9,1.1/4,5.4,3.0,502,[西] 宮本博,3000,晴,障害,良,2019年01月19日,未勝利,2012101673,01067,6-6-10-12,13.5
201907010104,10,3,3,サトノクロノス,牡5,60.0,石神深一,0:3:23.1,1.1/4,6.5,5.0,452,[東] 田中博康,3000,晴,障害,良,2019年01月19日,未勝利,2014102668,01059,12-11-12-13,13.5
201907010104,11,8,13,ヒロノタイリク,牡4,59.0,難波剛健,0:3:23.5,2.1/2,34.9,8.0,504,[西] 宮本博,3000,晴,障害,良,2019年01月19日,未勝利,2015101386,01066,11-12-11-10,13.6
201907010104,12,8,14,ダンスオーレ,牡7,60.0,小野寺祐,0:3:23.9,2.1/2,139.4,14.0,470,[東] 黒岩陽一,3000,晴,障害,良,2019年01月19日,未勝利,2012100539,01123,4-6-7-7,13.6
201907010104,13,1,1,フィールザサンダー,牡5,60.0,江田勇亮,0:3:24.5,3.1/2,46.0,9.0,458,[東] 谷原義明,3000,晴,障害,良,2019年01月19日,未勝利,2014102825,01023,1-1-1-1,13.6
201907010104,14,5,8,グッドトゥヒアー,牝4,57.0,草野太郎,0:3:25.4,5,85.3,12.0,408,[東] 清水英克,3000,晴,障害,良,2019年01月19日,未勝利,2015106307,01113,13-13-14-14,13.7
201907010105,1,8,13,ノワールギャルソン,牡7,60.0,江田勇亮,0:3:38.5,nan,2.5,1.0,446,[東] 田村康仁,3330,晴,障害,良,2019年01月19日,オープン,2012105906,01023,1-1-1-1,13.1
201907010105,2,6,10,サンマルホーム,牡9,60.0,佐久間寛,0:3:39.3,5,48.2,12.0,442,[西] 山内研二,3330,晴,障害,良,2019年01月19日,オープン,2010200007,01080,13-13-10-9,13.2
201907010105,3,8,14,カレンバッドボーイ,牡9,60.0,高田潤,0:3:39.6,1.3/4,13.7,7.0,490,[西] 橋口慎介,3330,晴,障害,良,2019年01月19日,オープン,2010104370,01046,10-11-10-12,13.2
201907010105,4,4,6,アドマイヤフォルム,牡6,62.0,北沢伸也,0:3:39.7,1/2,11.2,6.0,500,[西] 中尾秀正,3330,晴,障害,良,2019年01月19日,オープン,2013105989,00691,8-8-8-9,13.2
201907010105,5,2,2,クロフネフリート,牡8,60.0,草野太郎,0:3:39.9,1.1/4,79.7,13.0,540,[東] 戸田博文,3330,晴,障害,良,2019年01月19日,オープン,2011100416,01113,12-11-8-5,13.2
201907010105,6,6,9,ダンツキャンサー,牝8,60.0,小坂忠士,0:3:40.1,1.1/4,7.9,4.0,490,[西] 谷潔,3330,晴,障害,良,2019年01月19日,オープン,2011102236,01063,7-7-7-5,13.2
201907010105,7,5,7,アズマタックン,牡6,62.0,金子光希,0:3:40.4,1.3/4,6.2,2.0,516,[西] 加用正,3330,晴,障害,良,2019年01月19日,オープン,2013100361,01052,11-10-10-11,13.2
201907010105,8,3,4,ミュートエアー,牡6,62.0,五十嵐雄,0:3:40.6,1,10.3,5.0,466,[東] 岩戸孝樹,3330,晴,障害,良,2019年01月19日,オープン,2013104007,01069,2-2-2-2,13.2
201907010105,9,7,12,シゲルボブキャット,牡5,60.0,植野貴也,0:3:40.8,1.1/2,25.7,9.0,470,[西] 坂口正則,3330,晴,障害,良,2019年01月19日,オープン,2014101357,00727,6-5-5-5,13.3
201907010105,10,4,5,シンボリダルク,牝6,58.0,小野寺祐,0:3:41.0,1.1/4,134.2,14.0,482,[東] 浅野洋一,3330,晴,障害,良,2019年01月19日,オープン,2013100461,01123,14-14-13-13,13.3
201907010105,11,5,8,ニホンピロボーラー,牡6,60.0,熊沢重文,0:3:41.9,5,33.2,11.0,520,[西] 田所秀孝,3330,晴,障害,良,2019年01月19日,オープン,2013104738,00652,4-4-3-3,13.3
201907010105,12,7,11,ツジスーパーサクラ,牝7,60.0,平沢健治,0:3:43.5,10,29.7,10.0,488,[西] 作田誠二,3330,晴,障害,良,2019年01月19日,オープン,2012103615,01067,3-2-5-5,13.4
201907010105,13,1,1,ショウナンバローロ,牡4,59.0,白浜雄造,0:3:51.6,大,7.8,3.0,510,[西] 西村真幸,3330,晴,障害,良,2019年01月19日,オープン,2015101482,01035,8-8-14-14,13.9
201907010105,中,3,3,キャニオンロード,セ6,60.0,原田和真,nan,nan,23.5,8.0,500,[東] 古賀慎明,3330,晴,障害,良,2019年01月19日,オープン,2013106187,01143,5-5-4-3,
