,式別,馬番,配当,人気
202604010110,ワイド,8-15,870,7
202604010110,馬単,4→15,4240,11
202604010110,三連複,4-8-15,6310,17
202604010110,三連単,4→15→8,44360,129
202604010111,単勝,5,420,1
202604010111,複勝,5,160,1
202604010111,複勝,12,390,9
202604010111,複勝,13,310,6
202604010111,枠連,3-7,970,3
202604010111,馬連,5-12,2330,7
202604010111,ワイド,5-12,860,6
202604010111,ワイド,5-13,930,7
202604010111,ワイド,12-13,1680,25
202604010111,馬単,5→12,3650,7
202604010111,三連複,5-12-13,6800,13
202604010111,三連単,5→12→13,25140,35
202604010112,単勝,8,530,3
202604010112,複勝,8,150,2
202604010112,複勝,16,150,1
202604010112,複勝,15,160,3
202604010112,枠連,4-8,430,1
202604010112,馬連,8-16,970,2
202604010112,ワイド,8-16,390,2
202604010112,ワイド,8-15,460,3
202604010112,ワイド,15-16,330,1
202604010112,馬単,8→16,1790,4
202604010112,三連複,8-15-16,1340,1
202604010112,三連単,8→16→15,6700,3
202604010201,単勝,16,840,5
202604010201,複勝,16,230,4
202604010201,複勝,1,150,1
202604010201,複勝,10,1250,12
202604010201,枠連,1-8,1110,5
202604010201,馬連,1-16,1340,2
202604010201,ワイド,1-16,480,2
202604010201,ワイド,10-16,7280,56
202604010201,ワイド,1-10,3380,35
202604010201,馬単,16→1,3710,13
202604010201,三連複,1-10-16,27990,81
202604010201,三連単,16→1→10,167150,468
202604010202,単勝,13,410,3
202604010202,複勝,13,180,3
202604010202,複勝,10,170,2
202604010202,複勝,12,960,7
202604010202,枠連,6-7,790,3
202604010202,馬連,10-13,820,3
202604010202,ワイド,10-13,350,3
202604010202,ワイド,12-13,2400,18
202604010202,ワイド,10-12,2400,17
202604010202,馬単,13→10,1490,6
202604010202,三連複,10-12-13,8810,20
202604010202,三連単,13→10→12,27660,82
202604010203,単勝,14,2110,7
202604010203,複勝,14,330,6
202604010203,複勝,6,150,1
202604010203,複勝,3,150,2
202604010203,枠連,4-8,3290,14
202604010203,馬連,6-14,3510,13
202604010203,ワイド,6-14,1040,11
202604010203,ワイド,3-14,1050,13
202604010203,ワイド,3-6,280,1
202604010203,馬単,14→6,10380,35
202604010203,三連複,3-6-14,3200,9
202604010203,三連単,14→6→3,42160,136
202604010204,単勝,5,310,1
202604010204,複勝,5,160,2
202604010204,複勝,11,310,6
202604010204,複勝,10,400,7
202604010204,枠連,4-7,870,4
202604010204,馬連,5-11,1600,4
202604010204,ワイド,5-11,700,5
202604010204,ワイド,5-10,860,10
202604010204,ワイド,10-11,2180,27
202604010204,馬単,5→11,2650,7
202604010204,三連複,5-10-11,6570,17
202604010204,三連単,5→11→10,23460,67
202604010205,単勝,11,770,4
202604010205,複勝,11,210,3
202604010205,複勝,9,240,4
202604010205,複勝,5,880,9
202604010205,枠連,6-7,2180,10
202604010205,馬連,9-11,2130,8
202604010205,ワイド,9-11,740,8
202604010205,ワイド,5-11,3290,33
202604010205,ワイド,5-9,2530,26
202604010205,馬単,11→9,5260,20
202604010205,三連複,5-9-11,17090,54
202604010205,三連単,11→9→5,111970,326
202604010206,単勝,10,260,1
202604010206,複勝,10,160,1
202604010206,複勝,3,850,10
202604010206,複勝,8,280,6
202604010206,枠連,3-7,4790,15
202604010206,馬連,3-10,5600,22
202604010206,ワイド,3-10,1900,24
202604010206,ワイド,8-10,620,5
202604010206,ワイド,3-8,3970,43
202604010206,馬単,10→3,8420,33
202604010206,三連複,3-8-10,13230,46
202604010206,三連単,10→3→8,67740,233
202604010207,単勝,1,760,3
202604010207,複勝,1,250,3
202604010207,複勝,9,580,10
202604010207,複勝,11,200,2
202604010207,枠連,1-5,7510,24
202604010207,馬連,1-9,12430,42
202604010207,ワイド,1-9,3510,43
202604010207,ワイド,1-11,890,7
202604010207,ワイド,9-11,2470,30
202604010207,馬単,1→9,18460,65
202604010207,三連複,1-9-11,19200,71
202604010207,三連単,1→9→11,170780,547
202604010208,単勝,4,380,2
202604010208,複勝,4,150,2
202604010208,複勝,6,210,3
202604010208,複勝,5,350,8
202604010208,枠連,4-5,900,4
202604010208,馬連,4-6,1050,2
202604010208,ワイド,4-6,410,2
202604010208,ワイド,4-5,950,13
202604010208,ワイド,5-6,1410,22
202604010208,馬単,4→6,1760,3
202604010208,三連複,4-5-6,4590,16
202604010208,三連単,4→6→5,16120,37
202604010209,単勝,4,200,1
202604010209,複勝,4,110,1
202604010209,複勝,3,130,2
202604010209,複勝,8,140,3
202604010209,枠連,3-4,440,2
202604010209,馬連,3-4,450,1
202604010209,ワイド,3-4,180,1
202604010209,ワイド,4-8,230,2
202604010209,ワイド,3-8,440,4
202604010209,馬単,4→3,700,1
202604010209,三連複,3-4-8,670,1
202604010209,三連単,4→3→8,2280,1
202604010210,単勝,16,300,1
202604010210,複勝,16,130,1
202604010210,複勝,8,170,3
202604010210,複勝,7,400,8
202604010210,枠連,4-8,540,2
202604010210,馬連,8-16,750,1
202604010210,ワイド,8-16,370,1
202604010210,ワイド,7-16,990,9
202604010210,ワイド,7-8,1460,19
202604010210,馬単,16→8,1170,2
202604010210,三連複,7-8-16,4440,12
202604010210,三連単,16→8→7,11970,19
202604010211,単勝,4,1430,8
202604010211,複勝,4,400,8
202604010211,複勝,10,200,1
202604010211,複勝,3,350,6
202604010211,枠連,3-6,1940,8
202604010211,馬連,4-10,2690,7
202604010211,ワイド,4-10,990,8
202604010211,ワイド,3-4,1860,25
202604010211,ワイド,3-10,1050,10
202604010211,馬単,4→10,6250,23
202604010211,三連複,3-4-10,8630,25
202604010211,三連単,4→10→3,52690,158
202604010212,単勝,3,270,2
202604010212,複勝,3,140,2
202604010212,複勝,10,190,3
202604010212,複勝,4,280,4
202604010212,枠連,2-6,650,3
202604010212,馬連,3-10,830,3
202604010212,ワイド,3-10,370,2
202604010212,ワイド,3-4,630,5
202604010212,ワイド,4-10,1080,11
202604010212,馬単,3→10,1460,4
202604010212,三連複,3-4-10,3680,12
202604010212,三連単,3→10→4,12450,30
202604010301,単勝,2,460,3
202604010301,複勝,2,130,2
202604010301,複勝,7,120,1
202604010301,複勝,13,140,3
202604010301,枠連,2-5,680,2
202604010301,馬連,2-7,650,1
202604010301,ワイド,2-7,250,1
202604010301,ワイド,2-13,350,3
202604010301,ワイド,7-13,310,2
202604010301,馬単,2→7,1420,2
202604010301,三連複,2-7-13,840,1
202604010301,三連単,2→7→13,4580,3
202604010302,単勝,3,220,1
202604010302,複勝,3,110,1
202604010302,複勝,2,230,6
202604010302,複勝,8,130,2
202604010302,枠連,2-3,1150,5
202604010302,馬連,2-3,1090,3
202604010302,ワイド,2-3,410,5
202604010302,ワイド,3-8,180,1
202604010302,ワイド,2-8,530,10
202604010302,馬単,3→2,1570,4
202604010302,三連複,2-3-8,1070,4
202604010302,三連単,3→2→8,4740,10
202604010303,単勝,15,340,1
202604010303,複勝,15,180,1
202604010303,複勝,14,420,7
202604010303,複勝,13,270,5
202604010303,枠連,8-8,2280,10
202604010303,馬連,14-15,2980,12
202604010303,ワイド,14-15,960,11
202604010303,ワイド,13-15,710,9
202604010303,ワイド,13-14,1450,22
202604010303,馬単,15→14,4880,21
202604010303,三連複,13-14-15,6710,23
202604010303,三連単,15→14→13,26570,94
202604010304,単勝,11,930,6
202604010304,複勝,11,240,6
202604010304,複勝,7,120,1
202604010304,複勝,2,150,2
202604010304,枠連,6-8,400,1
202604010304,馬連,7-11,1310,4
202604010304,ワイド,7-11,490,4
202604010304,ワイド,2-11,500,8
202604010304,ワイド,2-7,280,1
202604010304,馬単,11→7,3100,14
202604010304,三連複,2-7-11,1330,1
202604010304,三連単,11→7→2,9770,20
202604010305,単勝,10,630,3
202604010305,複勝,10,260,5
202604010305,複勝,7,410,8
202604010305,複勝,16,160,1
202604010305,枠連,4-5,2260,11
202604010305,馬連,7-10,8200,30
202604010305,ワイド,7-10,2630,32
202604010305,ワイド,10-16,510,3
202604010305,ワイド,7-16,1180,15
202604010305,馬単,10→7,13560,54
202604010305,三連複,7-10-16,6870,23
202604010305,三連単,10→7→16,56310,192
202604010306,単勝,15,2130,6
202604010306,複勝,15,420,6
202604010306,複勝,9,160,2
202604010306,複勝,5,570,9
202604010306,枠連,5-8,2810,10
202604010306,馬連,9-15,3100,10
202604010306,ワイド,9-15,1070,9
202604010306,ワイド,5-15,5600,43
202604010306,ワイド,5-9,1160,11
202604010306,馬単,15→9,9050,27
202604010306,三連複,5-9-15,17570,44
202604010306,三連単,15→9→5,160290,373
202604010307,単勝,12,220,1
202604010307,複勝,12,120,1
202604010307,複勝,3,340,7
202604010307,複勝,7,280,6
202604010307,枠連,2-7,1040,3
202604010307,馬連,3-12,1380,6
202604010307,ワイド,3-12,540,7
202604010307,ワイド,7-12,510,6
202604010307,ワイド,3-7,1680,21
202604010307,馬単,12→3,1830,6
202604010307,三連複,3-7-12,4340,14
202604010307,三連単,12→3→7,13230,36
202604010308,単勝,3,570,3
202604010308,複勝,3,220,2
202604010308,複勝,4,460,7
202604010308,複勝,2,340,5
202604010308,枠連,2-3,1340,5
202604010308,馬連,3-4,4560,16
202604010308,ワイド,3-4,1690,16
202604010308,ワイド,2-3,1090,10
202604010308,ワイド,2-4,2820,32
202604010308,馬単,3→4,9390,32
202604010308,三連複,2-3-4,13800,46
202604010308,三連単,3→4→2,69960,223
202604010309,単勝,11,1930,7
202604010309,複勝,11,500,8
202604010309,複勝,12,270,4
202604010309,複勝,8,140,1
202604010309,枠連,7-7,5800,21
202604010309,馬連,11-12,5970,24
202604010309,ワイド,11-12,1980,28
202604010309,ワイド,8-11,1000,12
202604010309,ワイド,8-12,510,3
202604010309,馬単,11→12,14560,57
202604010309,三連複,8-11-12,6720,22
202604010309,三連単,11→12→8,65750,236
202604010310,単勝,3,720,4
202604010310,複勝,3,230,2
202604010310,複勝,8,310,5
202604010310,複勝,7,270,4
202604010310,枠連,3-6,2340,8
202604010310,馬連,3-8,3680,13
202604010310,ワイド,3-8,1060,12
202604010310,ワイド,3-7,850,6
202604010310,ワイド,7-8,870,9
202604010310,馬単,3→8,6050,21
202604010310,三連複,3-7-8,5420,16
202604010310,三連単,3→8→7,41970,131
202604010311,単勝,16,1190,6
202604010311,複勝,16,340,6
202604010311,複勝,12,430,7
202604010311,複勝,15,230,3
202604010311,枠連,6-8,1770,8
202604010311,馬連,12-16,8590,31
202604010311,ワイド,12-16,2080,25
202604010311,ワイド,15-16,1090,11
202604010311,ワイド,12-15,1050,10
202604010311,馬単,16→12,16730,58
202604010311,三連複,12-15-16,14190,45
202604010311,三連単,16→12→15,110610,341
202604010312,単勝,11,170,1
202604010312,複勝,11,110,1
202604010312,複勝,8,160,2
202604010312,複勝,3,250,5
202604010312,枠連,6-8,370,1
202604010312,馬連,8-11,600,2
202604010312,ワイド,8-11,280,2
202604010312,ワイド,3-11,490,4
202604010312,ワイド,3-8,1140,16
202604010312,馬単,11→8,730,2
202604010312,三連複,3-8-11,2100,5
202604010312,三連単,11→8→3,5130,9
202604010401,単勝,13,190,1
202604010401,複勝,13,110,1
202604010401,複勝,8,140,3
202604010401,複勝,3,140,2
202604010401,枠連,5-7,520,2
202604010401,馬連,8-13,510,1
202604010401,ワイド,8-13,250,2
202604010401,ワイド,3-13,240,1
202604010401,ワイド,3-8,440,4
202604010401,馬単,13→8,790,1
202604010401,三連複,3-8-13,800,1
202604010401,三連単,13→8→3,2420,1
202604010402,単勝,10,380,1
202604010402,複勝,10,200,2
202604010402,複勝,9,850,10
202604010402,複勝,12,570,9
202604010402,枠連,5-6,5140,15
202604010402,馬連,9-10,7440,28
202604010402,ワイド,9-10,2090,23
202604010402,ワイド,10-12,2150,24
202604010402,ワイド,9-12,9160,61
202604010402,馬単,10→9,12850,48
202604010402,三連複,9-10-12,72080,148
202604010402,三連単,10→9→12,260360,677
202604010403,単勝,5,460,2
202604010403,複勝,5,130,2
202604010403,複勝,1,110,1
202604010403,複勝,2,140,3
202604010403,枠連,1-3,380,2
202604010403,馬連,1-5,410,2
202604010403,ワイド,1-5,200,2
202604010403,ワイド,2-5,330,4
202604010403,ワイド,1-2,160,1
202604010403,馬単,5→1,1290,4
202604010403,三連複,1-2-5,490,1
202604010403,三連単,5→1→2,3860,7
202604010404,単勝,5,710,3
202604010404,複勝,5,150,3
202604010404,複勝,12,130,2
202604010404,複勝,8,110,1
202604010404,枠連,5-8,1000,4
202604010404,馬連,5-12,1520,6
202604010404,ワイド,5-12,390,3
202604010404,ワイド,5-8,250,2
202604010404,ワイド,8-12,200,1
202604010404,馬単,5→12,3110,12
202604010404,三連複,5-8-12,650,1
202604010404,三連単,5→12→8,6370,14
202604010405,単勝,12,370,1
202604010405,複勝,12,150,1
202604010405,複勝,7,170,2
202604010405,複勝,16,330,6
202604010405,枠連,4-6,410,1
202604010405,馬連,7-12,940,3
202604010405,ワイド,7-12,400,3
202604010405,ワイド,12-16,970,9
202604010405,ワイド,7-16,1340,17
202604010405,馬単,12→7,1900,5
202604010405,三連複,7-12-16,3900,12
202604010405,三連単,12→7→16,20030,50
202604010406,単勝,10,920,5
202604010406,複勝,10,240,5
202604010406,複勝,7,160,1
202604010406,複勝,16,180,4
202604010406,枠連,4-5,1900,8
202604010406,馬連,7-10,2140,9
202604010406,ワイド,7-10,670,8
202604010406,ワイド,10-16,560,7
202604010406,ワイド,7-16,430,2
202604010406,馬単,10→7,5190,20
202604010406,三連複,7-10-16,2790,5
202604010406,三連単,10→7→16,26060,83
202604010407,単勝,10,2450,8
202604010407,複勝,10,400,9
202604010407,複勝,14,180,3
202604010407,複勝,1,510,10
202604010407,複勝,15,150,1
202604010407,枠連,6-8,1790,8
202604010407,馬連,10-14,7570,28
202604010407,ワイド,10-14,1240,28
202604010407,ワイド,1-10,3990,60
202604010407,ワイド,10-15,850,19
202604010407,ワイド,1-14,1590,35
202604010407,ワイド,14-15,340,2
202604010407,馬単,10→14,22850,77
202604010407,三連複,1-10-14,27730,160
202604010407,三連複,10-14-15,3240,16
202604010407,三連単,10→14→1,221300,979
202604010407,三連単,10→14→15,46930,347
202604010408,単勝,14,1130,6
202604010408,複勝,14,250,6
202604010408,複勝,9,240,5
202604010408,複勝,12,170,1
202604010408,枠連,5-8,3570,17
202604010408,馬連,9-14,4000,15
202604010408,ワイド,9-14,1060,13
202604010408,ワイド,12-14,490,4
202604010408,ワイド,9-12,370,1
202604010408,馬単,14→9,9120,34
202604010408,三連複,9-12-14,1870,1
202604010408,三連単,14→9→12,21920,55
202604010409,単勝,12,730,3
202604010409,複勝,12,210,2
202604010409,複勝,14,340,6
202604010409,複勝,5,390,8
202604010409,枠連,7-8,1510,10
202604010409,馬連,12-14,3250,11
202604010409,ワイド,12-14,1120,9
202604010409,ワイド,5-12,1750,26
202604010409,ワイド,5-14,2000,34
202604010409,馬単,12→14,6160,17
202604010409,三連複,5-12-14,12570,51
202604010409,三連単,12→14→5,57040,200
202604010410,単勝,11,650,3
202604010410,複勝,11,220,3
202604010410,複勝,3,220,2
202604010410,複勝,6,460,7
202604010410,枠連,3-7,1650,6
202604010410,馬連,3-11,2350,8
202604010410,ワイド,3-11,720,6
202604010410,ワイド,6-11,2910,34
202604010410,ワイド,3-6,2000,22
202604010410,馬単,11→3,4650,17
202604010410,三連複,3-6-11,14640,52
202604010410,三連単,11→3→6,89160,294
202604010411,単勝,7,1500,7
202604010411,複勝,7,430,7
202604010411,複勝,8,680,10
202604010411,複勝,3,860,11
202604010411,枠連,5-5,12710,30
202604010411,馬連,7-8,15390,49
202604010411,ワイド,7-8,3810,47
202604010411,ワイド,3-7,5500,62
202604010411,ワイド,3-8,6680,67
202604010411,馬単,7→8,25660,88
202604010411,三連複,3-7-8,145460,262
202604010411,三連単,7→8→3,846450,1
202604010412,単勝,7,490,2
202604010412,複勝,7,170,2
202604010412,複勝,12,180,3
202604010412,複勝,10,140,1
202604010412,枠連,5-8,790,3
202604010412,馬連,7-12,1590,3
202604010412,ワイド,7-12,550,3
202604010412,ワイド,7-10,290,1
202604010412,ワイド,10-12,370,2
202604010412,馬単,7→12,2870,7
202604010412,三連複,7-10-12,1400,1
202604010412,三連単,7→12→10,9330,11
202604010501,単勝,4,1170,5
202604010501,複勝,4,210,5
202604010501,複勝,7,130,2
202604010501,複勝,8,120,1
202604010501,枠連,3-4,1100,6
202604010501,馬連,4-7,1540,6
202604010501,ワイド,4-7,560,7
202604010501,ワイド,4-8,480,5
202604010501,ワイド,7-8,210,1
202604010501,馬単,4→7,4050,15
202604010501,三連複,4-7-8,1040,2
202604010501,三連単,4→7→8,9670,25
202604010502,単勝,14,170,1
202604010502,複勝,14,110,2
202604010502,複勝,12,110,1
202604010502,複勝,3,160,4
202604010502,枠連,7-8,170,1
202604010502,馬連,12-14,260,1
202604010502,ワイド,12-14,160,1
202604010502,ワイド,3-14,340,4
202604010502,ワイド,3-12,380,5
202604010502,馬単,14→12,400,1
202604010502,三連複,3-12-14,710,2
202604010502,三連単,14→12→3,1800,4
202604010503,単勝,14,420,3
202604010503,複勝,14,160,2
202604010503,複勝,9,130,1
202604010503,複勝,11,180,4
202604010503,枠連,5-7,760,2
202604010503,馬連,9-14,860,2
202604010503,ワイド,9-14,340,2
202604010503,ワイド,11-14,740,7
202604010503,ワイド,9-11,600,4
202604010503,馬単,14→9,1870,5
202604010503,三連複,9-11-14,2680,4
202604010503,三連単,14→9→11,13470,22
202604010504,単勝,11,310,2
202604010504,複勝,11,130,2
202604010504,複勝,8,220,5
202604010504,複勝,10,110,1
202604010504,枠連,7-8,810,4
202604010504,馬連,8-11,3590,9
202604010504,ワイド,8-11,720,8
202604010504,ワイド,10-11,170,1
202604010504,ワイド,8-10,480,7
202604010504,馬単,11→8,5540,16
202604010504,三連複,8-10-11,1370,5
202604010504,三連単,11→8→10,14150,41
202604010505,単勝,1,330,1
202604010505,複勝,1,160,1
202604010505,複勝,9,260,4
202604010505,複勝,11,510,10
202604010505,枠連,1-5,840,5
202604010505,馬連,1-9,1620,3
202604010505,ワイド,1-9,610,3
202604010505,ワイド,1-11,1500,16
202604010505,ワイド,9-11,2250,29
202604010505,馬単,1→9,2510,4
202604010505,三連複,1-9-11,8310,24
202604010505,三連単,1→9→11,35370,81
202604010506,単勝,1,6310,10
202604010506,複勝,1,1510,10
202604010506,複勝,16,300,3
202604010506,複勝,15,480,5
202604010506,枠連,1-8,6310,17
202604010506,馬連,1-16,31830,44
202604010506,ワイド,1-16,6220,41
202604010506,ワイド,1-15,7910,50
202604010506,ワイド,15-16,1230,13
202604010506,馬単,1→16,96850,100
202604010506,三連複,1-15-16,92560,126
202604010506,三連単,1→16→15,873010,839
202604010507,単勝,9,930,5
202604010507,複勝,9,340,6
202604010507,複勝,12,400,8
202604010507,複勝,13,310,4
202604010507,枠連,6-8,2590,12
202604010507,馬連,9-12,4030,16
202604010507,ワイド,9-12,1100,13
202604010507,ワイド,9-13,1630,26
202604010507,ワイド,12-13,2020,27
202604010507,馬単,9→12,8090,32
202604010507,三連複,9-12-13,13700,53
202604010507,三連単,9→12→13,74200,258
202604010508,単勝,9,230,2
202604010508,複勝,9,110,1
202604010508,複勝,7,150,4
202604010508,複勝,5,110,2
202604010508,枠連,7-8,1270,4
202604010508,馬連,7-9,1520,6
202604010508,ワイド,7-9,270,4
202604010508,ワイド,5-9,120,1
202604010508,ワイド,5-7,290,5
202604010508,馬単,9→7,1970,9
202604010508,三連複,5-7-9,540,2
202604010508,三連単,9→7→5,3760,13
202604010509,単勝,12,160,1
202604010509,複勝,12,110,1
202604010509,複勝,6,230,4
202604010509,複勝,14,150,2
202604010509,枠連,3-6,360,2
202604010509,馬連,6-12,970,3
202604010509,ワイド,6-12,360,3
202604010509,ワイド,12-14,210,1
202604010509,ワイド,6-14,770,9
202604010509,馬単,12→6,1280,4
202604010509,三連複,6-12-14,1050,2
202604010509,三連単,12→6→14,4120,5
202604010510,単勝,1,510,2
202604010510,複勝,1,440,2
202604010510,複勝,8,570,4
202604010510,複勝,2,2240,8
202604010510,枠連,1-8,1710,6
202604010510,馬連,1-8,2220,9
202604010510,ワイド,1-8,710,8
202604010510,ワイド,1-2,2160,19
202604010510,ワイド,2-8,2910,23
202604010510,馬単,1→8,4440,16
202604010510,三連複,1-2-8,18840,37
202604010510,三連単,1→8→2,82580,168
202604010511,単勝,3,1530,7
202604010511,複勝,3,430,5
202604010511,複勝,11,1030,12
202604010511,複勝,9,570,9
202604010511,枠連,2-6,9930,27
202604010511,馬連,3-11,25100,61
202604010511,ワイド,3-11,5020,59
202604010511,ワイド,3-9,2870,35
202604010511,ワイド,9-11,6030,62
202604010511,馬単,3→11,49410,119
202604010511,三連複,3-9-11,109690,240
202604010511,三連単,3→11→9,810010,1
202604010512,単勝,10,500,3
202604010512,複勝,10,190,3
202604010512,複勝,11,170,2
202604010512,複勝,13,360,6
202604010512,枠連,5-6,860,3
202604010512,馬連,10-11,1010,3
202604010512,ワイド,10-11,460,3
202604010512,ワイド,10-13,1350,15
202604010512,ワイド,11-13,1200,12
202604010512,馬単,10→11,1950,7
202604010512,三連複,10-11-13,5880,16
202604010512,三連単,10→11→13,20630,55
202604010601,単勝,6,190,1
202604010601,複勝,6,110,1
202604010601,複勝,11,260,6
202604010601,複勝,3,220,5
202604010601,枠連,4-7,540,1
202604010601,馬連,6-11,1140,5
202604010601,ワイド,6-11,510,5
202604010601,ワイド,3-6,410,4
202604010601,ワイド,3-11,1360,16
202604010601,馬単,6→11,1740,6
202604010601,三連複,3-6-11,2920,9
202604010601,三連単,6→11→3,10420,17
202604010602,単勝,6,190,1
202604010602,複勝,6,110,1
202604010602,複勝,7,110,2
202604010602,複勝,1,110,3
202604010602,枠連,6-7,220,1
202604010602,馬連,6-7,240,1
202604010602,ワイド,6-7,120,1
202604010602,ワイド,1-6,140,2
202604010602,ワイド,1-7,180,3
202604010602,馬単,6→7,380,1
202604010602,三連複,1-6-7,250,1
202604010602,三連単,6→7→1,670,1
202604010603,単勝,10,1050,5
202604010603,複勝,10,240,5
202604010603,複勝,6,110,2
202604010603,複勝,12,120,1
202604010603,枠連,4-6,1250,6
202604010603,馬連,6-10,1250,5
202604010603,ワイド,6-10,490,6
202604010603,ワイド,10-12,460,5
202604010603,ワイド,6-12,160,1
202604010603,馬単,10→6,3130,11
202604010603,三連複,6-10-12,970,2
202604010603,三連単,10→6→12,9380,24
202604010604,単勝,8,390,2
202604010604,複勝,8,180,2
202604010604,複勝,12,140,1
202604010604,複勝,7,1070,10
202604010604,枠連,5-7,440,1
202604010604,馬連,8-12,590,1
202604010604,ワイド,8-12,320,1
202604010604,ワイド,7-8,3810,33
202604010604,ワイド,7-12,2470,28
202604010604,馬単,8→12,1240,2
202604010604,三連複,7-8-12,9280,32
202604010604,三連単,8→12→7,31500,109
202604010605,単勝,13,240,1
202604010605,複勝,13,160,1
202604010605,複勝,4,320,5
202604010605,複勝,10,440,6
202604010605,枠連,2-7,1600,7
202604010605,馬連,4-13,1390,7
202604010605,ワイド,4-13,590,7
202604010605,ワイド,10-13,1280,13
202604010605,ワイド,4-10,2740,26
202604010605,馬単,13→4,1880,7
202604010605,三連複,4-10-13,12940,37
202604010605,三連単,13→4→10,38430,119
202604010606,単勝,3,600,5
202604010606,複勝,3,200,3
202604010606,複勝,5,170,2
202604010606,複勝,4,320,6
202604010606,枠連,3-4,1400,8
202604010606,馬連,3-5,2090,9
202604010606,ワイド,3-5,610,5
202604010606,ワイド,3-4,1030,14
202604010606,ワイド,4-5,1210,15
202604010606,馬単,3→5,4360,17
202604010606,三連複,3-4-5,5800,18
202604010606,三連単,3→5→4,26270,85
202604010607,単勝,8,260,1
202604010607,複勝,8,140,3
202604010607,複勝,4,280,6
202604010607,複勝,12,140,2
202604010607,枠連,4-6,1540,6
202604010607,馬連,4-8,1720,7
