,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,プロピエダッド,牝3,54.0,丸田,武藤,466(-10),美浦,2022109090,01117,ルヴァンスレーヴ  ,エレンシア  ,ワークフォース  Workforce(英)  ,-1.304858953219982,11
1,2,2,ハッピーウィズユー,牝3,54.0,横山武,小笠,502(+2),美浦,2022106656,01170,キズナ  ,フェアエレン  ,Street Cry  (愛)  ,-1.612715840767408,12
2,3,3,ブルージュ,牝3,54.0,内田博,栗田,448(+12),美浦,2022104800,00422,ブリックスアンドモルタル  Bricks and Mortar(米)  ,サンブルエミューズ  ,ダイワメジャー  ,-1.0143648842002977,7
3,4,4,アンジュグルーヴ,牝4,56.0,浜中,安田,502(0),栗東,2021105613,01115,ニューイヤーズデイ  ,スプレンダークラン  ,ルーラーシップ  ,-0.42596194195243625,2
4,4,5,タマモカンパネラ,牝3,50.0,★谷原,伊藤圭,514(+4),美浦,2022104512,01219,ナダル  Nadal(米)  ,タマモボレロ  ,ハーツクライ  ,-0.49055731456074386,3
5,5,6,ライズトゥザトップ,牝3,54.0,石川裕紀人,牧,494(0),美浦,2022107284,01150,パイロ  Pyro(米)  ,クリスタルキャノン  ,クロフネ  ,-0.7071606050201955,6
6,5,7,コルヴィル,牝4,56.0,北村宏,柄崎,498(+4),美浦,2021104511,01043,Omaha Beach  (米)  ,ティザチック  Tiz a Chick(米)  ,Tiznow  ,-3.189143094999021,13
7,6,8,ベルメサイア,牝4,56.0,大野,西村,512(+4),栗東,2021103776,01096,ホッコータルマエ  ,ティープラズマ  ,エンパイアメーカー  Empire Maker(米)  ,-0.6646202453759606,5
8,6,9,スカイビート,牝3,54.0,石橋脩,野中,458(-12),栗東,2022101490,01077,ハクサンムーン  ,ハッピーベリンダ  ,アグネスデジタル  ,-1.2485434856229383,10
9,7,10,プリンセスロロ,牝3,51.0,▲遠藤,戸田,432(-2),美浦,2022105499,01218,ストロングリターン  ,プリンセスルシータ  ,サンデーサイレンス  Sunday Silence(米)  ,0.20383007959420238,1
10,7,11,ミュークチェルシー,牝3,54.0,吉田豊,稲垣,468(+6),美浦,2022104452,00733,カレンブラックヒル  ,キモンオレンジ  ,ダンスインザダーク  ,-0.5750168146153087,4
11,8,12,サザンティスプーン,牝3,54.0,津村,鈴木伸,434(-2),美浦,2022100511,01092,アニマルキングダム  Animal Kingdom(米)  ,チャノカオリ  ,ゴールドアリュール  ,-1.063787582792761,8
12,8,13,ミランカ,牝4,54.0,△長浜,岩戸,472(+10),美浦,2021101002,01214,ホッコータルマエ  ,スリーサンハーツ  ,ハーツクライ  ,-1.1046744576111553,9
