,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ショウナンサエッタ,牡3,56.0,丸山,渡辺,526(0),栗東,2022101047,01127,オルフェーヴル  ,ショウナンマオ  ,ダイワメジャー  ,-3.450680016322033,12
1,2,2,ロジリッキー,牡3,53.0,▲舟山,国枝,490(+2),美浦,2022106132,01221,コパノリッキー  ,ロジシルキー  ,ロジユニヴァース  ,-0.5675733290909046,4
2,3,3,シャンハイナイト,牝3,54.0,江田照,村田,488(+6),美浦,2022102347,00689,シャンハイボビー  Shanghai Bobby(米)  ,スズノメヒョー  ,バチアー  Bachir(愛)  ,-3.015347553870401,11
3,4,4,ロミヒ,牝3,51.0,▲石神道,伊藤圭,502(-6),美浦,2022103741,01209,ヘニーヒューズ  Henny Hughes(米)  ,クイーンマンボ  ,マンハッタンカフェ  ,-2.0345981687055517,8
4,5,5,エポカリーナ,牡3,56.0,古川吉,土田,450(-6),美浦,2022107233,01015,エポカドーロ  ,カルカリーナ  ,オウケンブルースリ  ,-2.630414223726249,10
5,5,6,パッカパッカブー,セ4,58.0,杉原,堀内,488(+6),美浦,2021102969,01135,ハービンジャー  Harbinger(英)  ,オツウ  ,ハーツクライ  ,-0.19983528735381914,2
6,6,7,ピストルスター,牡3,56.0,太宰,高橋亮,498(-4),栗東,2022106937,01037,アニマルキングダム  Animal Kingdom(米)  ,ケージーサクランボ  ,キングカメハメハ  ,-2.564531669799607,9
7,6,8,テーオーマルコーニ,牡3,56.0,丹内,奥村豊,496(+8),栗東,2022102228,01091,コパノリッキー  ,リーグルメアリー  ,Afternoon Deelites  ,1.8188505053089135,1
8,7,9,ブリスフル,牡4,58.0,菊沢,武市,498(+4),美浦,2021106070,01161,エスポワールシチー  ,ポルボローネ  ,フレンチデピュティ  French Deputy(米)  ,-1.2654899047638832,6
9,7,10,ラマンシュ,牡3,56.0,斎藤,杉山佳,414(+10),栗東,2022105201,01178,トーセンラー  ,アイアムルビー  ,Saint Liam  ,-1.47476375480696,7
10,8,11,バースライト,牡3,56.0,鮫島駿,武幸,508(-6),栗東,2022104692,01157,モーリス  ,エリティエール  ,ディープインパクト  ,-0.8508003653649525,5
11,8,12,オウケンヴィーナス,牝4,56.0,木幡育,松永康,404(-4),美浦,2021105451,01167,ルーラーシップ  ,オウケンビリーヴ  ,クロフネ  ,-0.38176564722676565,3
