,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ユイノディスタンス,牡2,53.0,▲舟山,深山,460(0),美浦,2023106061,01221,クリソベリル  ,ココナチャン  ,ロードカナロア  ,-2.4064997108462243,4
1,2,2,ビップルーク,牡2,53.0,▲石田,嘉藤,480(+4),美浦,2023105995,01203,エイシンフラッシュ  ,ビップセーラ  ,ヴィクトワールピサ  ,-2.219000395035569,3
2,3,3,ディアギレフ,牡2,55.0,☆西塚,中村,494(-4),栗東,2023102579,01200,モーリス  ,シンシアズブレス  ,ダイワメジャー  ,-3.1291327921478334,9
3,4,4,マッドゲイル,牡2,56.0,鮫島駿,上原佑,448(0),美浦,2023103701,01157,ルヴァンスレーヴ  ,チェリーペトルズ  ,ダイワメジャー  ,-3.1088310395899725,8
4,5,5,ユニゾン,牡2,56.0,丹内,菊川,450(-6),美浦,2023100586,01091,サンダースノー  Thunder Snow(愛)  ,グラディエント  Gradient(米)  ,Flower Alley  ,-1.951493422423712,2
5,6,6,カナタコナタ,牡2,56.0,杉原,高橋一,488(+4),栗東,2023104700,01135,ゴールドドリーム  ,ツカサリボン  ,キングカメハメハ  ,-3.1316735059933993,10
6,7,7,バトゥカーダ,牡2,54.0,△柴田裕,安達,488(+4),栗東,2023105708,01212,カレンブラックヒル  ,サンバホイッスル  ,サウスヴィグラス  ,-1.2129908072346458,1
7,7,8,スノースコール,牡2,56.0,斎藤,加藤征,492(-10),美浦,2023103626,01178,クリソベリル  ,スノーユニバンス  ,ルーラーシップ  ,-2.7987478599534894,7
8,8,9,サンライズアーサー,牡2,56.0,小沢,前川,492(+2),栗東,2023106547,01185,ヴァンゴッホ  ,カリブメーカー  ,エンパイアメーカー  Empire Maker(米)  ,-2.604733104357754,6
9,8,10,ディープエフェクト,牡2,56.0,横山琉,相沢,492(-4),美浦,2023105455,01192,シルバーステート  ,サンキューベイリー  ,モーリス  ,-2.4342175348279507,5
