,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,スルーザナイト,牝3,54.0,北村友,西園翔,494(+8),栗東,2022105053,01102,リアルインパクト  ,マイティースルー  ,クロフネ  ,-0.5536085412433818,3
1,2,2,ニホンピロマリンバ,牝4,56.0,松若,安達,526(+28),栗東,2021103841,01154,ニホンピロアワーズ  ,ニホンピロアニカ  ,キャプテンスティーヴ  Captain Steve(米)  ,-0.2948747684311926,2
2,3,3,ルージュミステリオ,牝3,54.0,菱田,辻野,434(+10),栗東,2022101399,01144,ナダル  Nadal(米)  ,カーサデルシエロ  ,ロードカナロア  ,-3.098026524054197,11
3,4,4,メイショウマヒロ,牝3,54.0,角田和,飯田,400(-4),栗東,2022102845,01186,ダノンレジェンド  ,メーシャンス  ,ジャスタウェイ  ,-1.6422723601435478,8
4,5,5,デルマサクラサク,牝3,53.0,☆吉村,牧田,474(0),栗東,2022105343,01216,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ザッハーマイン  ,Mineshaft  (米)  ,-0.5991360025346715,4
5,5,6,ジュルナール,牝3,54.0,松山,池添,470(+4),栗東,2022104788,01126,ロードカナロア  ,サマーハ  Samaaha(英)  ,Singspiel  (愛)  ,-3.442794019680099,12
6,6,7,ステアハート,牝3,51.0,▲田山,新谷,468(-6),栗東,2022105385,01220,Gun Runner  (米)  ,スピーチ  Speech(米)  ,Mr Speaker  ,-0.6965807160442384,6
7,6,8,ハギノコラソン,牝3,54.0,岩田望,寺島,474(-4),栗東,2022100439,01174,ミッキーアイル  ,ハギノセゾン  ,シンボリクリスエス  ,-0.6809687563441106,5
8,7,9,カルミアクラウン,牝3,54.0,川田,吉岡,442(-4),栗東,2022107317,01088,サトノクラウン  ,ライラプス  ,フレンチデピュティ  French Deputy(米)  ,1.4853468782362662,1
9,7,10,オースミライト,牝3,54.0,加藤,宮本,474(+2),栗東,2022103610,01156,ミッキーアイル  ,オースミマコ  ,フレンチデピュティ  French Deputy(米)  ,-2.2784328610714453,10
10,8,11,シゲルオトヒメ,牝6,56.0,酒井,谷,438(-2),栗東,2019102986,01034,ベルシャザール  ,ピースヴィクトリア  ,マヤノトップガン  ,-1.6588910093439664,9
11,8,12,ナムラルッコラ,牝4,56.0,田口,大橋,508(-2),栗東,2021100604,01208,トビーズコーナー  Toby's Corner(米)  ,ナムララピス  ,キングヘイロー  ,-1.1583827191441076,7
