,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エムズビギン,牡2,56.0,ルメール,友道,504(0),栗東,2023107127,05339,キタサンブラック  ,デルフィニアII  Delphinia(愛)  ,Galileo  (愛)  ,-4.883175615121015,10
1,2,2,スウィーティーベル,牝2,55.0,北村友,田中克,408(0),栗東,2023100938,01102,コントレイル  ,スウィーティーガール  Sweetie Girl(亜)  ,Star Dabbler  ,-2.4525858796961346,6
2,3,3,キョウエイクローム,牝2,55.0,高倉,森田,434(0),栗東,2023102343,01130,カリフォルニアクローム  California Chrome(米)  ,ローズアダージョ  ,ディープインパクト  ,-2.843282064736302,7
3,4,4,シートゥサミット,牡2,56.0,小崎,吉岡,518(0),栗東,2023101200,01152,モーリス  ,フラワーバレイ  Flower Valley(米)  ,ディスクリートキャット  Discreet Cat(米)  ,-3.190348788595296,9
4,5,5,ジュンドラドラ,牡2,56.0,岩田望,清水久,546(0),栗東,2023106855,01174,モーリス  ,アンセラン  ,ドゥラメンテ  ,-2.8843249775852193,8
5,6,6,テルヒコウ,牡2,56.0,坂井,矢作,486(0),栗東,2023100627,01163,コントレイル  ,ミッシングリンク  ,ヴィクトワールピサ  ,-0.49835693392035496,3
6,7,7,ジェンティール,牡2,56.0,佐々木,須貝,494(0),栗東,2023106636,01197,シルバーステート  ,アンコンソールド  ,Smart Strike  (加)  ,-2.085802604796027,5
7,7,8,グラシアムヘール,牝2,55.0,松山,藤原,496(0),栗東,2023105370,01126,コントレイル  ,カレドニアロード  ,Quality Road  ,0.9591436768504457,2
8,8,9,ヨシノサンキュー,牡2,56.0,角田和,中竹,490(0),栗東,2023100141,01186,キタサンブラック  ,パラダイスコーブ  ,キングカメハメハ  ,-1.1361716771849077,4
9,8,10,アマビエ,牝2,55.0,嶋田,南田,406(0),美浦,2023103060,01134,ビーチパトロール  Beach Patrol(米)  ,アルコセニョーラ  ,ステイゴールド  ,1.5402212329957798,1
