,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ウインビスタ,牡2,56.0,松若,梅田,438(-2),栗東,2023105865,01154,ルーラーシップ  ,ウインペイザージュ  ,ダノンシャンティ  ,-0.8742300660322857,7
1,2,2,イロゴルシ,牡2,56.0,高杉,牧田,512(+2),栗東,2023106126,01213,ゴールドシップ  ,イロジカケ  ,クロフネ  ,-0.27905206658917553,3
2,3,3,ヨカオウ,牡2,56.0,岩田康,谷,470(-2),栗東,2023102707,05203,キズナ  ,ヨカヨカ  ,スクワートルスクワート  Squirtle Squirt(米)  ,0.05868230535563646,2
3,4,4,ショウナンバンライ,牡2,56.0,池添,松下,466(+4),栗東,2023107036,01032,オルフェーヴル  ,シュガーショック  Sugar Shock(米)  ,Candy Ride  ,-1.8726382170945508,9
4,5,5,アスクチャンスマン,牡2,56.0,戸崎圭,梅田,438(+4),栗東,2023106403,05386,ドレフォン  Drefong(米)  ,ベストセラーアスク  ,キングカメハメハ  ,-0.41877325254609377,4
5,6,6,カトマンズゴールド,牝2,55.0,松山,宮本,474(+4),栗東,2023103367,01126,ゴールドシップ  ,カトマンブルー  Kathmanblu(米)  ,Bluegrass Cat  ,-0.8706040574202589,6
6,7,7,バンダムソレール,牡2,56.0,田口,小栗,462(-2),栗東,2023102317,01208,ルーラーシップ  ,ボンボンキャスト  ,ゼンノロブロイ  ,0.8583661472045007,1
7,7,8,メイショウソラリス,牡2,56.0,武豊,角田,460(0),栗東,2023103986,00666,シスキン  Siskin(米)  ,アンリミテッドピサ  ,シンボリクリスエス  ,-3.306436346684707,10
8,8,9,パーヴォ,牡2,56.0,和田竜,吉田,456(+4),栗東,2023106440,01018,ゴールドシップ  ,コスモピーコック  ,Medicean  ,-0.8286508637874526,5
9,8,10,キーテーマ,牝2,55.0,長岡,宮,446(0),栗東,2023101946,01142,エポカドーロ  ,キャンディキー  ,スクリーンヒーロー  ,-1.6383513231422344,8
