,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オールデュスヴラン,牡4,58.0,内田博,西村,482(0),栗東,2021104891,422,ルーラーシップ,デルニエオール,ステイゴールド,-2.795823662775241,14,-0.03868605997391309,14,,
1,2,2,ムーランブルー,牝5,56.0,佐々木,久保田,504(+2),美浦,2020101341,1197,ジャスタウェイ,アドアード,Galileo,0.38644707157677116,6,0.0024300896715588665,6,,
2,3,3,タマモトリノ,牡3,56.0,菅原明,辻,500(-4),美浦,2022106199,1179,ルヴァンスレーヴ,タマモリド,ワイルドラッシュ,0.38644707157677116,6,0.0024300896715588665,6,,
3,3,4,オウケンシルヴァー,牡4,58.0,木幡育,松永康,496(-6),美浦,2021103017,1167,ニューイヤーズデイ,メロウメロディ,キャプテンスティーヴ,0.38644707157677116,6,0.0024300896715588665,6,,
4,4,5,タイキインドラ,牡3,56.0,荻野極,大竹,504(+4),美浦,2022103149,1160,サンダースノー,タイキキララ,キングヘイロー,0.38644707157677116,6,0.0024300896715588665,6,,
5,4,6,ダブルメッセージ,牡3,56.0,石川,和田郎,496(-6),美浦,2022106337,1150,モーニン,モーニングテラス,ディープスカイ,0.38644707157677116,6,0.0024300896715588665,6,,
6,5,7,ダカラフェスティヴ,牝3,54.0,戸崎圭,奥平,472(+6),美浦,2022104378,5386,ミッキーグローリー,ジェイケイカルミア,キングカメハメハ,0.38644707157677116,6,0.0024300896715588665,6,,
7,5,8,クールシェルタ,牡6,55.0,▲舟山,高橋文,506(-2),美浦,2019103204,1221,アポロキングダム,ナムラミステリー,ジェニュイン,0.38644707157677116,6,0.0024300896715588665,6,,
8,6,9,マウントバーノン,牡3,56.0,木幡巧,戸田,502(-10),美浦,2022105197,1162,ルヴァンスレーヴ,ワシントンレガシー,クロフネ,0.38644707157677116,6,0.0024300896715588665,6,,
9,6,10,チンプンカンプン,牡3,56.0,小林脩,奥平,480(+10),美浦,2022106465,1183,ホークビル,ヨシノファルコン,ビービーガルダン,0.38644707157677116,6,0.0024300896715588665,6,,
10,7,11,スマートクオーレ,牡3,56.0,柴田大,粕谷,502(0),美浦,2022102058,1009,オルフェーヴル,スマートアリシア,ファルブラヴ,0.38644707157677116,6,0.0024300896715588665,6,,
11,7,12,キャストロププ,牡3,56.0,丹内,尾形,498(+4),美浦,2022100749,1091,ルヴァンスレーヴ,キャストロメファ,トワイニング,0.38644707157677116,6,0.0024300896715588665,6,,
12,8,13,カイトヴィント,牡3,53.0,▲遠藤,和田雄,506(+6),美浦,2022102991,1218,ルヴァンスレーヴ,ハートフルデイズ,キングカメハメハ,0.38644707157677116,6,0.0024300896715588665,6,,
13,8,14,ステイアンビシャス,牡3,56.0,松岡,堀内,480(-8),美浦,2022101255,1085,ドレフォン,グロリアスブレイク,Distorted Humor,-1.841541196146014,13,-0.026356367129609294,13,,
