,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,コスモチプリア,牝5,53.0,▲石神道,松永康,456(0),美浦,2020105774,01209,ゴールドシップ,ホワイトウインド,スウェプトオーヴァーボード,-1.4208332597519915,12
1,1,2,ヒルノレーダン,牝3,55.0,丸山,昆,430(+4),栗東,2022103816,01127,サートゥルナーリア,ヒルノリスボン,マンハッタンカフェ,-1.1251402109340816,9
2,2,3,メイショウピリカ,牝3,52.0,▲和田陽,本田,484(+14),栗東,2022102550,01223,オルフェーヴル,メイショウバーズ,タニノギムレット,-1.613639140610062,15
3,2,4,マーゴットレジーナ,牝3,53.0,◇永島,小林,442(+8),栗東,2022101400,01187,モーリス,カーリンホーク,Curlin,-1.157984400471806,11
4,3,5,サツキスマイル,牝5,53.0,▲古川奈,石栗,410(-12),美浦,2020101963,01190,リオンディーズ,スマイルフラワー,ステイゴールド,-1.642931390935127,16
5,3,6,モルティフレーバー,牝3,55.0,小沢,清水久,476(+4),栗東,2022104901,01185,キタサンブラック,チャイマックス,Congrats,-0.331499928731353,4
6,4,7,ペプロス,牝3,55.0,菊沢,矢野,478(+10),美浦,2022100106,01161,サートゥルナーリア,サラファン,アグネスタキオン,-1.4914932936363325,13
7,4,8,エレガンシア,牝3,53.0,△鷲頭,高柳大,442(0),栗東,2022103705,01202,ルーラーシップ,ステラリード,スペシャルウィーク,0.10669877806824703,1
8,5,9,ワイドリューレント,牝3,55.0,城戸,奥村豊,432(-4),栗東,2022100792,01147,リアルスティール,フレジエ,ハービンジャー,-1.5233870129431428,14
9,5,10,エンスエーニョ,牝3,55.0,亀田,佐藤悠,530(+14),栗東,2022104936,01176,Frankel,ドリームアンドドゥ,Siyouni,-0.9008162172487303,5
10,6,11,テンミラクルスター,牝3,53.0,◇今村,辻,450(-8),美浦,2022101134,01193,エピファネイア,ミスパッション,ディープブリランテ,-0.0536887949310645,2
11,6,12,ホウオウペトリュス,牝4,56.0,富田,須貝,460(0),栗東,2021105694,01168,スワーヴリチャード,パシオンルージュ,ボストンハーバー,-1.088892892967166,8
12,7,13,リヴァイデント,牝4,54.0,△柴田裕,秋山,418(-6),栗東,2021103490,01212,ブリックスアンドモルタル,オートクレール,デュランダル,-1.7450175604381215,17
13,7,14,ニシノコマチムスメ,牝4,54.0,△長浜,松山,442(+4),美浦,2021107253,01214,ルーラーシップ,ニシノハナムスメ,ディープインパクト,-1.1326654998248797,10
14,7,15,デルマジュテーム,牝3,55.0,的場,的場,456(+6),美浦,2022101969,01108,ノヴェリスト,デルマチャチャ,サムライハート,-2.3270792422421254,18
15,8,16,カポレイラ,牝3,52.0,▲上里,中舘,446(+2),美浦,2022106593,01217,アドマイヤマーズ,プリティカポレイ,クロフネ,-0.9861051947824738,7
16,8,17,サウンドサンライズ,牝3,55.0,斎藤,東田,410(-10),栗東,2022105060,01178,モーリス,マハーバーラタ,ディープインパクト,-0.9110613455923375,6
17,8,18,フィオレストラーダ,牝3,55.0,泉谷,杉山晴,458(0),栗東,2022100626,01182,エピファネイア,キャトルフィーユ,ディープインパクト,-0.0873988608751666,3
