,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,キュールエフウジン,牡6,55.0,松若,中尾,496(0),栗東,2019102983,01154,ホッコータルマエ,キュールエアリス,ウォーエンブレム,-3.3456716999482494,14
1,1,2,テスティモーネ,牡3,56.0,古川吉,大根田,522(+6),栗東,2022103686,01015,ドレフォン,ワイズアンサー,サウスヴィグラス,-0.8716083095416822,2
2,2,3,ヨリノサファイヤ,牝5,51.0,酒井,根本,522(-12),美浦,2020102315,01034,コパノリッキー,コパノタイマネ,クロフネ,-2.2025314490424033,5
3,2,4,ルージュアベリア,牝4,53.0,坂井,加藤士,476(-10),美浦,2021105058,01163,キズナ,シアードラマ,Burning Roma,-1.850508541023924,4
4,3,5,サイモンブーケ,牝5,52.0,西塚,梅田,514(0),栗東,2020102317,01200,ダイワメジャー,サイモンガーランド,ロージズインメイ,-3.9389595733751435,15
5,3,6,メイショウミカワ,牡7,55.0,太宰,千田,522(-6),栗東,2018106458,01037,ミッキーアイル,メイショウボナール,ホワイトマズル,-4.101261677409653,16
6,4,7,コスモジンバック,牡4,54.0,津村,相沢,486(-2),美浦,2021106797,01092,Good Magic,ディスポーザブルプレジャー,Giacomo,-2.734480488217732,9
7,4,8,レッドプロフェシー,牡5,56.0,田口,大久保,486(+2),栗東,2020101579,01208,ルーラーシップ,トリニティプレイス,マンハッタンカフェ,-2.2280583847632007,6
8,5,9,シャルクハフト,牡3,55.0,吉村,清水久,500(+6),栗東,2022104745,01216,リアルスティール,クィーンズベスト,ワークフォース,-2.679238460237446,8
9,5,10,ジャスパーグレイト,牡6,57.0,川田,森秀,496(+6),栗東,2019110088,01088,Arrogate,Shop Again,Wild Again,0.8866256528856535,1
10,6,11,ノットイナフ,牡4,56.0,和田竜,浜田,482(+6),栗東,2021106625,01018,マジェスティックウォリアー,クライミングローズ,マンハッタンカフェ,-0.8730951491623123,3
11,6,12,ワンパット,牡4,55.0,菱田,高橋亮,494(-6),栗東,2021102903,01144,シニスターミニスター,ヒラボクビジン,ブライアンズタイム,-2.9617043880879677,11
12,7,13,ロードプレジール,牡7,55.0,高杉,佐藤悠,504(-2),栗東,2018102576,01213,キングカメハメハ,キャトルフィーユ,ディープインパクト,-2.4938261664971852,7
13,7,14,ゲンパチムサシ,牡7,54.0,北村友,佐々木,506(-2),栗東,2018102832,01102,ドゥラメンテ,ティアランドール,Action This Day,-3.115328865518042,13
14,8,15,ロードマゼラン,セ6,55.0,渡辺竜,奥村豊,488(+10),栗東,2019103036,05558,ルーラーシップ,レディカーニバル,Giant's Causeway,-2.827287139262793,10
15,8,16,リューデスハイム,牡4,55.0,西村淳,牧田,522(+4),栗東,2021105508,01171,ニューイヤーズデイ,グリューヴァイン,ゴールドアリュール,-2.992833645320275,12
